院校,科类,批次,院校专业组代码,专业组,风险等级,专业代码,专业名称,专业类,大类,风险说明
江苏司法警官职业学院,物理,提前专科批,116105,江苏司法警官职业学院05,未标风险,17,刑事侦查技术(只招女生),公安司法类,公安司法大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
江苏司法警官职业学院,物理,提前专科批,116105,江苏司法警官职业学院05,未标风险,18,司法信息安全(只招女生),公安司法类,公安司法大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
江苏司法警官职业学院,物理,提前专科批,116105,江苏司法警官职业学院05,未标风险,19,罪犯心理测量与矫正技术(只招女生),公安司法类,公安司法大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
长沙民政职业技术学院,历史,专科批,531201,长沙民政职业技术学院01,中危混合组,09,人力资源管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
长沙民政职业技术学院,历史,专科批,531201,长沙民政职业技术学院01,中危混合组,10,婚庆服务与管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
长沙民政职业技术学院,历史,专科批,531201,长沙民政职业技术学院01,中危混合组,11,现代殡葬技术与管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
南京铁道职业技术学院,历史,专科批,115504,南京铁道职业技术学院04,未标风险,09,"铁道交通运营管理(中外合作办学)(报考该专业有色觉要求,具体请查阅院校招生章程)(适合男生)",铁道运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
中国民用航空飞行学院,物理,专科批,030605,中国民用航空飞行学院05,未标风险,39,"飞机机电设备维修(成都天府校区)(报考该专业有色觉要求,具体请查阅院校招生章程)",航空运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
民政职业大学,历史,专科批,317602,民政职业大学02,未标风险,11,人力资源管理,公共管理服务类,公共管理与服务大类,专科就业或接受度需谨慎核对
民政职业大学,历史,专科批,317602,民政职业大学02,未标风险,12,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,专科就业或接受度需谨慎核对
民政职业大学,历史,专科批,317602,民政职业大学02,未标风险,13,现代殡葬技术与管理,公共管理服务类,公共管理与服务大类,专科就业或接受度需谨慎核对
南京铁道职业技术学院,物理,专科批,115508,南京铁道职业技术学院08,中危混合组,42,建筑工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
南京铁道职业技术学院,物理,专科批,115509,南京铁道职业技术学院09,未标风险,44,"铁道信号自动控制(中外合作办学)(报考该专业有色觉要求,具体请查阅院校招生章程)(适合男生)",铁道运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
南京铁道职业技术学院,物理,专科批,115509,南京铁道职业技术学院09,未标风险,45,"铁道交通运营管理(中外合作办学)(报考该专业有色觉要求,具体请查阅院校招生章程)(适合男生)",铁道运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
武汉铁路职业技术学院,历史,专科批,525201,武汉铁路职业技术学院01,中危混合组,08,测绘工程技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州职业技术大学,历史,专科批,127002,苏州职业技术大学02,中危混合组,04,服装设计与工艺,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州职业技术大学,历史,专科批,127002,苏州职业技术大学02,中危混合组,05,食品检验检测技术,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州职业技术大学,历史,专科批,127002,苏州职业技术大学02,中危混合组,11,动漫制作技术,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州职业技术大学,历史,专科批,127002,苏州职业技术大学02,中危混合组,18,会展策划与管理(干将路校区),旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州职业技术大学,历史,专科批,127002,苏州职业技术大学02,中危混合组,22,人力资源管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州职业技术大学,历史,专科批,127002,苏州职业技术大学02,中危混合组,23,现代文秘,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏卫生健康职业学院,历史,专科批,115803,江苏卫生健康职业学院03,中危混合组,35,医学营养,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏卫生健康职业学院,历史,专科批,115804,江苏卫生健康职业学院04,中危混合组,43,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
长沙航空职业技术学院,历史,提前专科批,531101,长沙航空职业技术学院01,未标风险,01,导弹维修技术(水面舰艇人员合格)(只招男生)(海军),其他专业类,其他,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
长沙航空职业技术学院,历史,提前专科批,531102,长沙航空职业技术学院02,未标风险,02,飞行器维修技术(只招男生)[空军(机务兵)],其他专业类,其他,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
长沙航空职业技术学院,历史,提前专科批,531102,长沙航空职业技术学院02,未标风险,03,导弹维修技术(只招男生)(空军),其他专业类,其他,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
长沙航空职业技术学院,历史,提前专科批,531102,长沙航空职业技术学院02,未标风险,04,无人机应用技术(只招男生)(陆军),航空运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
长沙航空职业技术学院,历史,提前专科批,531102,长沙航空职业技术学院02,未标风险,05,无人机应用技术(只招男生)(武警部队),航空运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
长沙民政职业技术学院,物理,专科批,531202,长沙民政职业技术学院02,中危混合组,15,人力资源管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
长沙民政职业技术学院,物理,专科批,531202,长沙民政职业技术学院02,中危混合组,16,婚庆服务与管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
长沙民政职业技术学院,物理,专科批,531202,长沙民政职业技术学院02,中危混合组,17,现代殡葬技术与管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏信息职业技术学院,历史,提前专科批,121001,江苏信息职业技术学院01,未标风险,01,物联网应用技术(只招男生)(空军),计算机类,电子与信息大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
上海工艺美术职业学院,历史,专科批,214601,上海工艺美术职业学院01,中危混合组,04,风景园林设计,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
南京信息职业技术学院,物理,提前专科批,115407,南京信息职业技术学院07,未标风险,76,计算机网络技术(水面舰艇人员合格)(只招男生)(海军),计算机类,电子与信息大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
南京信息职业技术学院,物理,提前专科批,115407,南京信息职业技术学院07,未标风险,77,大数据技术(水面舰艇人员合格)(只招男生)(海军),计算机类,电子与信息大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
南京信息职业技术学院,物理,提前专科批,115408,南京信息职业技术学院08,未标风险,78,电子信息工程技术(只招男生)(火箭军),电子信息类,电子与信息大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
南京信息职业技术学院,物理,提前专科批,115408,南京信息职业技术学院08,未标风险,79,计算机网络技术(只招男生)(火箭军),计算机类,电子与信息大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
太湖创意职业技术学院,历史,专科批,195901,太湖创意职业技术学院01,未标风险,01,"护理(与无锡太湖学院分段培养项目)(报考该专业有色觉要求,具体请查阅院校招生章程)",护理医学类,医药卫生大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
太湖创意职业技术学院,历史,专科批,195903,太湖创意职业技术学院03,中危混合组,05,"计算机应用技术(报考该专业有色觉要求,具体请查阅院校招生章程)",计算机类,电子与信息大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
太湖创意职业技术学院,历史,专科批,195903,太湖创意职业技术学院03,中危混合组,06,动漫制作技术,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
太湖创意职业技术学院,历史,专科批,195903,太湖创意职业技术学院03,中危混合组,08,"护理(报考该专业有色觉要求,具体请查阅院校招生章程)",护理医学类,医药卫生大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
太湖创意职业技术学院,历史,专科批,195903,太湖创意职业技术学院03,中危混合组,09,"婴幼儿托育服务与管理(报考该专业有色觉要求,具体请查阅院校招生章程)",护理医学类,医药卫生大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
太湖创意职业技术学院,历史,专科批,195903,太湖创意职业技术学院03,中危混合组,15,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
无锡职业技术大学,历史,专科批,121101,无锡职业技术大学01,中危混合组,25,旅游管理,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
无锡职业技术大学,历史,专科批,121101,无锡职业技术大学01,中危混合组,26,酒店管理与数字化运营,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
无锡职业技术大学,历史,专科批,121101,无锡职业技术大学01,中危混合组,27,智慧旅游技术应用,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
无锡职业技术大学,历史,专科批,121101,无锡职业技术大学01,中危混合组,28,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
南京信息职业技术学院,历史,提前专科批,115402,南京信息职业技术学院02,未标风险,35,计算机网络技术(水面舰艇人员合格)(只招男生)(海军),计算机类,电子与信息大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
南京信息职业技术学院,历史,提前专科批,115402,南京信息职业技术学院02,未标风险,36,大数据技术(水面舰艇人员合格)(只招男生)(海军),计算机类,电子与信息大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
南京信息职业技术学院,历史,提前专科批,115403,南京信息职业技术学院03,未标风险,37,电子信息工程技术(只招男生)(火箭军),电子信息类,电子与信息大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
南京信息职业技术学院,历史,提前专科批,115403,南京信息职业技术学院03,未标风险,38,计算机网络技术(只招男生)(火箭军),计算机类,电子与信息大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
苏州卫生职业技术学院,历史,专科批,127502,苏州卫生职业技术学院02,中危混合组,13,生物制药技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州卫生职业技术学院,历史,专科批,127502,苏州卫生职业技术学院02,中危混合组,15,医学营养,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州卫生职业技术学院,历史,专科批,127502,苏州卫生职业技术学院02,中危混合组,20,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州卫生职业技术学院,历史,专科批,127502,苏州卫生职业技术学院02,中危混合组,23,视觉训练与康复,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州经贸职业技术学院,历史,专科批,127402,苏州经贸职业技术学院02,中危混合组,18,分析检验技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州经贸职业技术学院,历史,专科批,127402,苏州经贸职业技术学院02,中危混合组,21,酒店管理与数字化运营,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州经贸职业技术学院,历史,专科批,127402,苏州经贸职业技术学院02,中危混合组,24,会展策划与管理,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州经贸职业技术学院,历史,专科批,127402,苏州经贸职业技术学院02,中危混合组,27,现代文秘,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏经贸职业技术学院,历史,专科批,115602,江苏经贸职业技术学院02,中危混合组,08,食品检验检测技术,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏经贸职业技术学院,历史,专科批,115602,江苏经贸职业技术学院02,中危混合组,09,食品药品监督管理,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏经贸职业技术学院,历史,专科批,115602,江苏经贸职业技术学院02,中危混合组,10,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏经贸职业技术学院,历史,专科批,115602,江苏经贸职业技术学院02,中危混合组,21,旅游管理,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏经贸职业技术学院,历史,专科批,115602,江苏经贸职业技术学院02,中危混合组,22,酒店管理与数字化运营,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏经贸职业技术学院,历史,专科批,115602,江苏经贸职业技术学院02,中危混合组,31,人力资源管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
南京城市职业学院,历史,专科批,117204,南京城市职业学院04,中危混合组,10,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
常州信息职业技术大学,历史,专科批,125002,常州信息职业技术大学02,中危混合组,20,动漫制作技术,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
常州信息职业技术大学,历史,专科批,125002,常州信息职业技术大学02,中危混合组,29,视觉传达设计,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
常州信息职业技术大学,历史,专科批,125002,常州信息职业技术大学02,中危混合组,30,数字媒体艺术设计,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
常州信息职业技术大学,历史,专科批,125002,常州信息职业技术大学02,中危混合组,31,环境艺术设计,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
长沙航空职业技术学院,物理,提前专科批,531104,长沙航空职业技术学院04,未标风险,22,飞行器维修技术(只招男生)[空军(机务兵)],其他专业类,其他,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
长沙航空职业技术学院,物理,提前专科批,531104,长沙航空职业技术学院04,未标风险,23,导弹维修技术(只招男生)(空军),其他专业类,其他,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
长沙航空职业技术学院,物理,提前专科批,531104,长沙航空职业技术学院04,未标风险,24,无人机应用技术(只招男生)(陆军),航空运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
长沙航空职业技术学院,物理,提前专科批,531104,长沙航空职业技术学院04,未标风险,25,无人机应用技术(只招男生)(武警部队),航空运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
长沙航空职业技术学院,物理,提前专科批,531105,长沙航空职业技术学院05,未标风险,26,导弹维修技术(水面舰艇人员合格)(只招男生)(海军),其他专业类,其他,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
山东职业学院,历史,专科批,264601,山东职业学院01,中危混合组,08,低空安全与技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
武汉民政职业学院,历史,专科批,523501,武汉民政职业学院01,未标风险,01,社会工作,公共管理服务类,公共管理与服务大类,专科就业或接受度需谨慎核对
武汉民政职业学院,历史,专科批,523501,武汉民政职业学院01,未标风险,03,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,专科就业或接受度需谨慎核对
武汉民政职业学院,历史,专科批,523501,武汉民政职业学院01,未标风险,04,现代殡葬技术与管理,公共管理服务类,公共管理与服务大类,专科就业或接受度需谨慎核对
苏州农业职业技术学院,历史,专科批,127202,苏州农业职业技术学院02,整体偏冷组,02,风景园林设计(与徐州工程学院分段培养项目)(校本部),土木建筑类,土木建筑大类,专科就业或接受度需谨慎核对
苏州农业职业技术学院,历史,专科批,127203,苏州农业职业技术学院03,中危混合组,03,园艺技术(东山校区),农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州农业职业技术学院,历史,专科批,127203,苏州农业职业技术学院03,中危混合组,04,现代农业技术(东山校区),农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州农业职业技术学院,历史,专科批,127203,苏州农业职业技术学院03,中危混合组,05,茶叶生产与加工技术(东山校区),农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州农业职业技术学院,历史,专科批,127203,苏州农业职业技术学院03,中危混合组,07,园林技术,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州农业职业技术学院,历史,专科批,127203,苏州农业职业技术学院03,中危混合组,08,园林工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州农业职业技术学院,历史,专科批,127203,苏州农业职业技术学院03,中危混合组,09,风景园林设计,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州农业职业技术学院,历史,专科批,127203,苏州农业职业技术学院03,中危混合组,11,古建筑工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州农业职业技术学院,历史,专科批,127203,苏州农业职业技术学院03,中危混合组,12,森林生态旅游与康养,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州农业职业技术学院,历史,专科批,127203,苏州农业职业技术学院03,中危混合组,14,旅游管理,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州农业职业技术学院,历史,专科批,127203,苏州农业职业技术学院03,中危混合组,19,智慧农业技术与装备,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州农业职业技术学院,历史,专科批,127203,苏州农业职业技术学院03,中危混合组,20,食品检验检测技术,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州农业职业技术学院,历史,专科批,127203,苏州农业职业技术学院03,中危混合组,21,食品药品监督管理,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州农业职业技术学院,历史,专科批,127203,苏州农业职业技术学院03,中危混合组,22,食品智能加工技术,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州农业职业技术学院,历史,专科批,127203,苏州农业职业技术学院03,中危混合组,24,农产品加工与质量检测,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州农业职业技术学院,历史,专科批,127203,苏州农业职业技术学院03,中危混合组,25,环境工程技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州农业职业技术学院,历史,专科批,127203,苏州农业职业技术学院03,中危混合组,26,环境监测技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州农业职业技术学院,历史,专科批,127203,苏州农业职业技术学院03,中危混合组,27,生态环境修复技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州农业职业技术学院,历史,专科批,127203,苏州农业职业技术学院03,中危混合组,28,水产养殖技术,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州农业职业技术学院,历史,专科批,127203,苏州农业职业技术学院03,中危混合组,31,会展策划与管理,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州农业职业技术学院,历史,专科批,127204,苏州农业职业技术学院04,整体偏冷组,32,环境工程技术(中外合作办学)(校本部),资源环境安全类,资源环境与安全大类,专科就业或接受度需谨慎核对
北京科技职业大学,物理,提前专科批,317801,北京科技职业大学01,未标风险,01,电气自动化技术(只招男生)(火箭军),电气自动化类,装备制造大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
北京科技职业大学,物理,提前专科批,317801,北京科技职业大学01,未标风险,02,电子信息工程技术(只招男生)(火箭军),电子信息类,电子与信息大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
北京科技职业大学,物理,提前专科批,317801,北京科技职业大学01,未标风险,03,电子信息工程技术(只招男生)(网络空间部队),计算机类,电子与信息大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
南京交通职业技术学院,历史,专科批,115202,南京交通职业技术学院02,中危混合组,06,道路与桥梁工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
南京交通职业技术学院,历史,专科批,115202,南京交通职业技术学院02,中危混合组,09,安全技术与管理,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
南京交通职业技术学院,历史,专科批,115202,南京交通职业技术学院02,中危混合组,25,工程造价,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏司法警官职业学院,历史,专科批,116103,江苏司法警官职业学院03,中危混合组,09,社区矫正,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏司法警官职业学院,历史,专科批,116103,江苏司法警官职业学院03,中危混合组,10,消防救援技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
浙江邮电职业技术学院,物理,专科批,222602,浙江邮电职业技术学院02,中危混合组,04,数字媒体艺术设计,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
武汉民政职业学院,物理,专科批,523502,武汉民政职业学院02,未标风险,06,视觉传达设计,文化艺术类,文化艺术大类,专科就业或接受度需谨慎核对
武汉民政职业学院,物理,专科批,523502,武汉民政职业学院02,未标风险,08,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,专科就业或接受度需谨慎核对
武汉民政职业学院,物理,专科批,523502,武汉民政职业学院02,未标风险,09,现代殡葬技术与管理,公共管理服务类,公共管理与服务大类,专科就业或接受度需谨慎核对
厦门海洋职业技术学院,物理,提前专科批,241701,厦门海洋职业技术学院01,未标风险,03,航海技术,航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
厦门海洋职业技术学院,物理,提前专科批,241701,厦门海洋职业技术学院01,未标风险,04,轮机工程技术,航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
南京科技职业学院,历史,专科批,115301,南京科技职业学院01,中危混合组,03,应用化工技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
南京科技职业学院,历史,专科批,115301,南京科技职业学院01,中危混合组,04,精细化工技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
南京科技职业学院,历史,专科批,115301,南京科技职业学院01,中危混合组,05,环境监测技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
南京科技职业学院,历史,专科批,115301,南京科技职业学院01,中危混合组,06,环境工程技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
南京科技职业学院,历史,专科批,115301,南京科技职业学院01,中危混合组,07,应急救援技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
南京科技职业学院,历史,专科批,115301,南京科技职业学院01,中危混合组,08,分析检验技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
南京科技职业学院,历史,专科批,115301,南京科技职业学院01,中危混合组,16,化工装备技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
南京科技职业学院,历史,专科批,115301,南京科技职业学院01,中危混合组,30,工程造价,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
无锡职业技术大学,物理,专科批,121104,无锡职业技术大学04,中危混合组,69,旅游管理,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
无锡职业技术大学,物理,专科批,121104,无锡职业技术大学04,中危混合组,70,酒店管理与数字化运营,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
无锡职业技术大学,物理,专科批,121104,无锡职业技术大学04,中危混合组,71,智慧旅游技术应用,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
无锡职业技术大学,物理,专科批,121104,无锡职业技术大学04,中危混合组,72,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州职业技术大学,物理,专科批,127004,苏州职业技术大学04,中危混合组,38,服装设计与工艺,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州职业技术大学,物理,专科批,127004,苏州职业技术大学04,中危混合组,39,食品检验检测技术,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州职业技术大学,物理,专科批,127004,苏州职业技术大学04,中危混合组,48,动漫制作技术,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州职业技术大学,物理,专科批,127005,苏州职业技术大学05,整体偏冷组,57,生物制药技术(校本部),生物化工类,生物与化工大类,专科就业或接受度需谨慎核对
江苏信息职业技术学院,物理,提前专科批,121004,江苏信息职业技术学院04,未标风险,22,物联网应用技术(只招男生)(空军),计算机类,电子与信息大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
江苏信息职业技术学院,物理,提前专科批,121004,江苏信息职业技术学院04,未标风险,23,现代移动通信技术(只招男生)(空军),电子信息类,电子与信息大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
武汉铁路职业技术学院,物理,专科批,525202,武汉铁路职业技术学院02,中危混合组,20,测绘工程技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
上海工艺美术职业学院,物理,专科批,214602,上海工艺美术职业学院02,中危混合组,09,风景园林设计,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
