院校,科类,专业组,院校专业组代码,专业代码,专业名称,原专业类,原专业大类,目录专业,新专业类,新专业大类,匹配方式
无锡南洋职业技术学院,物理,无锡南洋职业技术学院02,195702,68,酒店管理与数字化运营,旅游餐饮类,旅游大类,酒店管理与数字化运营,旅游类,旅游大类,exact
无锡南洋职业技术学院,物理,无锡南洋职业技术学院02,195702,69,烹饪工艺与营养,食品药品类,食品药品与粮食大类,烹饪工艺与营养,餐饮类,旅游大类,exact
无锡南洋职业技术学院,物理,无锡南洋职业技术学院02,195702,70,中西面点工艺,其他专业类,其他,中西面点工艺,餐饮类,旅游大类,exact
无锡南洋职业技术学院,物理,无锡南洋职业技术学院02,195702,71,食品营养与健康,食品药品类,食品药品与粮食大类,食品营养与健康,食品类,食品药品与粮食大类,exact
无锡南洋职业技术学院,物理,无锡南洋职业技术学院02,195702,72,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,智慧健康养老服务与管理,公共服务类,公共管理与服务大类,exact
无锡南洋职业技术学院,物理,无锡南洋职业技术学院02,195702,73,婴幼儿托育服务与管理,护理医学类,医药卫生大类,婴幼儿托育服务与管理,健康管理与促进类,医药卫生大类,exact
无锡南洋职业技术学院,物理,无锡南洋职业技术学院02,195702,74,汽车检测与维修技术,汽车制造类,装备制造大类,汽车检测与维修技术,道路运输类,交通运输大类,exact
无锡南洋职业技术学院,物理,无锡南洋职业技术学院02,195702,75,新能源汽车技术,汽车制造类,装备制造大类,新能源汽车技术,汽车制造类,装备制造大类,exact
无锡南洋职业技术学院,物理,无锡南洋职业技术学院02,195702,76,汽车智能技术,汽车制造类,装备制造大类,汽车智能技术,电子信息类,电子与信息大类,exact
无锡南洋职业技术学院,物理,无锡南洋职业技术学院02,195702,77,汽车技术服务与营销,汽车制造类,装备制造大类,汽车技术服务与营销,道路运输类,交通运输大类,exact
无锡南洋职业技术学院,物理,无锡南洋职业技术学院02,195702,78,智能网联汽车技术,汽车制造类,装备制造大类,智能网联汽车技术,汽车制造类,装备制造大类,exact
无锡南洋职业技术学院,物理,无锡南洋职业技术学院02,195702,79,机电一体化技术,电气自动化类,装备制造大类,机电一体化技术,自动化类,装备制造大类,exact
无锡南洋职业技术学院,物理,无锡南洋职业技术学院02,195702,80,无人机应用技术,航空运输类,交通运输大类,无人机应用技术,航空装备类,装备制造大类,exact
唐山幼儿师范高等专科学校,物理,唐山幼儿师范高等专科学校02,336902,03,数字媒体技术,计算机类,电子与信息大类,数字媒体技术,计算机类,电子与信息大类,exact
唐山幼儿师范高等专科学校,物理,唐山幼儿师范高等专科学校02,336902,04,信息安全技术应用,计算机类,电子与信息大类,信息安全技术应用,计算机类,电子与信息大类,exact
唐山幼儿师范高等专科学校,物理,唐山幼儿师范高等专科学校02,336902,05,人工智能技术应用,计算机类,电子与信息大类,人工智能技术应用,计算机类,电子与信息大类,exact
唐山幼儿师范高等专科学校,物理,唐山幼儿师范高等专科学校02,336902,06,影视多媒体技术,文化艺术类,文化艺术大类,影视多媒体技术,广播影视类,新闻传播大类,exact
天津天狮学院,物理,天津天狮学院05,829005,11,计算机应用技术,计算机类,电子与信息大类,计算机应用技术,计算机类,电子与信息大类,exact
天津天狮学院,物理,天津天狮学院05,829005,12,人工智能技术应用,计算机类,电子与信息大类,人工智能技术应用,计算机类,电子与信息大类,exact
天津天狮学院,物理,天津天狮学院05,829005,13,现代通信技术,电子信息类,电子与信息大类,现代通信技术,通信类,电子与信息大类,exact
天津天狮学院,物理,天津天狮学院05,829005,14,工商企业管理,其他专业类,其他,工商企业管理,工商管理类,财经商贸大类,exact
天津天狮学院,物理,天津天狮学院05,829005,15,市场营销,财经商贸类,财经商贸大类,市场营销,工商管理类,财经商贸大类,exact
合肥共达职业技术学院,物理,合肥共达职业技术学院02,811302,05,工程造价,土木建筑类,土木建筑大类,工程造价,建设工程管理类,土木建筑大类,exact
合肥共达职业技术学院,物理,合肥共达职业技术学院02,811302,06,新能源装备技术,能源动力与材料类,能源动力与材料大类,新能源装备技术,机电设备类,装备制造大类,exact
合肥共达职业技术学院,物理,合肥共达职业技术学院02,811302,07,电梯工程技术,电气自动化类,装备制造大类,电梯工程技术,机电设备类,装备制造大类,exact
合肥共达职业技术学院,物理,合肥共达职业技术学院02,811302,08,汽车制造与试验技术,机械设计制造类,装备制造大类,汽车制造与试验技术,汽车制造类,装备制造大类,exact
合肥共达职业技术学院,物理,合肥共达职业技术学院02,811302,09,计算机网络技术,计算机类,电子与信息大类,计算机网络技术,计算机类,电子与信息大类,exact
合肥共达职业技术学院,物理,合肥共达职业技术学院02,811302,10,动漫制作技术,文化艺术类,文化艺术大类,动漫制作技术,计算机类,电子与信息大类,exact
山东现代学院,历史,山东现代学院02,821702,04,市场营销,财经商贸类,财经商贸大类,市场营销,工商管理类,财经商贸大类,exact
山东现代学院,历史,山东现代学院02,821702,05,工商企业管理,其他专业类,其他,工商企业管理,工商管理类,财经商贸大类,exact
山东现代学院,历史,山东现代学院02,821702,06,计算机应用技术,计算机类,电子与信息大类,计算机应用技术,计算机类,电子与信息大类,exact
山东现代学院,历史,山东现代学院02,821702,07,大数据与会计,财务会计类,财经商贸大类,大数据与会计,财务会计类,财经商贸大类,exact
山东现代学院,历史,山东现代学院02,821702,08,电子商务,财经商贸类,财经商贸大类,电子商务,电子商务类,财经商贸大类,exact
山东现代学院,历史,山东现代学院02,821702,09,工程造价,土木建筑类,土木建筑大类,工程造价,建设工程管理类,土木建筑大类,exact
山东现代学院,历史,山东现代学院02,821702,10,汽车制造与试验技术,机械设计制造类,装备制造大类,汽车制造与试验技术,汽车制造类,装备制造大类,exact
重庆海联职业技术学院,物理,重庆海联职业技术学院02,881002,08,空中乘务,航空运输类,交通运输大类,空中乘务,航空运输类,交通运输大类,exact
重庆海联职业技术学院,物理,重庆海联职业技术学院02,881002,09,民航空中安全保卫,航空运输类,交通运输大类,民航空中安全保卫,航空运输类,交通运输大类,exact
重庆海联职业技术学院,物理,重庆海联职业技术学院02,881002,10,飞机机电设备维修,航空运输类,交通运输大类,飞机机电设备维修,航空运输类,交通运输大类,exact
重庆海联职业技术学院,物理,重庆海联职业技术学院02,881002,11,无人机测绘技术,资源环境安全类,资源环境与安全大类,无人机测绘技术,测绘地理信息类,资源环境与安全大类,exact
重庆海联职业技术学院,物理,重庆海联职业技术学院02,881002,12,低空飞行器装备技术,其他专业类,其他,低空飞行器装备技术,机电设备类,装备制造大类,exact
重庆海联职业技术学院,物理,重庆海联职业技术学院02,881002,13,航空物流管理,航空运输类,交通运输大类,航空物流管理,物流类,财经商贸大类,exact
重庆海联职业技术学院,物理,重庆海联职业技术学院02,881002,14,高速铁路客运服务,铁道运输类,交通运输大类,高速铁路客运服务,铁道运输类,交通运输大类,exact
重庆海联职业技术学院,物理,重庆海联职业技术学院02,881002,15,汽车制造与试验技术,机械设计制造类,装备制造大类,汽车制造与试验技术,汽车制造类,装备制造大类,exact
重庆海联职业技术学院,物理,重庆海联职业技术学院02,881002,16,智能网联汽车技术,汽车制造类,装备制造大类,智能网联汽车技术,汽车制造类,装备制造大类,exact
重庆海联职业技术学院,物理,重庆海联职业技术学院02,881002,17,定制旅行管理与服务,其他专业类,其他,定制旅行管理与服务,旅游类,旅游大类,exact
重庆海联职业技术学院,物理,重庆海联职业技术学院02,881002,18,生物制药技术,生物化工类,生物与化工大类,生物制药技术,药品与医疗器械类,食品药品与粮食大类,exact
资阳环境科技职业学院,历史,资阳环境科技职业学院01,879901,01,宠物医疗技术,农林牧渔类,农林牧渔大类,宠物医疗技术,畜牧业类,农林牧渔大类,exact
塔里木职业技术学院,物理,塔里木职业技术学院02,753302,08,现代农业装备应用技术,农林牧渔类,农林牧渔大类,现代农业装备应用技术,农业类,农林牧渔大类,exact
塔里木职业技术学院,物理,塔里木职业技术学院02,753302,09,建筑工程技术,土木建筑类,土木建筑大类,建筑工程技术,土建施工类,土木建筑大类,exact
塔里木职业技术学院,物理,塔里木职业技术学院02,753302,10,无人机应用技术,航空运输类,交通运输大类,无人机应用技术,航空装备类,装备制造大类,exact
塔里木职业技术学院,物理,塔里木职业技术学院02,753302,11,现代纺织技术,其他专业类,其他,现代纺织技术,纺织服装类,轻工纺织大类,exact
塔里木职业技术学院,物理,塔里木职业技术学院02,753302,12,旅游管理,旅游餐饮类,旅游大类,旅游管理,旅游类,旅游大类,exact
塔里木职业技术学院,物理,塔里木职业技术学院02,753302,13,网络营销与直播电商,计算机类,电子与信息大类,网络营销与直播电商,电子商务类,财经商贸大类,exact
塔里木职业技术学院,物理,塔里木职业技术学院02,753302,14,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,智慧健康养老服务与管理,公共服务类,公共管理与服务大类,exact
长春信息技术职业学院,历史,长春信息技术职业学院01,846501,01,汽车制造与试验技术(卓越校区),机械设计制造类,装备制造大类,汽车制造与试验技术,汽车制造类,装备制造大类,exact
长春信息技术职业学院,历史,长春信息技术职业学院01,846501,02,计算机应用技术(卓越校区),计算机类,电子与信息大类,计算机应用技术,计算机类,电子与信息大类,exact
宿迁幼儿师范高等专科学校,物理,宿迁幼儿师范高等专科学校02,142702,16,早期教育(师范),教育体育类,教育与体育大类,早期教育,教育类,教育与体育大类,exact
宿迁幼儿师范高等专科学校,物理,宿迁幼儿师范高等专科学校02,142702,17,"学前教育(师范)(报考该专业有色觉要求,具体请查阅院校招生章程)",教育体育类,教育与体育大类,学前教育,教育类,教育与体育大类,exact
宿迁幼儿师范高等专科学校,物理,宿迁幼儿师范高等专科学校02,142702,18,音乐教育(师范),文化艺术类,文化艺术大类,音乐教育,教育类,教育与体育大类,exact
宿迁幼儿师范高等专科学校,物理,宿迁幼儿师范高等专科学校02,142702,19,"美术教育(师范)(报考该专业有色觉要求,具体请查阅院校招生章程)",文化艺术类,文化艺术大类,美术教育,教育类,教育与体育大类,exact
宿迁幼儿师范高等专科学校,物理,宿迁幼儿师范高等专科学校02,142702,20,婴幼儿托育服务与管理,护理医学类,医药卫生大类,婴幼儿托育服务与管理,健康管理与促进类,医药卫生大类,exact
宿迁幼儿师范高等专科学校,物理,宿迁幼儿师范高等专科学校02,142702,21,旅游管理,旅游餐饮类,旅游大类,旅游管理,旅游类,旅游大类,exact
宿迁幼儿师范高等专科学校,物理,宿迁幼儿师范高等专科学校02,142702,22,酒店管理与数字化运营,旅游餐饮类,旅游大类,酒店管理与数字化运营,旅游类,旅游大类,exact
宿迁幼儿师范高等专科学校,物理,宿迁幼儿师范高等专科学校02,142702,23,"计算机应用技术(报考该专业有色觉要求,具体请查阅院校招生章程)",计算机类,电子与信息大类,计算机应用技术,计算机类,电子与信息大类,exact
宿迁幼儿师范高等专科学校,物理,宿迁幼儿师范高等专科学校02,142702,24,"大数据技术(报考该专业有色觉要求,具体请查阅院校招生章程)",计算机类,电子与信息大类,大数据技术,计算机类,电子与信息大类,exact
宿迁幼儿师范高等专科学校,物理,宿迁幼儿师范高等专科学校02,142702,25,心理咨询,其他专业类,其他,心理咨询,健康管理与促进类,医药卫生大类,exact
宿迁幼儿师范高等专科学校,物理,宿迁幼儿师范高等专科学校02,142702,26,研学旅行管理与服务,其他专业类,其他,研学旅行管理与服务,旅游类,旅游大类,exact
宿迁幼儿师范高等专科学校,物理,宿迁幼儿师范高等专科学校02,142702,27,智慧旅游技术应用,旅游餐饮类,旅游大类,智慧旅游技术应用,旅游类,旅游大类,exact
宿迁幼儿师范高等专科学校,物理,宿迁幼儿师范高等专科学校02,142702,28,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,智慧健康养老服务与管理,公共服务类,公共管理与服务大类,exact
宿迁幼儿师范高等专科学校,物理,宿迁幼儿师范高等专科学校02,142702,29,人工智能技术应用,计算机类,电子与信息大类,人工智能技术应用,计算机类,电子与信息大类,exact
宿迁幼儿师范高等专科学校,物理,宿迁幼儿师范高等专科学校02,142702,30,无人机应用技术,航空运输类,交通运输大类,无人机应用技术,航空装备类,装备制造大类,exact
青岛农业大学海都学院,物理,青岛农业大学海都学院05,822605,20,大数据技术,计算机类,电子与信息大类,大数据技术,计算机类,电子与信息大类,exact
青岛农业大学海都学院,物理,青岛农业大学海都学院05,822605,21,大数据与财务管理,财务会计类,财经商贸大类,大数据与财务管理,财务会计类,财经商贸大类,exact
青岛农业大学海都学院,物理,青岛农业大学海都学院05,822605,22,电气自动化技术,电气自动化类,装备制造大类,电气自动化技术,自动化类,装备制造大类,exact
青岛农业大学海都学院,物理,青岛农业大学海都学院05,822605,23,机械制造及自动化,电气自动化类,装备制造大类,机械制造及自动化,机械设计制造类,装备制造大类,exact
青岛农业大学海都学院,物理,青岛农业大学海都学院05,822605,24,建筑工程技术,土木建筑类,土木建筑大类,建筑工程技术,土建施工类,土木建筑大类,exact
青岛农业大学海都学院,物理,青岛农业大学海都学院05,822605,25,虚拟现实技术应用,计算机类,电子与信息大类,虚拟现实技术应用,计算机类,电子与信息大类,exact
青岛农业大学海都学院,物理,青岛农业大学海都学院05,822605,26,园林技术,农林牧渔类,农林牧渔大类,园林技术,林业类,农林牧渔大类,exact
苏州高博职业学院,物理,苏州高博职业学院02,197002,17,"护理(报考该专业有色觉要求,具体请查阅院校招生章程)",护理医学类,医药卫生大类,护理,护理类,医药卫生大类,exact
苏州高博职业学院,物理,苏州高博职业学院02,197002,18,"医学检验技术(报考该专业有色觉要求,具体请查阅院校招生章程)",护理医学类,医药卫生大类,医学检验技术,医学技术类,医药卫生大类,exact
苏州高博职业学院,物理,苏州高博职业学院02,197002,19,机电一体化技术,电气自动化类,装备制造大类,机电一体化技术,自动化类,装备制造大类,exact
苏州高博职业学院,物理,苏州高博职业学院02,197002,20,无人机应用技术,航空运输类,交通运输大类,无人机应用技术,航空装备类,装备制造大类,exact
苏州高博职业学院,物理,苏州高博职业学院02,197002,21,新能源汽车技术,汽车制造类,装备制造大类,新能源汽车技术,汽车制造类,装备制造大类,exact
苏州高博职业学院,物理,苏州高博职业学院02,197002,22,智能制造装备技术,电气自动化类,装备制造大类,智能制造装备技术,机电设备类,装备制造大类,exact
苏州高博职业学院,物理,苏州高博职业学院02,197002,23,电气自动化技术,电气自动化类,装备制造大类,电气自动化技术,自动化类,装备制造大类,exact
苏州高博职业学院,物理,苏州高博职业学院02,197002,24,软件技术,计算机类,电子与信息大类,软件技术,计算机类,电子与信息大类,exact
苏州高博职业学院,物理,苏州高博职业学院02,197002,25,计算机网络技术,计算机类,电子与信息大类,计算机网络技术,计算机类,电子与信息大类,exact
苏州高博职业学院,物理,苏州高博职业学院02,197002,26,人工智能技术应用,计算机类,电子与信息大类,人工智能技术应用,计算机类,电子与信息大类,exact
苏州高博职业学院,物理,苏州高博职业学院02,197002,27,数字媒体技术,计算机类,电子与信息大类,数字媒体技术,计算机类,电子与信息大类,exact
苏州高博职业学院,物理,苏州高博职业学院02,197002,28,人工智能数据工程技术,计算机类,电子与信息大类,人工智能数据工程技术,计算机类,电子与信息大类,exact
苏州高博职业学院,物理,苏州高博职业学院02,197002,29,"数字媒体艺术设计(报考该专业有色觉要求,具体请查阅院校招生章程)",文化艺术类,文化艺术大类,数字媒体艺术设计,艺术设计类,文化艺术大类,exact
苏州高博职业学院,物理,苏州高博职业学院02,197002,30,融媒体技术与运营,其他专业类,其他,融媒体技术与运营,广播影视类,新闻传播大类,exact
苏州高博职业学院,物理,苏州高博职业学院02,197002,31,建筑消防技术,土木建筑类,土木建筑大类,建筑消防技术,建筑设备类,土木建筑大类,exact
苏州高博职业学院,物理,苏州高博职业学院02,197002,32,电子商务,财经商贸类,财经商贸大类,电子商务,电子商务类,财经商贸大类,exact
苏州高博职业学院,物理,苏州高博职业学院02,197002,33,高速铁路客运服务,铁道运输类,交通运输大类,高速铁路客运服务,铁道运输类,交通运输大类,exact
苏州高博职业学院,物理,苏州高博职业学院02,197002,34,大数据与会计,财务会计类,财经商贸大类,大数据与会计,财务会计类,财经商贸大类,exact
苏州高博职业学院,物理,苏州高博职业学院02,197002,35,网络直播与运营,计算机类,电子与信息大类,网络直播与运营,广播影视类,新闻传播大类,exact
苏州高博职业学院,物理,苏州高博职业学院02,197002,36,业财数据应用与管理,其他专业类,其他,业财数据应用与管理,财务会计类,财经商贸大类,exact
苏州高博职业学院,物理,苏州高博职业学院02,197002,37,休闲体育,教育体育类,教育与体育大类,休闲体育,体育类,教育与体育大类,exact
烟台黄金职业学院,历史,烟台黄金职业学院01,822401,01,市场营销,财经商贸类,财经商贸大类,市场营销,工商管理类,财经商贸大类,exact
宿迁职业技术学院,历史,宿迁职业技术学院01,199601,01,无人机应用技术,航空运输类,交通运输大类,无人机应用技术,航空装备类,装备制造大类,exact
宿迁职业技术学院,历史,宿迁职业技术学院01,199601,02,智能产品开发与应用,电子信息类,电子与信息大类,智能产品开发与应用,电子信息类,电子与信息大类,exact
宿迁职业技术学院,历史,宿迁职业技术学院01,199601,03,软件技术,计算机类,电子与信息大类,软件技术,计算机类,电子与信息大类,exact
宿迁职业技术学院,历史,宿迁职业技术学院01,199601,04,数字媒体技术,计算机类,电子与信息大类,数字媒体技术,计算机类,电子与信息大类,exact
宿迁职业技术学院,历史,宿迁职业技术学院01,199601,05,大数据技术,计算机类,电子与信息大类,大数据技术,计算机类,电子与信息大类,exact
宿迁职业技术学院,历史,宿迁职业技术学院01,199601,06,云计算技术应用,计算机类,电子与信息大类,云计算技术应用,计算机类,电子与信息大类,exact
宿迁职业技术学院,历史,宿迁职业技术学院01,199601,07,虚拟现实技术应用,计算机类,电子与信息大类,虚拟现实技术应用,计算机类,电子与信息大类,exact
宿迁职业技术学院,历史,宿迁职业技术学院01,199601,08,人工智能技术应用,计算机类,电子与信息大类,人工智能技术应用,计算机类,电子与信息大类,exact
宿迁职业技术学院,历史,宿迁职业技术学院01,199601,09,动漫制作技术,文化艺术类,文化艺术大类,动漫制作技术,计算机类,电子与信息大类,exact
宿迁职业技术学院,历史,宿迁职业技术学院01,199601,10,智能互联网络技术,计算机类,电子与信息大类,智能互联网络技术,通信类,电子与信息大类,exact
宿迁职业技术学院,历史,宿迁职业技术学院01,199601,11,电子商务,财经商贸类,财经商贸大类,电子商务,电子商务类,财经商贸大类,exact
宿迁职业技术学院,历史,宿迁职业技术学院01,199601,12,网络营销与直播电商,计算机类,电子与信息大类,网络营销与直播电商,电子商务类,财经商贸大类,exact
喀什理工职业技术学院,物理,喀什理工职业技术学院02,753802,06,智能医疗装备技术,其他专业类,其他,智能医疗装备技术,药品与医疗器械类,食品药品与粮食大类,exact
喀什理工职业技术学院,物理,喀什理工职业技术学院02,753802,07,计算机网络技术,计算机类,电子与信息大类,计算机网络技术,计算机类,电子与信息大类,exact
喀什理工职业技术学院,物理,喀什理工职业技术学院02,753802,08,现代通信技术,电子信息类,电子与信息大类,现代通信技术,通信类,电子与信息大类,exact
喀什理工职业技术学院,物理,喀什理工职业技术学院02,753802,09,应用电子技术,电子信息类,电子与信息大类,应用电子技术,电子信息类,电子与信息大类,exact
喀什理工职业技术学院,物理,喀什理工职业技术学院02,753802,10,人工智能技术应用,计算机类,电子与信息大类,人工智能技术应用,计算机类,电子与信息大类,exact
喀什理工职业技术学院,物理,喀什理工职业技术学院02,753802,11,物联网应用技术,计算机类,电子与信息大类,物联网应用技术,电子信息类,电子与信息大类,exact
喀什理工职业技术学院,物理,喀什理工职业技术学院02,753802,12,跨境电子商务,财经商贸类,财经商贸大类,跨境电子商务,电子商务类,财经商贸大类,exact
喀什理工职业技术学院,物理,喀什理工职业技术学院02,753802,13,智能物流技术,财经商贸类,财经商贸大类,智能物流技术,物流类,财经商贸大类,exact
喀什理工职业技术学院,物理,喀什理工职业技术学院02,753802,14,建筑工程技术,土木建筑类,土木建筑大类,建筑工程技术,土建施工类,土木建筑大类,exact
喀什理工职业技术学院,物理,喀什理工职业技术学院02,753802,15,建筑钢结构工程技术,土木建筑类,土木建筑大类,建筑钢结构工程技术,土建施工类,土木建筑大类,exact
喀什理工职业技术学院,物理,喀什理工职业技术学院02,753802,16,建筑装饰工程技术,土木建筑类,土木建筑大类,建筑装饰工程技术,建筑设计类,土木建筑大类,exact
喀什理工职业技术学院,物理,喀什理工职业技术学院02,753802,17,智能建造技术,其他专业类,其他,智能建造技术,土建施工类,土木建筑大类,exact
喀什理工职业技术学院,物理,喀什理工职业技术学院02,753802,18,电气自动化技术,电气自动化类,装备制造大类,电气自动化技术,自动化类,装备制造大类,exact
喀什理工职业技术学院,物理,喀什理工职业技术学院02,753802,19,电力系统自动化技术,电气自动化类,装备制造大类,电力系统自动化技术,电力技术类,能源动力与材料大类,exact
喀什理工职业技术学院,物理,喀什理工职业技术学院02,753802,20,机电一体化技术,电气自动化类,装备制造大类,机电一体化技术,自动化类,装备制造大类,exact
喀什理工职业技术学院,物理,喀什理工职业技术学院02,753802,21,智能焊接技术,机械设计制造类,装备制造大类,智能焊接技术,机械设计制造类,装备制造大类,exact
喀什理工职业技术学院,物理,喀什理工职业技术学院02,753802,22,供用电技术,能源动力与材料类,能源动力与材料大类,供用电技术,电力技术类,能源动力与材料大类,exact
喀什理工职业技术学院,物理,喀什理工职业技术学院02,753802,23,工业机器人技术,电气自动化类,装备制造大类,工业机器人技术,自动化类,装备制造大类,exact
喀什理工职业技术学院,物理,喀什理工职业技术学院02,753802,24,汽车检测与维修技术,汽车制造类,装备制造大类,汽车检测与维修技术,道路运输类,交通运输大类,exact
喀什理工职业技术学院,物理,喀什理工职业技术学院02,753802,25,新能源汽车检测与维修技术,汽车制造类,装备制造大类,新能源汽车检测与维修技术,道路运输类,交通运输大类,exact
喀什理工职业技术学院,物理,喀什理工职业技术学院02,753802,26,智能网联汽车技术,汽车制造类,装备制造大类,智能网联汽车技术,汽车制造类,装备制造大类,exact
四川职业技术学院,历史,四川职业技术学院01,612701,01,冷链物流技术与管理(校本部),财经商贸类,财经商贸大类,冷链物流技术与管理,物流类,财经商贸大类,exact
四川职业技术学院,历史,四川职业技术学院02,612702,02,电子商务(校本部),财经商贸类,财经商贸大类,电子商务,电子商务类,财经商贸大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,30,宠物医疗技术,农林牧渔类,农林牧渔大类,宠物医疗技术,畜牧业类,农林牧渔大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,31,建筑消防技术,土木建筑类,土木建筑大类,建筑消防技术,建筑设备类,土木建筑大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,32,机械制造及自动化,电气自动化类,装备制造大类,机械制造及自动化,机械设计制造类,装备制造大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,33,机电一体化技术,电气自动化类,装备制造大类,机电一体化技术,自动化类,装备制造大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,34,无人机应用技术,航空运输类,交通运输大类,无人机应用技术,航空装备类,装备制造大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,35,汽车电子技术,汽车制造类,装备制造大类,汽车电子技术,汽车制造类,装备制造大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,36,智能网联汽车技术,汽车制造类,装备制造大类,智能网联汽车技术,汽车制造类,装备制造大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,37,药品经营与管理,药学类,医药卫生大类,药品经营与管理,药品与医疗器械类,食品药品与粮食大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,38,智能医疗装备技术,其他专业类,其他,智能医疗装备技术,药品与医疗器械类,食品药品与粮食大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,39,高速铁路客运服务,铁道运输类,交通运输大类,高速铁路客运服务,铁道运输类,交通运输大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,40,移动互联应用技术,其他专业类,其他,移动互联应用技术,电子信息类,电子与信息大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,41,计算机应用技术,计算机类,电子与信息大类,计算机应用技术,计算机类,电子与信息大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,42,软件技术,计算机类,电子与信息大类,软件技术,计算机类,电子与信息大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,43,数字媒体技术,计算机类,电子与信息大类,数字媒体技术,计算机类,电子与信息大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,44,大数据技术,计算机类,电子与信息大类,大数据技术,计算机类,电子与信息大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,45,虚拟现实技术应用,计算机类,电子与信息大类,虚拟现实技术应用,计算机类,电子与信息大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,46,人工智能技术应用,计算机类,电子与信息大类,人工智能技术应用,计算机类,电子与信息大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,47,动漫制作技术,文化艺术类,文化艺术大类,动漫制作技术,计算机类,电子与信息大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,48,婴幼儿托育服务与管理,护理医学类,医药卫生大类,婴幼儿托育服务与管理,健康管理与促进类,医药卫生大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,49,大数据与会计,财务会计类,财经商贸大类,大数据与会计,财务会计类,财经商贸大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,50,工商企业管理,其他专业类,其他,工商企业管理,工商管理类,财经商贸大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,51,市场营销,财经商贸类,财经商贸大类,市场营销,工商管理类,财经商贸大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,52,电子商务,财经商贸类,财经商贸大类,电子商务,电子商务类,财经商贸大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,53,电子竞技运动与管理,教育体育类,教育与体育大类,电子竞技运动与管理,体育类,教育与体育大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,54,安全防范技术,公安司法类,公安司法大类,安全防范技术,安全防范类,公安与司法大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,55,人力资源管理,公共管理服务类,公共管理与服务大类,人力资源管理,公共管理类,公共管理与服务大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,56,社区康复,公共管理服务类,公共管理与服务大类,社区康复,公共服务类,公共管理与服务大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,57,大数据技术(中外合作办学),计算机类,电子与信息大类,大数据技术,计算机类,电子与信息大类,exact
苏州托普信息职业技术学院,物理,苏州托普信息职业技术学院02,196902,58,动漫制作技术(中外合作办学),文化艺术类,文化艺术大类,动漫制作技术,计算机类,电子与信息大类,exact
苏州百年职业学院,历史,苏州百年职业学院01,197101,01,机电一体化技术(中外合作办学),电气自动化类,装备制造大类,机电一体化技术,自动化类,装备制造大类,exact
苏州百年职业学院,历史,苏州百年职业学院01,197101,02,智能控制技术(中外合作办学),电气自动化类,装备制造大类,智能控制技术,自动化类,装备制造大类,exact
苏州百年职业学院,历史,苏州百年职业学院01,197101,03,集成电路技术(中外合作办学),电子信息类,电子与信息大类,集成电路技术,集成电路类,电子与信息大类,exact
苏州百年职业学院,历史,苏州百年职业学院01,197101,04,工业互联网技术(中外合作办学),电气自动化类,装备制造大类,工业互联网技术,计算机类,电子与信息大类,exact
苏州百年职业学院,历史,苏州百年职业学院01,197101,05,软件技术(中外合作办学),计算机类,电子与信息大类,软件技术,计算机类,电子与信息大类,exact
