sourceExcelRow,ID,identityKey,subject,batch,school,schoolGroupCode,majorCode,majorName,plan26,score25,rank25,score24,rank24,score23,rank23,sourceRule
12765,20983,511705+08,物理,本科批,河南农业大学,511705,08,"食品科学与工程(报考该专业有色觉要求,具体请查阅院校招生章程)",1,,,,,,,same-row only
12766,20985,511706+09,物理,本科批,河南农业大学,511706,09,农业智能装备工程(中外合作办学),3,,,,,,,same-row only
12767,20986,511706+10,物理,本科批,河南农业大学,511706,10,智慧农业(中外合作办学),3,,,,,,,same-row only
12768,20988,511707+11,物理,本科批,河南农业大学,511707,11,计算机科学与技术,1,571,64678,576,51191,553,73153,same-row only
12769,20990,511708+12,物理,本科批,河南农业大学,511708,12,环境科学(中外合作办学),5,517,137743,507,134801,,,same-row only
12770,20992,511709+13,物理,本科批,河南农业大学,511709,13,"农学(报考该专业有色觉要求,具体请查阅院校招生章程)",2,,,,,,,same-row only
12771,20993,511709+14,物理,本科批,河南农业大学,511709,14,烟草,2,573,62233,576,51191,570,56969,same-row only
12772,20994,511709+15,物理,本科批,河南农业大学,511709,15,"园艺(报考该专业有色觉要求,具体请查阅院校招生章程)",3,535,112294,533,101148,552,74112,same-row only
12773,20996,511710+16,物理,本科批,河南农业大学,511710,16,"动物科学(报考该专业有色觉要求,具体请查阅院校招生章程)",2,,,,,,,same-row only
12774,20997,511710+17,物理,本科批,河南农业大学,511710,17,饲料工程,1,534,113740,,,,,same-row only
12775,20999,511711+18,物理,本科批,河南农业大学,511711,18,"园林(报考该专业有色觉要求,具体请查阅院校招生章程)",3,536,110915,,,,,same-row only
12776,4204,511801+01,历史,本科批,信阳师范大学,511801,01,法学(谭山校区),5,549,23720,,,,,same-row only
12777,4205,511801+02,历史,本科批,信阳师范大学,511801,02,"英语(师范)(第一学年在淮河校区学习,第二学年起在谭山校区学习)",5,542,26983,,,,,same-row only
12778,4206,511801+03,历史,本科批,信阳师范大学,511801,03,会计学(谭山校区),5,547,24650,,,,,same-row only
12779,21002,511802+04,物理,本科批,信阳师范大学,511802,04,"物联网工程(潭山校区)(报考该专业有色觉要求,具体请查阅院校招生章程)",5,,,,,,,same-row only
12780,21004,511803+05,物理,本科批,信阳师范大学,511803,05,电子科学与技术(谭山校区),5,529,120768,,,,,same-row only
12781,21006,511804+06,物理,本科批,信阳师范大学,511804,06,"化学工程与工艺(潭山校区)(报考该专业有色觉要求,具体请查阅院校招生章程)",5,507,151738,,,,,same-row only
12782,4209,511901+01,历史,本科批,河南财经政法大学,511901,01,金融学(郑东校区),1,,,,,,,same-row only
12783,4210,511901+02,历史,本科批,河南财经政法大学,511901,02,财政学(郑东校区),1,,,,,,,same-row only
12784,4212,511902+03,历史,本科批,河南财经政法大学,511902,03,"财务管理(第一学年在文北校区学习,第二学年起在郑东校区学习)",1,,,559,14583,553,16580,same-row only
12785,4213,511902+04,历史,本科批,河南财经政法大学,511902,04,"审计学(第一学年在文北校区学习,第二学年起在郑东校区学习)",1,,,,,,,same-row only
12786,4215,511903+05,历史,本科批,河南财经政法大学,511903,05,法学(郑东校区),2,582,10539,562,13579,553,16580,same-row only
12787,4216,511903+06,历史,本科批,河南财经政法大学,511903,06,汉语言文学(郑东校区),2,,,,,,,same-row only
12788,21009,511904+07,物理,本科批,河南财经政法大学,511904,07,法学(郑东校区),2,574,61030,563,64887,556,70201,same-row only
12789,21011,511905+08,物理,本科批,河南财经政法大学,511905,08,"财务管理(第一学年在文北校区学习,第二学年起在郑东校区学习)",1,,,560,68149,565,61774,same-row only
12790,21012,511905+09,物理,本科批,河南财经政法大学,511905,09,"审计学(第一学年在文北校区学习,第二学年起在郑东校区学习)",1,,,,,,,same-row only
12791,21014,511906+10,物理,本科批,河南财经政法大学,511906,10,金融学(郑东校区),1,,,,,,,same-row only
12792,21015,511906+11,物理,本科批,河南财经政法大学,511906,11,财政学(郑东校区),1,,,,,,,same-row only
12793,21017,511907+12,物理,本科批,河南财经政法大学,511907,12,"人工智能(以下专业第一学年在文北校区学习,第二学年起在郑东校区学习)",2,,,,,,,same-row only
12794,21018,511907+13,物理,本科批,河南财经政法大学,511907,13,"数据科学与大数据技术(以下专业第一学年在文北校区学习,第二学年起在郑东校区学习)",2,,,,,,,same-row only
12795,21019,511907+14,物理,本科批,河南财经政法大学,511907,14,"数学与应用数学(以下专业第一学年在文北校区学习,第二学年起在郑东校区学习)",2,,,,,,,same-row only
12796,21021,511908+15,物理,本科批,河南财经政法大学,511908,15,"软件工程(第一学年在文北校区学习,第二学年起在郑东校区学习)",20,553,87529,553,76276,,,same-row only
12797,4219,512201+01,历史,本科批,河南工程学院,512201,01,国际经济与贸易(以下专业在龙湖校区学习),2,531,32122,515,33213,509,35866,same-row only
12798,4220,512201+02,历史,本科批,河南工程学院,512201,02,英语(只招英语考生)(以下专业在龙湖校区学习),1,,,,,,,same-row only
12799,4221,512201+03,历史,本科批,河南工程学院,512201,03,市场营销(以下专业在龙湖校区学习),1,532,31665,515,33213,509,35866,same-row only
12800,4222,512201+04,历史,本科批,河南工程学院,512201,04,会计学(以下专业在龙湖校区学习),2,532,31665,518,31898,510,35366,same-row only
12801,4223,512201+05,历史,本科批,河南工程学院,512201,05,财务管理(以下专业在龙湖校区学习),1,,,,,,,same-row only
12802,4224,512201+06,历史,本科批,河南工程学院,512201,06,审计学(以下专业在龙湖校区学习),1,,,,,,,same-row only
12803,4226,512202+07,历史,本科批,河南工程学院,512202,07,知识产权(龙湖校区),3,540,27905,516,32755,510,35366,same-row only
12804,21024,512203+08,物理,本科批,河南工程学院,512203,08,服装设计与工程(以下专业在龙湖校区学习),2,512,144773,510,130826,473,152316,same-row only
12805,21025,512203+09,物理,本科批,河南工程学院,512203,09,财务管理(以下专业在龙湖校区学习),1,511,146161,521,116478,501,125542,same-row only
12806,21026,512203+10,物理,本科批,河南工程学院,512203,10,物流管理(以下专业在龙湖校区学习),1,510,147537,510,130826,499,127539,same-row only
12807,21028,512204+11,物理,本科批,河南工程学院,512204,11,数学与应用数学(龙湖校区)(以下专业除注明外在桐柏路校区学习),1,,,,,,,same-row only
12808,21029,512204+12,物理,本科批,河南工程学院,512204,12,信息与计算科学(龙湖校区)(以下专业除注明外在桐柏路校区学习),2,506,153113,499,145119,511,115420,same-row only
12809,21030,512204+13,物理,本科批,河南工程学院,512204,13,应用物理学(龙湖校区)(以下专业除注明外在桐柏路校区学习),2,,,,,,,same-row only
12810,21031,512204+14,物理,本科批,河南工程学院,512204,14,机械设计制造及其自动化(龙湖校区)(以下专业除注明外在桐柏路校区学习),1,,,,,,,same-row only
12811,21032,512204+15,物理,本科批,河南工程学院,512204,15,材料成型及控制工程(龙湖校区)(以下专业除注明外在桐柏路校区学习),1,505,154520,496,148965,508,118485,same-row only
12812,21033,512204+16,物理,本科批,河南工程学院,512204,16,化学工程与工艺(以下专业除注明外在桐柏路校区学习),2,,,,,,,same-row only
12813,21034,512204+17,物理,本科批,河南工程学院,512204,17,纺织工程(以下专业除注明外在桐柏路校区学习),14,503,157260,496,148965,473,152316,same-row only
12814,21035,512204+18,物理,本科批,河南工程学院,512204,18,非织造材料与工程(以下专业除注明外在桐柏路校区学习),4,503,157260,496,148965,472,153185,same-row only
12815,21036,512204+19,物理,本科批,河南工程学院,512204,19,轻化工程(以下专业除注明外在桐柏路校区学习),6,504,155896,496,148965,476,149566,same-row only
12816,21037,512204+20,物理,本科批,河南工程学院,512204,20,高分子材料与工程(以下专业除注明外在桐柏路校区学习),3,504,155896,498,146449,474,151398,same-row only
12817,21038,512204+21,物理,本科批,河南工程学院,512204,21,新能源材料与器件(以下专业除注明外在桐柏路校区学习),3,505,154520,496,148965,507,119496,same-row only
12818,4229,512501+01,历史,本科批,周口师范学院,512501,01,网络与新媒体,2,530,32598,515,33213,511,34880,same-row only
12819,4230,512501+02,历史,本科批,周口师范学院,512501,02,财务管理,2,534,30733,516,32755,510,35366,same-row only
12820,4231,512501+03,历史,本科批,周口师范学院,512501,03,法学,2,536,29840,516,32755,518,31466,same-row only
12821,4232,512501+04,历史,本科批,周口师范学院,512501,04,国际经济与贸易,2,529,33084,513,34140,509,35866,same-row only
12822,4233,512501+05,历史,本科批,周口师范学院,512501,05,人力资源管理,2,529,33084,514,33683,,,same-row only
12823,4234,512501+06,历史,本科批,周口师范学院,512501,06,物流管理,2,529,33084,513,34140,508,36369,same-row only
12824,4235,512501+07,历史,本科批,周口师范学院,512501,07,心理学(师范),2,529,33084,514,33683,514,33398,same-row only
12825,4236,512501+08,历史,本科批,周口师范学院,512501,08,英语(师范),2,532,31665,515,33213,511,34880,same-row only
12826,4238,512502+09,历史,本科批,周口师范学院,512502,09,思想政治教育(师范),2,533,31201,521,30463,521,29997,same-row only
12827,4239,512502+10,历史,本科批,周口师范学院,512502,10,政治学与行政学,2,532,31665,518,31898,517,31922,same-row only
12828,21041,512503+11,物理,本科批,周口师范学院,512503,11,材料化学,2,508,150365,493,152612,477,148670,same-row only
12829,21042,512503+12,物理,本科批,周口师范学院,512503,12,电子信息工程,2,510,147537,495,150227,509,117454,same-row only
12830,21043,512503+13,物理,本科批,周口师范学院,512503,13,化学(师范),2,506,153113,495,150227,509,117454,same-row only
12831,21044,512503+14,物理,本科批,周口师范学院,512503,14,机械电子工程,2,509,148937,493,152612,512,114463,same-row only
12832,21045,512503+15,物理,本科批,周口师范学院,512503,15,机械设计制造及其自动化,2,512,144773,495,150227,504,122564,same-row only
12833,21046,512503+16,物理,本科批,周口师范学院,512503,16,计算机科学与技术(师范),2,505,154520,499,145119,515,111340,same-row only
12834,21047,512503+17,物理,本科批,周口师范学院,512503,17,生物制药,2,505,154520,492,153886,503,123514,same-row only
12835,21048,512503+18,物理,本科批,周口师范学院,512503,18,数学与应用数学(师范),2,505,154520,495,150227,518,108392,same-row only
12836,21049,512503+19,物理,本科批,周口师范学院,512503,19,网络工程,2,507,151738,492,153886,504,122564,same-row only
12837,21050,512503+20,物理,本科批,周口师范学院,512503,20,物理学(师范),2,506,153113,493,152612,516,110349,same-row only
12838,21051,512503+21,物理,本科批,周口师范学院,512503,21,物联网工程,2,507,151738,492,153886,503,123514,same-row only
12839,21052,512503+22,物理,本科批,周口师范学院,512503,22,电气工程与智能控制,2,512,144773,493,152612,503,123514,same-row only
12840,21054,512504+23,物理,本科批,周口师范学院,512504,23,生物科学(中外合作办学),2,495,167922,,,,,same-row only
12841,21055,512504+24,物理,本科批,周口师范学院,512504,24,食品质量与安全(中外合作办学),2,465,202993,,,,,same-row only
12842,21056,512504+25,物理,本科批,周口师范学院,512504,25,物联网工程(中外合作办学),2,467,201037,,,,,same-row only
12843,4242,513101+01,历史,本科批,洛阳理工学院,513101,01,国际经济与贸易(以下专业除注明外在开元校区学习),4,531,32122,517,32329,,,same-row only
12844,4243,513101+02,历史,本科批,洛阳理工学院,513101,02,工商管理(以下专业除注明外在开元校区学习),3,531,32122,517,32329,511,34880,same-row only
12845,4244,513101+03,历史,本科批,洛阳理工学院,513101,03,会计学(以下专业除注明外在开元校区学习),5,532,31665,519,31429,512,34383,same-row only
12846,4245,513101+04,历史,本科批,洛阳理工学院,513101,04,财务管理(以下专业除注明外在开元校区学习),3,531,32122,518,31898,511,34880,same-row only
12847,4246,513101+05,历史,本科批,洛阳理工学院,513101,05,汉语言文学(王城校区)(以下专业除注明外在开元校区学习),5,531,32122,518,31898,513,33879,same-row only
12848,4247,513101+06,历史,本科批,洛阳理工学院,513101,06,新闻学(王城校区)(以下专业除注明外在开元校区学习),4,530,32598,517,32329,510,35366,same-row only
12849,4248,513101+07,历史,本科批,洛阳理工学院,513101,07,学前教育(师范)(以下专业除注明外在开元校区学习),3,530,32598,517,32329,511,34880,same-row only
12850,21059,513102+08,物理,本科批,洛阳理工学院,513102,08,高分子材料与工程(以下专业除注明外在王城校区学习),4,505,154520,505,137346,,,same-row only
12851,21060,513102+09,物理,本科批,洛阳理工学院,513102,09,机械设计制造及其自动化(以下专业除注明外在王城校区学习),5,520,133471,509,132150,508,118485,same-row only
12852,21061,513102+10,物理,本科批,洛阳理工学院,513102,10,材料成型及控制工程(以下专业除注明外在王城校区学习),4,504,155896,506,136074,,,same-row only
12853,21062,513102+11,物理,本科批,洛阳理工学院,513102,11,新能源汽车工程(以下专业除注明外在王城校区学习),4,512,144773,506,136074,,,same-row only
12854,21063,513102+12,物理,本科批,洛阳理工学院,513102,12,电气工程及其自动化(开元校区)(以下专业除注明外在王城校区学习),4,517,137743,520,117795,519,107387,same-row only
12855,21064,513102+13,物理,本科批,洛阳理工学院,513102,13,计算机科学与技术(开元校区)(以下专业除注明外在王城校区学习),4,509,148937,516,122991,514,112372,same-row only
12856,21065,513102+14,物理,本科批,洛阳理工学院,513102,14,软件工程(开元校区)(以下专业除注明外在王城校区学习),4,510,147537,517,121729,507,119496,same-row only
12857,21066,513102+15,物理,本科批,洛阳理工学院,513102,15,物联网工程(开元校区)(以下专业除注明外在王城校区学习),4,507,151738,498,146449,503,123514,same-row only
12858,21067,513102+16,物理,本科批,洛阳理工学院,513102,16,数据科学与大数据技术(开元校区)(以下专业除注明外在王城校区学习),4,505,154520,502,141247,504,122564,same-row only
12859,21068,513102+17,物理,本科批,洛阳理工学院,513102,17,通信工程(开元校区)(以下专业除注明外在王城校区学习),4,508,150365,503,139962,504,122564,same-row only
12860,21069,513102+18,物理,本科批,洛阳理工学院,513102,18,工业智能(开元校区)(以下专业除注明外在王城校区学习),4,513,143441,497,147675,,,same-row only
12861,21070,513102+19,物理,本科批,洛阳理工学院,513102,19,建筑环境与能源应用工程(以下专业除注明外在王城校区学习),4,505,154520,500,143834,503,123514,same-row only
12862,21071,513102+20,物理,本科批,洛阳理工学院,513102,20,给排水科学与工程(以下专业除注明外在王城校区学习),4,504,155896,496,148965,502,124506,same-row only
12863,21072,513102+21,物理,本科批,洛阳理工学院,513102,21,智能建造(以下专业除注明外在王城校区学习),4,505,154520,498,146449,,,same-row only
12864,21073,513102+22,物理,本科批,洛阳理工学院,513102,22,新能源科学与工程(以下专业除注明外在王城校区学习),4,508,150365,502,141247,502,124506,same-row only
12865,21074,513102+23,物理,本科批,洛阳理工学院,513102,23,环境工程(以下专业除注明外在王城校区学习),4,505,154520,496,148965,501,125542,same-row only
12866,21075,513102+24,物理,本科批,洛阳理工学院,513102,24,能源化学工程(以下专业除注明外在王城校区学习),4,,,,,,,same-row only
12867,21076,513102+25,物理,本科批,洛阳理工学院,513102,25,应用化学(以下专业除注明外在王城校区学习),4,504,155896,498,146449,479,146748,same-row only
12868,4251,513201+01,历史,本科批,河南科技大学,513201,01,英语(只招英语考生)(开元校区),3,561,18397,,,532,24972,same-row only
12869,4253,513202+02,历史,本科批,河南科技大学,513202,02,汉语言文学(以下专业在开元校区学习),3,561,18397,,,,,same-row only
12870,4254,513202+03,历史,本科批,河南科技大学,513202,03,法学(以下专业在开元校区学习),3,561,18397,544,20360,,,same-row only
12871,4255,513202+04,历史,本科批,河南科技大学,513202,04,工商管理(以下专业在开元校区学习),3,,,,,,,same-row only
12872,21079,513203+05,物理,本科批,河南科技大学,513203,05,工业工程(开元校区)(中外合作办学),2,553,87529,545,86000,,,same-row only
12873,21081,513204+06,物理,本科批,河南科技大学,513204,06,生物科学类(开元校区),5,552,88856,541,90894,532,94094,same-row only
12874,21082,513204+07,物理,本科批,河南科技大学,513204,07,园艺(开元校区),4,551,90194,,,,,same-row only
12875,21084,513205+08,物理,本科批,河南科技大学,513205,08,机械类(西苑校区)(以下专业除注明外在开元校区学习),10,561,77094,541,90894,546,79957,same-row only
12876,21085,513205+09,物理,本科批,河南科技大学,513205,09,材料成型及控制工程(以下专业除注明外在开元校区学习),4,554,86193,542,89636,548,78085,same-row only
12877,21086,513205+10,物理,本科批,河南科技大学,513205,10,材料类(以下专业除注明外在开元校区学习),4,552,88856,540,92181,549,77083,same-row only
12878,21087,513205+11,物理,本科批,河南科技大学,513205,11,农业机械化及其自动化(西苑校区)(以下专业除注明外在开元校区学习),2,557,82293,,,,,same-row only
12879,21088,513205+12,物理,本科批,河南科技大学,513205,12,建筑环境与能源应用工程(以下专业除注明外在开元校区学习),4,,,,,,,same-row only
12880,21090,513206+13,物理,本科批,河南科技大学,513206,13,材料成型及控制工程(以下专业在开元校区学习)(中外合作办学),3,533,115116,506,136074,,,same-row only
12881,21091,513206+14,物理,本科批,河南科技大学,513206,14,电气工程及其自动化(以下专业在开元校区学习)(中外合作办学),3,538,108074,519,119051,,,same-row only
12882,21092,513206+15,物理,本科批,河南科技大学,513206,15,信息与计算科学(以下专业在开元校区学习)(中外合作办学),3,536,110915,510,130826,,,same-row only
12883,21093,513206+16,物理,本科批,河南科技大学,513206,16,生物医学工程(以下专业在开元校区学习)(中外合作办学),3,531,117993,505,137346,,,same-row only
12884,21095,513207+17,物理,本科批,河南科技大学,513207,17,自动化(开元校区)(中外合作办学),2,536,110915,510,130826,,,same-row only
12885,21097,513208+18,物理,本科批,河南科技大学,513208,18,电气工程及其自动化(以下专业在开元校区学习),3,556,83618,559,69270,551,75103,same-row only
12886,21098,513208+19,物理,本科批,河南科技大学,513208,19,计算机科学与技术(以下专业在开元校区学习),3,559,79712,554,75080,561,65452,same-row only
12887,21099,513208+20,物理,本科批,河南科技大学,513208,20,数据科学与大数据技术(以下专业在开元校区学习),3,,,,,,,same-row only
12888,21101,513209+21,物理,本科批,河南科技大学,513209,21,软件工程(开元校区),13,,,,,,,same-row only
12889,4258,513301+01,历史,本科批,洛阳师范学院,513301,01,工商管理,5,529,33084,518,31898,,,same-row only
12890,21104,513302+02,物理,本科批,洛阳师范学院,513302,02,化学工程与工艺,5,505,154520,464,185003,,,same-row only
12891,21105,513302+03,物理,本科批,洛阳师范学院,513302,03,生物技术,5,504,155896,463,186047,,,same-row only
12892,4261,513401+01,历史,本科批,平顶山学院,513401,01,"会计学(湖滨校区)(报考该专业有色觉要求,具体请查阅院校招生章程)",3,532,31665,512,34651,,,same-row only
12893,4263,513402+02,历史,本科批,平顶山学院,513402,02,法学(湖滨校区),3,545,25583,517,32329,,,same-row only
12894,21108,513403+03,物理,本科批,平顶山学院,513403,03,"会计学(湖滨校区)(报考该专业有色觉要求,具体请查阅院校招生章程)",2,519,134946,514,125639,,,same-row only
12895,21110,513404+04,物理,本科批,平顶山学院,513404,04,"材料科学与工程(湖滨校区)(报考该专业有色觉要求,具体请查阅院校招生章程)",3,,,,,,,same-row only
12896,21111,513404+05,物理,本科批,平顶山学院,513404,05,通信工程(湖滨校区),2,515,140609,507,134801,,,same-row only
12897,21113,513405+06,物理,本科批,平顶山学院,513405,06,法学(湖滨校区),2,535,112294,,,,,same-row only
12898,4266,514101+01,历史,本科批,河南大学,514101,01,汉语言文学(师范)(以下专业除注明外在开封校区学习),2,,,,,,,same-row only
12899,4267,514101+02,历史,本科批,河南大学,514101,02,英语(师范)(以下专业除注明外在开封校区学习),4,581,10857,574,9799,579,8530,same-row only
12900,4268,514101+03,历史,本科批,河南大学,514101,03,经济学类(郑州龙子湖校区)(以下专业除注明外在开封校区学习),4,579,11516,577,8947,574,9863,same-row only
12901,4269,514101+04,历史,本科批,河南大学,514101,04,会计学(以下专业除注明外在开封校区学习),3,,,,,,,same-row only
12902,4270,514101+05,历史,本科批,河南大学,514101,05,法学(以下专业除注明外在开封校区学习),2,590,8107,582,7576,580,8256,same-row only
12903,4272,514102+06,历史,本科批,河南大学,514102,06,思想政治教育(师范)(开封校区),2,589,8400,581,7860,580,8256,same-row only
12904,4274,514103+07,历史,本科批,河南大学,514103,07,地理科学类(含师范)(开封校区),3,585,9629,575,9485,571,10737,same-row only
12905,21116,514104+08,物理,本科批,河南大学,514104,08,会计学(郑州龙子湖校区)(中外合作办学),4,,,,,,,same-row only
12906,21118,514105+09,物理,本科批,河南大学,514105,09,经济学类(郑州龙子湖校区),3,591,42526,586,41691,590,39519,same-row only
12907,21120,514106+10,物理,本科批,河南大学,514106,10,数学类(含师范)(以下专业除注明外在开封校区学习),3,591,42526,584,43563,590,39519,same-row only
12908,21121,514106+11,物理,本科批,河南大学,514106,11,化学类(含师范)(郑州龙子湖校区)(以下专业除注明外在开封校区学习),3,590,43571,582,45390,583,45410,same-row only
12909,21122,514106+12,物理,本科批,河南大学,514106,12,生物科学(师范)(以下专业除注明外在开封校区学习),4,590,43571,583,44462,588,41159,same-row only
12910,21123,514106+13,物理,本科批,河南大学,514106,13,生物工程(以下专业除注明外在开封校区学习),3,589,44619,583,44462,587,42009,same-row only
12911,21125,514107+14,物理,本科批,河南大学,514107,14,数据科学与大数据技术(开封校区)(中外合作办学),2,,,,,,,same-row only
12912,21127,514108+15,物理,本科批,河南大学,514108,15,网络工程(开封校区),5,593,40640,,,,,same-row only
12913,21128,514108+16,物理,本科批,河南大学,514108,16,软件工程(开封校区),5,593,40640,589,39110,,,same-row only
12914,21130,514109+17,物理,本科批,河南大学,514109,17,计算机科学与技术(郑州龙子湖校区)(中外合作办学),2,589,44619,,,,,same-row only
12915,4277,515101+01,历史,本科批,河南理工大学,515101,01,英语(南校区)(报考该专业须查阅院校招生章程),2,556,20494,543,20777,539,22036,same-row only
12916,4278,515101+02,历史,本科批,河南理工大学,515101,02,汉语言文学(北校区),2,556,20494,545,19984,542,20768,same-row only
12917,21133,515102+03,物理,本科批,河南理工大学,515102,03,工业工程(以下专业在南校区学习),2,544,99723,552,77481,541,84968,same-row only
12918,21134,515102+04,物理,本科批,河南理工大学,515102,04,工商管理(以下专业在南校区学习),2,543,101162,,,,,same-row only
12919,21135,515102+05,物理,本科批,河南理工大学,515102,05,大数据管理与应用(以下专业在南校区学习),2,,,,,,,same-row only
12920,21136,515102+06,物理,本科批,河南理工大学,515102,06,财务管理(以下专业在南校区学习),2,546,96974,545,86000,543,82963,same-row only
12921,21138,515103+07,物理,本科批,河南理工大学,515103,07,环境工程(南校区),2,520,133471,538,94705,532,94094,same-row only
12922,21140,515104+08,物理,本科批,河南理工大学,515104,08,计算机科学与技术(南校区),2,563,74583,556,72744,559,67392,same-row only
12923,21141,515104+09,物理,本科批,河南理工大学,515104,09,通信工程(南校区),2,560,78397,548,82304,551,75103,same-row only
12924,21143,515105+10,物理,本科批,河南理工大学,515105,10,智慧交通(以下专业除注明外在南校区学习),2,526,125022,,,,,same-row only
12925,21144,515105+11,物理,本科批,河南理工大学,515105,11,土木工程(能源岩土与水利方向)(以下专业除注明外在南校区学习),2,525,126403,537,96023,542,83978,same-row only
12926,21145,515105+12,物理,本科批,河南理工大学,515105,12,土木工程(新能源基础设施实验班)(以下专业除注明外在南校区学习),2,,,,,,,same-row only
12927,21146,515105+13,物理,本科批,河南理工大学,515105,13,工业设计(北校区)(以下专业除注明外在南校区学习),2,538,108074,535,98547,541,84968,same-row only
12928,21148,515106+14,物理,本科批,河南理工大学,515106,14,材料科学与工程(南校区),2,,,,,,,same-row only
12929,21149,515106+15,物理,本科批,河南理工大学,515106,15,化学工程与工艺(南校区),2,540,105342,539,93433,535,91099,same-row only
12930,21151,515107+16,物理,本科批,河南理工大学,515107,16,安全工程(以下专业在南校区学习),2,558,81014,542,89636,546,79957,same-row only
12931,21152,515107+17,物理,本科批,河南理工大学,515107,17,机械设计制造及其自动化(以下专业在南校区学习),2,558,81014,549,81094,,,same-row only
12932,21153,515107+18,物理,本科批,河南理工大学,515107,18,智能制造工程(以下专业在南校区学习),2,557,82293,542,89636,550,76117,same-row only
12933,21155,515108+19,物理,本科批,河南理工大学,515108,19,数学与应用数学(以下专业在南校区学习),2,,,,,,,same-row only
12934,21156,515108+20,物理,本科批,河南理工大学,515108,20,信息与计算科学(以下专业在南校区学习),2,,,,,,,same-row only
12935,21157,515108+21,物理,本科批,河南理工大学,515108,21,应用物理学(以下专业在南校区学习),2,541,103950,536,97314,547,78999,same-row only
12936,21159,515109+22,物理,本科批,河南理工大学,515109,22,计算机科学与技术(以下专业在南校区学习)(中外合作办学),3,557,82293,539,93433,,,same-row only
12937,21160,515109+23,物理,本科批,河南理工大学,515109,23,自动化(以下专业在南校区学习)(中外合作办学),3,554,86193,541,90894,,,same-row only
12938,21161,515109+24,物理,本科批,河南理工大学,515109,24,人工智能(以下专业在南校区学习)(中外合作办学),2,,,,,,,same-row only
12939,21163,515110+25,物理,本科批,河南理工大学,515110,25,地理信息科学(南校区),2,535,112294,536,97314,544,81927,same-row only
12940,4281,515301+01,历史,本科批,河南师范大学,515301,01,投资学(建设路校区),5,,,,,,,same-row only
12941,4282,515301+02,历史,本科批,河南师范大学,515301,02,汉语国际教育(师范)(建设路校区),5,560,18814,546,19544,546,19168,same-row only
12942,21166,515302+03,物理,本科批,河南师范大学,515302,03,"生态学(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业除注明外在科技创新港校区学习)",5,,,509,132150,520,106376,same-row only
12943,21167,515302+04,物理,本科批,河南师范大学,515302,04,"水产养殖学(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业除注明外在科技创新港校区学习)",5,532,116555,,,,,same-row only
12944,21168,515302+05,物理,本科批,河南师范大学,515302,05,"生物医学工程(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业除注明外在科技创新港校区学习)",5,532,116555,,,,,same-row only
12945,21169,515302+06,物理,本科批,河南师范大学,515302,06,医学信息工程(建设路校区)(以下专业除注明外在科技创新港校区学习),5,533,115116,,,,,same-row only
12946,21170,515302+07,物理,本科批,河南师范大学,515302,07,智能材料与结构(以下专业除注明外在科技创新港校区学习),5,535,112294,,,,,same-row only
12947,9575,516101+01,物理,提前本科批,安阳工学院,516101,01,飞行技术(该校要求报考该专业处语成绩不低于90分)(报考该专业须查阅院校招生章程并详询院校),1,,,,,,,same-row only
12948,21173,516102+02,物理,本科批,安阳工学院,516102,02,电气工程及其自动化,3,,,,,,,same-row only
12949,21174,516102+03,物理,本科批,安阳工学院,516102,03,交通运输,2,502,158580,,,,,same-row only
12950,21175,516102+04,物理,本科批,安阳工学院,516102,04,化学工程与工艺,2,,,,,,,same-row only
12951,21176,516102+05,物理,本科批,安阳工学院,516102,05,土木工程,2,501,159920,,,,,same-row only
12952,21178,516103+06,物理,本科批,安阳工学院,516103,06,城乡规划(中外合作办学),3,486,179557,479,169210,470,154932,same-row only
12953,21179,516103+07,物理,本科批,安阳工学院,516103,07,机械电子工程(中外合作办学),3,491,173224,,,,,same-row only
12954,4285,516201+01,历史,本科批,安阳师范学院,516201,01,金融学(以下专业在弦歌大道校区学习),3,531,32122,517,32329,510,35366,same-row only
12955,4286,516201+02,历史,本科批,安阳师范学院,516201,02,法学(以下专业在弦歌大道校区学习),3,,,,,,,same-row only
12956,4287,516201+03,历史,本科批,安阳师范学院,516201,03,汉语言文学(师范)(以下专业在弦歌大道校区学习),4,532,31665,519,31429,516,32408,same-row only
12957,4288,516201+04,历史,本科批,安阳师范学院,516201,04,英语(只招英语考生)(师范)(以下专业在弦歌大道校区学习),3,,,,,,,same-row only
12958,4289,516201+05,历史,本科批,安阳师范学院,516201,05,历史学(师范)(以下专业在弦歌大道校区学习),4,,,,,,,same-row only
12959,4290,516201+06,历史,本科批,安阳师范学院,516201,06,审计学(以下专业在弦歌大道校区学习),3,535,30302,520,30978,512,34383,same-row only
12960,4291,516201+07,历史,本科批,安阳师范学院,516201,07,电子商务及法律(以下专业在弦歌大道校区学习),2,,,,,,,same-row only
12961,4293,516202+08,历史,本科批,安阳师范学院,516202,08,思想政治教育(师范)(弦歌大道校区),4,534,30733,520,30978,,,same-row only
12962,21182,516203+09,物理,本科批,安阳师范学院,516203,09,材料化学(以下专业在弦歌大道校区学习),2,,,,,,,same-row only
12963,21183,516203+10,物理,本科批,安阳师范学院,516203,10,电气工程及其自动化(以下专业在弦歌大道校区学习),3,509,148937,502,141247,510,116464,same-row only
