sourceExcelRow,ID,identityKey,subject,batch,school,schoolGroupCode,majorCode,majorName,plan26,score25,rank25,score24,rank24,score23,rank23,sourceRule
12964,21184,516203+11,物理,本科批,安阳师范学院,516203,11,电子信息工程(以下专业在弦歌大道校区学习),4,504,155896,489,157612,,,same-row only
12965,21185,516203+12,物理,本科批,安阳师范学院,516203,12,人工智能(以下专业在弦歌大道校区学习),4,505,154520,491,155089,505,121517,same-row only
12966,21186,516203+13,物理,本科批,安阳师范学院,516203,13,智能测控工程(以下专业在弦歌大道校区学习),2,,,,,,,same-row only
12967,21187,516203+14,物理,本科批,安阳师范学院,516203,14,智能视觉工程(以下专业在弦歌大道校区学习),2,,,,,,,same-row only
12968,21188,516203+15,物理,本科批,安阳师范学院,516203,15,数据科学与大数据技术(以下专业在弦歌大道校区学习),3,,,,,,,same-row only
12969,21189,516203+16,物理,本科批,安阳师范学院,516203,16,土木工程(以下专业在弦歌大道校区学习),3,504,155896,489,157612,512,114463,same-row only
12970,21190,516203+17,物理,本科批,安阳师范学院,516203,17,制药工程(以下专业在弦歌大道校区学习),3,504,155896,489,157612,499,127539,same-row only
12971,21192,516204+18,物理,本科批,安阳师范学院,516204,18,地理科学(师范)(弦歌大道校区),4,,,,,,,same-row only
12972,21195,517101+01,物理,本科批,河南工学院,517101,01,电缆工程,4,538,108074,514,125639,501,125542,same-row only
12973,21196,517101+02,物理,本科批,河南工学院,517101,02,机械电子工程,3,,,,,,,same-row only
12974,21197,517101+03,物理,本科批,河南工学院,517101,03,自动化,3,,,,,,,same-row only
12975,4296,517201+01,历史,本科批,郑州工程技术学院,517201,01,特殊教育(师范),3,527,34080,,,507,36850,same-row only
12976,4297,517201+02,历史,本科批,郑州工程技术学院,517201,02,旅游管理,12,526,34550,,,,,same-row only
12977,21200,517202+03,物理,本科批,郑州工程技术学院,517202,03,土木工程,8,500,161262,495,150227,495,131453,same-row only
12978,21201,517202+04,物理,本科批,郑州工程技术学院,517202,04,智能测控工程,2,,,,,,,same-row only
12979,4300,517301+01,历史,本科批,新乡学院,517301,01,广播电视编导(授予艺术学学士学位),6,524,35557,504,38454,,,same-row only
12980,4302,517302+02,历史,本科批,新乡学院,517302,02,俄语(只招英语或俄语考生),4,527,34080,510,35618,501,39763,same-row only
12981,4303,517302+03,历史,本科批,新乡学院,517302,03,历史学(师范),3,527,34080,511,35124,,,same-row only
12982,4304,517302+04,历史,本科批,新乡学院,517302,04,电子商务,3,527,34080,,,,,same-row only
12983,4305,517302+05,历史,本科批,新乡学院,517302,05,养老服务管理,4,527,34080,511,35124,505,37764,same-row only
12984,21204,517303+06,物理,本科批,新乡学院,517303,06,机械设计制造及其自动化(中外合作办学),8,491,173224,486,161180,461,162621,same-row only
12985,21206,517304+07,物理,本科批,新乡学院,517304,07,制药工程,4,,,492,153886,,,same-row only
12986,21207,517304+08,物理,本科批,新乡学院,517304,08,应用统计学,4,502,158580,493,152612,491,135455,same-row only
12987,21208,517304+09,物理,本科批,新乡学院,517304,09,电子信息科学与技术,3,504,155896,,,,,same-row only
12988,21209,517304+10,物理,本科批,新乡学院,517304,10,生物技术,4,502,158580,493,152612,488,138275,same-row only
12989,21210,517304+11,物理,本科批,新乡学院,517304,11,食品科学与工程,4,,,,,,,same-row only
12990,21211,517304+12,物理,本科批,新乡学院,517304,12,酿酒工程,3,,,,,,,same-row only
12991,21212,517304+13,物理,本科批,新乡学院,517304,13,康复工程,4,502,158580,494,151409,492,134437,same-row only
12992,21213,517304+14,物理,本科批,新乡学院,517304,14,化学工程与工艺,4,502,158580,,,,,same-row only
12993,21214,517304+15,物理,本科批,新乡学院,517304,15,计算机科学与技术,4,503,157260,,,,,same-row only
12994,21215,517304+16,物理,本科批,新乡学院,517304,16,智能建造,3,502,158580,,,,,same-row only
12995,4308,517401+01,历史,本科批,许昌学院,517401,01,汉语言文学(师范)(以下专业在校本部学习),5,530,32598,519,31429,517,31922,same-row only
12996,4309,517401+02,历史,本科批,许昌学院,517401,02,法学(以下专业在校本部学习),5,533,31201,522,29992,516,32408,same-row only
12997,4310,517401+03,历史,本科批,许昌学院,517401,03,电子商务(以下专业在校本部学习),8,528,33555,515,33213,509,35866,same-row only
12998,4311,517401+04,历史,本科批,许昌学院,517401,04,小学教育(师范)(以下专业在校本部学习),10,528,33555,515,33213,509,35866,same-row only
12999,4312,517401+05,历史,本科批,许昌学院,517401,05,风景园林(以下专业在校本部学习),5,528,33555,515,33213,510,35366,same-row only
13000,21218,517402+06,物理,本科批,许昌学院,517402,06,知识产权(校本部),5,,,,,,,same-row only
13001,21219,517402+07,物理,本科批,许昌学院,517402,07,工程造价(校本部),5,507,151738,511,129568,498,128536,same-row only
13002,21221,517403+08,物理,本科批,许昌学院,517403,08,电子信息工程(以下专业在校本部学习),5,,,,,,,same-row only
13003,21222,517403+09,物理,本科批,许昌学院,517403,09,机械电子工程(以下专业在校本部学习),10,514,142069,505,137346,497,129553,same-row only
13004,21223,517403+10,物理,本科批,许昌学院,517403,10,信息安全(以下专业在校本部学习),5,514,142069,509,132150,501,125542,same-row only
13005,21225,517404+11,物理,本科批,许昌学院,517404,11,地理科学(师范)(校本部),5,524,127837,528,107573,522,104328,same-row only
13006,4315,518101+01,历史,本科批,南阳师范学院,518101,01,法学(以下专业除注明外在卧龙校区学习),3,535,30302,525,28648,518,31466,same-row only
13007,4316,518101+02,历史,本科批,南阳师范学院,518101,02,"物流管理(第一学年在淅川校区学习,第二学年起在卧龙校区学习)(以下专业除注明外在卧龙校区学习)",2,,,,,,,same-row only
13008,4317,518101+03,历史,本科批,南阳师范学院,518101,03,历史学(师范)(以下专业除注明外在卧龙校区学习),6,531,32122,518,31898,517,31922,same-row only
13009,4318,518101+04,历史,本科批,南阳师范学院,518101,04,翻译(只招英语考生)(以下专业除注明外在卧龙校区学习),4,529,33084,518,31898,511,34880,same-row only
13010,4319,518101+05,历史,本科批,南阳师范学院,518101,05,汉语国际教育(师范)(以下专业除注明外在卧龙校区学习),5,530,32598,516,32755,511,34880,same-row only
13011,4320,518101+06,历史,本科批,南阳师范学院,518101,06,新闻学(以下专业除注明外在卧龙校区学习),4,529,33084,517,32329,506,37291,same-row only
13012,4322,518102+07,历史,本科批,南阳师范学院,518102,07,广播电视编导(卧龙校区)(授予艺术学学士学位)(中外合作办学),6,510,42336,487,46415,,,same-row only
13013,4324,518103+08,历史,本科批,南阳师范学院,518103,08,广播电视编导(卧龙校区)(授予艺术学学士学位),4,526,34550,510,35618,,,same-row only
13014,4326,518104+09,历史,本科批,南阳师范学院,518104,09,政治学与行政学(卧龙校区),2,,,,,,,same-row only
13015,21228,518105+10,物理,本科批,南阳师范学院,518105,10,法学(以下专业除注明外在卧龙校区学习),2,520,133471,523,113932,515,111340,same-row only
13016,21229,518105+11,物理,本科批,南阳师范学院,518105,11,应用心理学(师范)(以下专业除注明外在卧龙校区学习),4,514,142069,512,128300,503,123514,same-row only
13017,21230,518105+12,物理,本科批,南阳师范学院,518105,12,"数字经济(第一学年在淅川校区学习,第二学年起在卧龙校区学习)(以下专业除注明外在卧龙校区学习)",4,,,,,,,same-row only
13018,21231,518105+13,物理,本科批,南阳师范学院,518105,13,"财务管理(第一学年在淅川校区学习,第二学年起在卧龙校区学习)(以下专业除注明外在卧龙校区学习)",2,509,148937,522,115154,495,131453,same-row only
13019,21232,518105+14,物理,本科批,南阳师范学院,518105,14,"物流管理(第一学年在淅川校区学习,第二学年起在卧龙校区学习)(以下专业除注明外在卧龙校区学习)",2,,,,,,,same-row only
13020,21234,518106+15,物理,本科批,南阳师范学院,518106,15,测绘工程(以下专业除注明外在卧龙校区学习),3,501,159920,492,153886,494,132434,same-row only
13021,21235,518106+16,物理,本科批,南阳师范学院,518106,16,遥感科学与技术(以下专业除注明外在卧龙校区学习),2,,,,,,,same-row only
13022,21236,518106+17,物理,本科批,南阳师范学院,518106,17,应用化学(以下专业除注明外在卧龙校区学习),3,502,158580,496,148965,481,144815,same-row only
13023,21237,518106+18,物理,本科批,南阳师范学院,518106,18,制药工程(以下专业除注明外在卧龙校区学习),2,501,159920,492,153886,492,134437,same-row only
13024,21238,518106+19,物理,本科批,南阳师范学院,518106,19,人工智能(以下专业除注明外在卧龙校区学习),2,,,,,,,same-row only
13025,21239,518106+20,物理,本科批,南阳师范学院,518106,20,网络工程(以下专业除注明外在卧龙校区学习),3,,,,,,,same-row only
13026,21240,518106+21,物理,本科批,南阳师范学院,518106,21,智能科学与技术(以下专业除注明外在卧龙校区学习),3,,,,,,,same-row only
13027,21241,518106+22,物理,本科批,南阳师范学院,518106,22,数据科学与大数据技术(以下专业除注明外在卧龙校区学习),4,,,,,,,same-row only
13028,21242,518106+23,物理,本科批,南阳师范学院,518106,23,数学与应用数学(师范)(以下专业除注明外在卧龙校区学习),2,,,,,,,same-row only
13029,21243,518106+24,物理,本科批,南阳师范学院,518106,24,"环境科学与工程(第一学年在淅川校区学习,第二学年起在卧龙校区学习)(以下专业除注明外在卧龙校区学习)",5,,,,,,,same-row only
13030,21244,518106+25,物理,本科批,南阳师范学院,518106,25,"水质科学与技术(第一学年在淅川校区学习,第二学年起在卧龙校区学习)(以下专业除注明外在卧龙校区学习)",6,502,158580,493,152612,489,137355,same-row only
13031,21245,518106+26,物理,本科批,南阳师范学院,518106,26,智能建造(以下专业除注明外在卧龙校区学习),5,501,159920,494,151409,,,same-row only
13032,21246,518106+27,物理,本科批,南阳师范学院,518106,27,物理学(师范)(以下专业除注明外在卧龙校区学习),3,502,158580,495,150227,,,same-row only
13033,21248,518107+28,物理,本科批,南阳师范学院,518107,28,地理科学(师范)(卧龙校区),3,,,,,,,same-row only
13034,4329,518201+01,历史,本科批,南阳理工学院,518201,01,英语,1,530,32598,512,34651,507,36850,same-row only
13035,4330,518201+02,历史,本科批,南阳理工学院,518201,02,日语,2,528,33555,,,,,same-row only
13036,4332,518202+03,历史,本科批,南阳理工学院,518202,03,历史建筑保护工程,2,528,33555,514,33683,507,36850,same-row only
13037,4334,518203+04,历史,本科批,南阳理工学院,518203,04,国际经济与贸易,1,530,32598,513,34140,,,same-row only
13038,4335,518203+05,历史,本科批,南阳理工学院,518203,05,工商管理,1,529,33084,514,33683,507,36850,same-row only
13039,4336,518203+06,历史,本科批,南阳理工学院,518203,06,内部审计,1,,,,,,,same-row only
13040,21251,518204+07,物理,本科批,南阳理工学院,518204,07,英语,1,516,139204,513,126938,503,123514,same-row only
13041,21252,518204+08,物理,本科批,南阳理工学院,518204,08,日语,2,509,148937,,,,,same-row only
13042,21254,518205+09,物理,本科批,南阳理工学院,518205,09,国际经济与贸易,1,520,133471,512,128300,,,same-row only
13043,21255,518205+10,物理,本科批,南阳理工学院,518205,10,大数据管理与应用,3,514,142069,521,116478,,,same-row only
13044,21256,518205+11,物理,本科批,南阳理工学院,518205,11,工商管理,1,512,144773,510,130826,499,127539,same-row only
13045,21257,518205+12,物理,本科批,南阳理工学院,518205,12,内部审计,1,,,,,,,same-row only
13046,21259,518206+13,物理,本科批,南阳理工学院,518206,13,建筑学,3,510,147537,518,120390,497,129553,same-row only
13047,21260,518206+14,物理,本科批,南阳理工学院,518206,14,历史建筑保护工程,2,509,148937,512,128300,495,131453,same-row only
13048,21262,518207+15,物理,本科批,南阳理工学院,518207,15,"应用化学(报考该专业组有色觉要求,具体请查阅院校招生章程)",3,509,148937,497,147675,483,142975,same-row only
13049,21263,518207+16,物理,本科批,南阳理工学院,518207,16,"化学工程与工业生物工程(报考该专业组有色觉要求,具体请查阅院校招生章程)",3,,,,,,,same-row only
