身份键(院校专业组代码+专业代码),科类,批次,院校,专业组,专业代码,专业全称,25最低分,25最低位次,Excel行号
182706+16,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院06,16,"数字经济(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在潘安湖校区学习)",489,175733,4575
182706+17,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院06,17,金融工程(以下专业在潘安湖校区学习),489,175733,4576
182706+18,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院06,18,金融科技(以下专业在潘安湖校区学习),488,177019,4577
182707+19,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院07,19,国际经济与贸易(以下专业在潘安湖校区学习),,,4578
182707+20,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院07,20,"市场营销(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在潘安湖校区学习)",491,173224,4579
182707+21,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院07,21,"会计学(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在潘安湖校区学习)",497,165226,4580
182707+22,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院07,22,"财务管理(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在潘安湖校区学习)",495,167922,4581
182707+23,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院07,23,电子商务及法律(以下专业在潘安湖校区学习),493,170583,4582
182708+24,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院08,24,社会工作(以下专业在潘安湖校区学习),493,170583,4583
182708+25,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院08,25,汉语言文学(以下专业在潘安湖校区学习),494,169251,4584
182708+26,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院08,26,旅游管理(以下专业在潘安湖校区学习),491,173224,4585
182708+27,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院08,27,"行政管理(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在潘安湖校区学习)",492,171882,4586
182709+28,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院09,28,广告学(以下专业在潘安湖校区学习),492,171882,4587
182709+29,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院09,29,网络与新媒体(以下专业在潘安湖校区学习),492,171882,4588
182709+30,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院09,30,广播电视编导(以下专业在潘安湖校区学习),489,175733,4589
182710+31,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院10,31,英语(只招英语考生)(以下专业在潘安湖校区学习),487,178269,4590
182711+32,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院11,32,机械设计制造及其自动化(以下专业在潘安湖校区学习),480,186728,4591
182711+33,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院11,33,智能制造工程(以下专业在潘安湖校区学习),477,190185,4592
182711+34,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院11,34,自动化(以下专业在潘安湖校区学习),479,187939,4593
182711+35,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院11,35,机器人工程(以下专业在潘安湖校区学习),478,189077,4594
182712+36,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院12,36,电气工程及其自动化(以下专业在潘安湖校区学习),485,180772,4595
182712+37,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院12,37,电子信息工程(以下专业在潘安湖校区学习),483,183222,4596
182712+38,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院12,38,通信工程(以下专业在潘安湖校区学习),478,189077,4597
182712+39,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院12,39,人工智能(以下专业在潘安湖校区学习),478,189077,4598
182713+40,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院13,40,"计算机科学与技术(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在潘安湖校区学习)",480,186728,4599
182713+41,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院13,41,软件工程(以下专业在潘安湖校区学习),477,190185,4600
182713+42,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院13,42,数据科学与大数据技术(以下专业在潘安湖校区学习),477,190185,4601
182714+43,物理,普通批,江苏师范大学科文学院,江苏师范大学科文学院14,43,人文地理与城乡规划(以下专业在潘安湖校区学习),495,167922,4602
183401+01,历史,普通批,苏州大学应用技术学院,苏州大学应用技术学院01,01,会计学,516,39429,4603
183401+02,历史,普通批,苏州大学应用技术学院,苏州大学应用技术学院01,02,市场营销,513,40898,4604
183401+03,历史,普通批,苏州大学应用技术学院,苏州大学应用技术学院01,03,物流管理,512,41388,4605
183401+04,历史,普通批,苏州大学应用技术学院,苏州大学应用技术学院01,04,投资学,511,41863,4606
183402+05,历史,普通批,苏州大学应用技术学院,苏州大学应用技术学院02,05,财务管理,514,40424,4607
183402+06,历史,普通批,苏州大学应用技术学院,苏州大学应用技术学院02,06,国际经济与贸易,511,41863,4608
183402+07,历史,普通批,苏州大学应用技术学院,苏州大学应用技术学院02,07,电子商务,511,41863,4609
183402+08,历史,普通批,苏州大学应用技术学院,苏州大学应用技术学院02,08,广告学,512,41388,4610
183403+09,物理,普通批,苏州大学应用技术学院,苏州大学应用技术学院03,09,会计学,504,155896,4611
183403+10,物理,普通批,苏州大学应用技术学院,苏州大学应用技术学院03,10,市场营销,498,163927,4612
183403+11,物理,普通批,苏州大学应用技术学院,苏州大学应用技术学院03,11,物流管理,501,159920,4613
183403+12,物理,普通批,苏州大学应用技术学院,苏州大学应用技术学院03,12,投资学,498,163927,4614
183404+13,物理,普通批,苏州大学应用技术学院,苏州大学应用技术学院04,13,财务管理,502,158580,4615
183404+14,物理,普通批,苏州大学应用技术学院,苏州大学应用技术学院04,14,国际经济与贸易,497,165226,4616
183404+15,物理,普通批,苏州大学应用技术学院,苏州大学应用技术学院04,15,电子商务,501,159920,4617
183404+16,物理,普通批,苏州大学应用技术学院,苏州大学应用技术学院04,16,广告学,500,161262,4618
183405+17,物理,普通批,苏州大学应用技术学院,苏州大学应用技术学院05,17,电气工程及其自动化,497,165226,4619
183405+18,物理,普通批,苏州大学应用技术学院,苏州大学应用技术学院05,18,机械设计制造及其自动化,495,167922,4620
183405+19,物理,普通批,苏州大学应用技术学院,苏州大学应用技术学院05,19,机械工程,493,170583,4621
183405+20,物理,普通批,苏州大学应用技术学院,苏州大学应用技术学院05,20,智能制造工程,493,170583,4622
183406+21,物理,普通批,苏州大学应用技术学院,苏州大学应用技术学院06,21,计算机科学与技术,494,169251,4623
183406+22,物理,普通批,苏州大学应用技术学院,苏州大学应用技术学院06,22,软件工程,492,171882,4624
183406+23,物理,普通批,苏州大学应用技术学院,苏州大学应用技术学院06,23,物联网工程,491,173224,4625
183406+24,物理,普通批,苏州大学应用技术学院,苏州大学应用技术学院06,24,数据科学与大数据技术,491,173224,4626
183407+25,物理,普通批,苏州大学应用技术学院,苏州大学应用技术学院07,25,电子信息科学与技术,493,170583,4627
183407+26,物理,普通批,苏州大学应用技术学院,苏州大学应用技术学院07,26,电子信息工程,495,167922,4628
183407+27,物理,普通批,苏州大学应用技术学院,苏州大学应用技术学院07,27,通信工程,492,171882,4629
183407+28,物理,普通批,苏州大学应用技术学院,苏州大学应用技术学院07,28,集成电路设计与集成系统,492,171882,4630
183408+29,物理,普通批,苏州大学应用技术学院,苏州大学应用技术学院08,29,"物联网工程(第四学年赴美国加利福尼亚州立大学圣伯纳迪诺分校学习,学费按美方的标准收取)(中外合作办学)",,,4631
183501+01,历史,普通批,苏州科技大学天平学院,苏州科技大学天平学院01,01,风景园林(以下专业在南京市高淳区澄心路29号学习),527,34080,4632
183501+02,历史,普通批,苏州科技大学天平学院,苏州科技大学天平学院01,02,物流管理(以下专业在南京市高淳区澄心路29号学习),517,38961,4633
183501+03,历史,普通批,苏州科技大学天平学院,苏州科技大学天平学院01,03,财务管理(以下专业在南京市高淳区澄心路29号学习),522,36539,4634
183501+04,历史,普通批,苏州科技大学天平学院,苏州科技大学天平学院01,04,人力资源管理(以下专业在南京市高淳区澄心路29号学习),517,38961,4635
183501+05,历史,普通批,苏州科技大学天平学院,苏州科技大学天平学院01,05,跨境电子商务(以下专业在南京市高淳区澄心路29号学习),516,39429,4636
183501+06,历史,普通批,苏州科技大学天平学院,苏州科技大学天平学院01,06,汉语言文学(以下专业在南京市高淳区澄心路29号学习),518,38489,4637
183501+07,历史,普通批,苏州科技大学天平学院,苏州科技大学天平学院01,07,英语(只招英语考生)(以下专业在南京市高淳区澄心路29号学习),516,39429,4638
183502+08,物理,普通批,苏州科技大学天平学院,苏州科技大学天平学院02,08,风景园林(以下专业在南京市高淳区澄心路29号学习),501,159920,4639
183502+09,物理,普通批,苏州科技大学天平学院,苏州科技大学天平学院02,09,工程造价(以下专业在南京市高淳区澄心路29号学习),495,167922,4640
183502+10,物理,普通批,苏州科技大学天平学院,苏州科技大学天平学院02,10,物流管理(以下专业在南京市高淳区澄心路29号学习),495,167922,4641
183502+11,物理,普通批,苏州科技大学天平学院,苏州科技大学天平学院02,11,财务管理(以下专业在南京市高淳区澄心路29号学习),496,166592,4642
183502+12,物理,普通批,苏州科技大学天平学院,苏州科技大学天平学院02,12,人力资源管理(以下专业在南京市高淳区澄心路29号学习),495,167922,4643
183502+13,物理,普通批,苏州科技大学天平学院,苏州科技大学天平学院02,13,跨境电子商务(以下专业在南京市高淳区澄心路29号学习),495,167922,4644
183502+14,物理,普通批,苏州科技大学天平学院,苏州科技大学天平学院02,14,汉语言文学(以下专业在南京市高淳区澄心路29号学习),505,154520,4645
183502+15,物理,普通批,苏州科技大学天平学院,苏州科技大学天平学院02,15,英语(只招英语考生)(以下专业在南京市高淳区澄心路29号学习),507,151738,4646
183503+16,物理,普通批,苏州科技大学天平学院,苏州科技大学天平学院03,16,"环境工程(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在南京市高淳区澄心路29号学习)",485,180772,4647
183503+17,物理,普通批,苏州科技大学天平学院,苏州科技大学天平学院03,17,建筑环境与能源应用工程(以下专业在南京市高淳区澄心路29号学习),485,180772,4648
183503+18,物理,普通批,苏州科技大学天平学院,苏州科技大学天平学院03,18,给排水科学与工程(以下专业在南京市高淳区澄心路29号学习),485,180772,4649
183503+19,物理,普通批,苏州科技大学天平学院,苏州科技大学天平学院03,19,人文地理与城乡规划(以下专业在南京市高淳区澄心路29号学习),485,180772,4650
183503+20,物理,普通批,苏州科技大学天平学院,苏州科技大学天平学院03,20,土木工程(以下专业在南京市高淳区澄心路29号学习),485,180772,4651
183503+21,物理,普通批,苏州科技大学天平学院,苏州科技大学天平学院03,21,智能建造(以下专业在南京市高淳区澄心路29号学习),,,4652
183504+22,物理,普通批,苏州科技大学天平学院,苏州科技大学天平学院04,22,电子信息工程(以下专业在南京市高淳区澄心路29号学习),487,178269,4653
183504+23,物理,普通批,苏州科技大学天平学院,苏州科技大学天平学院04,23,"计算机科学与技术(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在南京市高淳区澄心路29号学习)",489,175733,4654
183504+24,物理,普通批,苏州科技大学天平学院,苏州科技大学天平学院04,24,电气工程及其自动化(以下专业在南京市高淳区澄心路29号学习),491,173224,4655
183504+25,物理,普通批,苏州科技大学天平学院,苏州科技大学天平学院04,25,通信工程(以下专业在南京市高淳区澄心路29号学习),486,179557,4656
183504+26,物理,普通批,苏州科技大学天平学院,苏州科技大学天平学院04,26,机械设计制造及其自动化(以下专业在南京市高淳区澄心路29号学习),487,178269,4657
183504+27,物理,普通批,苏州科技大学天平学院,苏州科技大学天平学院04,27,增材制造工程(以下专业在南京市高淳区澄心路29号学习),485,180772,4658
183504+28,物理,普通批,苏州科技大学天平学院,苏州科技大学天平学院04,28,智能制造工程(以下专业在南京市高淳区澄心路29号学习),,,4659
183504+29,物理,普通批,苏州科技大学天平学院,苏州科技大学天平学院04,29,数据科学与大数据技术(以下专业在南京市高淳区澄心路29号学习),486,179557,4660
183701+01,历史,普通批,江苏科技大学苏州理工学院,江苏科技大学苏州理工学院01,01,物流管理,515,39910,4661
183701+02,历史,普通批,江苏科技大学苏州理工学院,江苏科技大学苏州理工学院01,02,国际经济与贸易,513,40898,4662
183701+03,历史,普通批,江苏科技大学苏州理工学院,江苏科技大学苏州理工学院01,03,财务管理,512,41388,4663
183701+04,历史,普通批,江苏科技大学苏州理工学院,江苏科技大学苏州理工学院01,04,英语,512,41388,4664
183702+05,物理,普通批,江苏科技大学苏州理工学院,江苏科技大学苏州理工学院02,05,工程造价,500,161262,4665
183702+06,物理,普通批,江苏科技大学苏州理工学院,江苏科技大学苏州理工学院02,06,数字经济,501,159920,4666
183702+07,物理,普通批,江苏科技大学苏州理工学院,江苏科技大学苏州理工学院02,07,物流管理,500,161262,4667
183702+08,物理,普通批,江苏科技大学苏州理工学院,江苏科技大学苏州理工学院02,08,国际经济与贸易,503,157260,4668
183702+09,物理,普通批,江苏科技大学苏州理工学院,江苏科技大学苏州理工学院02,09,财务管理,503,157260,4669
183702+10,物理,普通批,江苏科技大学苏州理工学院,江苏科技大学苏州理工学院02,10,英语,506,153113,4670
183703+11,物理,普通批,江苏科技大学苏州理工学院,江苏科技大学苏州理工学院03,11,船舶与海洋工程,489,175733,4671
183703+12,物理,普通批,江苏科技大学苏州理工学院,江苏科技大学苏州理工学院03,12,土木工程,489,175733,4672
183703+13,物理,普通批,江苏科技大学苏州理工学院,江苏科技大学苏州理工学院03,13,机械设计制造及其自动化,494,169251,4673
183703+14,物理,普通批,江苏科技大学苏州理工学院,江苏科技大学苏州理工学院03,14,机械电子工程,492,171882,4674
183703+15,物理,普通批,江苏科技大学苏州理工学院,江苏科技大学苏州理工学院03,15,能源与动力工程,491,173224,4675
183703+16,物理,普通批,江苏科技大学苏州理工学院,江苏科技大学苏州理工学院03,16,机器人工程,490,174489,4676
183703+17,物理,普通批,江苏科技大学苏州理工学院,江苏科技大学苏州理工学院03,17,计算机科学与技术,493,170583,4677
183703+18,物理,普通批,江苏科技大学苏州理工学院,江苏科技大学苏州理工学院03,18,电气工程及其自动化,492,171882,4678
183703+19,物理,普通批,江苏科技大学苏州理工学院,江苏科技大学苏州理工学院03,19,电子信息工程,491,173224,4679
183703+20,物理,普通批,江苏科技大学苏州理工学院,江苏科技大学苏州理工学院03,20,材料成型及控制工程,489,175733,4680
183703+21,物理,普通批,江苏科技大学苏州理工学院,江苏科技大学苏州理工学院03,21,焊接技术与工程,489,175733,4681
183703+22,物理,普通批,江苏科技大学苏州理工学院,江苏科技大学苏州理工学院03,22,新能源材料与器件,490,174489,4682
183801+01,历史,普通批,南通大学杏林学院,南通大学杏林学院01,01,汉语言文学(以下专业在启东市近海镇南海路1号学习),513,40898,4683
183801+02,历史,普通批,南通大学杏林学院,南通大学杏林学院01,02,广播电视学(以下专业在启东市近海镇南海路1号学习),503,45735,4684
183801+03,历史,普通批,南通大学杏林学院,南通大学杏林学院01,03,英语(只招英语考生)(以下专业在启东市近海镇南海路1号学习),506,44234,4685
183801+04,历史,普通批,南通大学杏林学院,南通大学杏林学院01,04,日语(只招英语或日语考生)(以下专业在启东市近海镇南海路1号学习),503,45735,4686
183801+05,历史,普通批,南通大学杏林学院,南通大学杏林学院01,05,数字人文(以下专业在启东市近海镇南海路1号学习),507,43731,4687
183801+06,历史,普通批,南通大学杏林学院,南通大学杏林学院01,06,"应用心理学(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在启东市近海镇南海路1号学习)",512,41388,4688
183801+07,历史,普通批,南通大学杏林学院,南通大学杏林学院01,07,酒店管理(以下专业在启东市近海镇南海路1号学习),,,4689
183801+08,历史,普通批,南通大学杏林学院,南通大学杏林学院01,08,"行政管理(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在启东市近海镇南海路1号学习)",504,45258,4690
183801+09,历史,普通批,南通大学杏林学院,南通大学杏林学院01,09,市场营销(以下专业在启东市近海镇南海路1号学习),504,45258,4691
183801+10,历史,普通批,南通大学杏林学院,南通大学杏林学院01,10,物流管理(以下专业在启东市近海镇南海路1号学习),506,44234,4692
183801+11,历史,普通批,南通大学杏林学院,南通大学杏林学院01,11,国际经济与贸易(以下专业在启东市近海镇南海路1号学习),504,45258,4693
183801+12,历史,普通批,南通大学杏林学院,南通大学杏林学院01,12,人力资源管理(以下专业在启东市近海镇南海路1号学习),504,45258,4694
183801+13,历史,普通批,南通大学杏林学院,南通大学杏林学院01,13,服装设计与工程(以下专业在启东市近海镇南海路1号学习),505,44713,4695
183802+14,历史,普通批,南通大学杏林学院,南通大学杏林学院02,14,"护理学(南通市崇川校区)(报考该专业有色觉要求,具体请查阅院校招生章程)",496,49121,4696
183803+15,物理,普通批,南通大学杏林学院,南通大学杏林学院03,15,汉语言文学(以下专业在启东市近海镇南海路1号学习),499,162613,4697
183803+16,物理,普通批,南通大学杏林学院,南通大学杏林学院03,16,广播电视学(以下专业在启东市近海镇南海路1号学习),489,175733,4698
183803+17,物理,普通批,南通大学杏林学院,南通大学杏林学院03,17,英语(只招英语考生)(以下专业在启东市近海镇南海路1号学习),495,167922,4699
183803+18,物理,普通批,南通大学杏林学院,南通大学杏林学院03,18,日语(只招英语或日语考生)(以下专业在启东市近海镇南海路1号学习),488,177019,4700
183803+19,物理,普通批,南通大学杏林学院,南通大学杏林学院03,19,数字人文(以下专业在启东市近海镇南海路1号学习),488,177019,4701
183803+20,物理,普通批,南通大学杏林学院,南通大学杏林学院03,20,"应用心理学(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在启东市近海镇南海路1号学习)",497,165226,4702
183803+21,物理,普通批,南通大学杏林学院,南通大学杏林学院03,21,酒店管理(以下专业在启东市近海镇南海路1号学习),,,4703
183803+22,物理,普通批,南通大学杏林学院,南通大学杏林学院03,22,"行政管理(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在启东市近海镇南海路1号学习)",490,174489,4704
183803+23,物理,普通批,南通大学杏林学院,南通大学杏林学院03,23,市场营销(以下专业在启东市近海镇南海路1号学习),488,177019,4705
183803+24,物理,普通批,南通大学杏林学院,南通大学杏林学院03,24,"会计学(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在启东市近海镇南海路1号学习)",495,167922,4706
183803+25,物理,普通批,南通大学杏林学院,南通大学杏林学院03,25,物流管理(以下专业在启东市近海镇南海路1号学习),489,175733,4707
183803+26,物理,普通批,南通大学杏林学院,南通大学杏林学院03,26,国际经济与贸易(以下专业在启东市近海镇南海路1号学习),489,175733,4708
183803+27,物理,普通批,南通大学杏林学院,南通大学杏林学院03,27,人力资源管理(以下专业在启东市近海镇南海路1号学习),490,174489,4709
183803+28,物理,普通批,南通大学杏林学院,南通大学杏林学院03,28,"工程管理(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在启东市近海镇南海路1号学习)",488,177019,4710
183803+29,物理,普通批,南通大学杏林学院,南通大学杏林学院03,29,服装设计与工程(以下专业在启东市近海镇南海路1号学习),489,175733,4711
183804+30,物理,普通批,南通大学杏林学院,南通大学杏林学院04,30,经济统计学(以下专业在启东市近海镇南海路1号学习),476,191364,4712
183804+31,物理,普通批,南通大学杏林学院,南通大学杏林学院04,31,光电信息科学与工程(以下专业在启东市近海镇南海路1号学习),476,191364,4713
183804+32,物理,普通批,南通大学杏林学院,南通大学杏林学院04,32,"海洋技术(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在启东市近海镇南海路1号学习)",474,193551,4714
183804+33,物理,普通批,南通大学杏林学院,南通大学杏林学院04,33,电子信息工程(以下专业在启东市近海镇南海路1号学习),476,191364,4715
183804+34,物理,普通批,南通大学杏林学院,南通大学杏林学院04,34,物联网工程(以下专业在启东市近海镇南海路1号学习),475,192449,4716
183804+35,物理,普通批,南通大学杏林学院,南通大学杏林学院04,35,集成电路设计与集成系统(以下专业在启东市近海镇南海路1号学习),474,193551,4717
183804+36,物理,普通批,南通大学杏林学院,南通大学杏林学院04,36,软件工程(以下专业在启东市近海镇南海路1号学习),476,191364,4718
183804+37,物理,普通批,南通大学杏林学院,南通大学杏林学院04,37,"计算机科学与技术(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在启东市近海镇南海路1号学习)",481,185583,4719
183804+38,物理,普通批,南通大学杏林学院,南通大学杏林学院04,38,微电子科学与工程(以下专业在启东市近海镇南海路1号学习),475,192449,4720
183804+39,物理,普通批,南通大学杏林学院,南通大学杏林学院04,39,机械工程(以下专业在启东市近海镇南海路1号学习),475,192449,4721
183804+40,物理,普通批,南通大学杏林学院,南通大学杏林学院04,40,土木工程(以下专业在启东市近海镇南海路1号学习),474,193551,4722
183804+41,物理,普通批,南通大学杏林学院,南通大学杏林学院04,41,自动化(以下专业在启东市近海镇南海路1号学习),476,191364,4723
183804+42,物理,普通批,南通大学杏林学院,南通大学杏林学院04,42,"化学工程与工艺(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在启东市近海镇南海路1号学习)",475,192449,4724
183805+43,物理,普通批,南通大学杏林学院,南通大学杏林学院05,43,"护理学(以下专业在南通市崇川校区学习。报考该专业组有色觉要求,具体请查阅院校招生章程)",519,134946,4725
183805+44,物理,普通批,南通大学杏林学院,南通大学杏林学院05,44,"医学影像技术(以下专业在南通市崇川校区学习。报考该专业组有色觉要求,具体请查阅院校招生章程)",515,140609,4726
183805+45,物理,普通批,南通大学杏林学院,南通大学杏林学院05,45,"医学检验技术(以下专业在南通市崇川校区学习。报考该专业组有色觉要求,具体请查阅院校招生章程)",518,136396,4727
183805+46,物理,普通批,南通大学杏林学院,南通大学杏林学院05,46,"药学(以下专业在南通市崇川校区学习。报考该专业组有色觉要求,具体请查阅院校招生章程)",503,157260,4728
183805+47,物理,普通批,南通大学杏林学院,南通大学杏林学院05,47,"医学实验技术(以下专业在南通市崇川校区学习。报考该专业组有色觉要求,具体请查阅院校招生章程)",501,159920,4729
183806+48,物理,普通批,南通大学杏林学院,南通大学杏林学院06,48,"临床医学(南通市崇川校区)(报考该专业有色觉要求,具体请查阅院校招生章程)",540,105342,4730
184401+01,历史,普通批,扬州大学广陵学院,扬州大学广陵学院01,01,法学,524,35557,4731
184401+02,历史,普通批,扬州大学广陵学院,扬州大学广陵学院01,02,汉语言文学,522,36539,4732
184401+03,历史,普通批,扬州大学广陵学院,扬州大学广陵学院01,03,英语(只招英语考生),519,38008,4733
184401+04,历史,普通批,扬州大学广陵学院,扬州大学广陵学院01,04,广播电视学,518,38489,4734
184401+05,历史,普通批,扬州大学广陵学院,扬州大学广陵学院01,05,国际经济与贸易,518,38489,4735
184401+06,历史,普通批,扬州大学广陵学院,扬州大学广陵学院01,06,市场营销,518,38489,4736
184401+07,历史,普通批,扬州大学广陵学院,扬州大学广陵学院01,07,会计学,521,37029,4737
184401+08,历史,普通批,扬州大学广陵学院,扬州大学广陵学院01,08,财务管理,519,38008,4738
184402+09,物理,普通批,扬州大学广陵学院,扬州大学广陵学院02,09,法学,507,151738,4739
184402+10,物理,普通批,扬州大学广陵学院,扬州大学广陵学院02,10,汉语言文学,502,158580,4740
184402+11,物理,普通批,扬州大学广陵学院,扬州大学广陵学院02,11,会计学,506,153113,4741
184403+12,物理,普通批,扬州大学广陵学院,扬州大学广陵学院03,12,英语(只招英语考生),503,157260,4742
184403+13,物理,普通批,扬州大学广陵学院,扬州大学广陵学院03,13,广播电视学,499,162613,4743
184403+14,物理,普通批,扬州大学广陵学院,扬州大学广陵学院03,14,国际经济与贸易,499,162613,4744
184403+15,物理,普通批,扬州大学广陵学院,扬州大学广陵学院03,15,市场营销,500,161262,4745
184403+16,物理,普通批,扬州大学广陵学院,扬州大学广陵学院03,16,财务管理,502,158580,4746
184404+17,物理,普通批,扬州大学广陵学院,扬州大学广陵学院04,17,机械设计制造及其自动化,488,177019,4747
184404+18,物理,普通批,扬州大学广陵学院,扬州大学广陵学院04,18,智能制造工程,484,182031,4748
184404+19,物理,普通批,扬州大学广陵学院,扬州大学广陵学院04,19,电子信息工程,486,179557,4749
184404+20,物理,普通批,扬州大学广陵学院,扬州大学广陵学院04,20,通信工程,484,182031,4750
184404+21,物理,普通批,扬州大学广陵学院,扬州大学广陵学院04,21,人工智能,,,4751
184404+22,物理,普通批,扬州大学广陵学院,扬州大学广陵学院04,22,计算机科学与技术,488,177019,4752
184404+23,物理,普通批,扬州大学广陵学院,扬州大学广陵学院04,23,软件工程,484,182031,4753
184404+24,物理,普通批,扬州大学广陵学院,扬州大学广陵学院04,24,电气工程及其自动化,493,170583,4754
184404+25,物理,普通批,扬州大学广陵学院,扬州大学广陵学院04,25,护理学,494,169251,4755
184405+26,物理,普通批,扬州大学广陵学院,扬州大学广陵学院05,26,微电子科学与工程,482,184371,4756
184405+27,物理,普通批,扬州大学广陵学院,扬州大学广陵学院05,27,水利水电工程,481,185583,4757
184405+28,物理,普通批,扬州大学广陵学院,扬州大学广陵学院05,28,新能源科学与工程,482,184371,4758
184405+29,物理,普通批,扬州大学广陵学院,扬州大学广陵学院05,29,高分子材料与工程,483,183222,4759
184405+30,物理,普通批,扬州大学广陵学院,扬州大学广陵学院05,30,给排水科学与工程,481,185583,4760
184405+31,物理,普通批,扬州大学广陵学院,扬州大学广陵学院05,31,化学工程与工艺,485,180772,4761
184405+32,物理,普通批,扬州大学广陵学院,扬州大学广陵学院05,32,制药工程,482,184371,4762
184405+33,物理,普通批,扬州大学广陵学院,扬州大学广陵学院05,33,环境工程,481,185583,4763
184405+34,物理,普通批,扬州大学广陵学院,扬州大学广陵学院05,34,生物制药,485,180772,4764
184406+35,物理,普通批,扬州大学广陵学院,扬州大学广陵学院06,35,园林,493,170583,4765
184501+01,历史,普通批,江苏大学京江学院,江苏大学京江学院01,01,会计学,514,40424,4766
184501+02,历史,普通批,江苏大学京江学院,江苏大学京江学院01,02,财务管理,511,41863,4767
184501+03,历史,普通批,江苏大学京江学院,江苏大学京江学院01,03,英语(只招英语考生),510,42336,4768
184501+04,历史,普通批,江苏大学京江学院,江苏大学京江学院01,04,人力资源管理,509,42790,4769
184501+05,历史,普通批,江苏大学京江学院,江苏大学京江学院01,05,公共事业管理,508,43276,4770
184501+06,历史,普通批,江苏大学京江学院,江苏大学京江学院01,06,国际经济与贸易,508,43276,4771
184501+07,历史,普通批,江苏大学京江学院,江苏大学京江学院01,07,能源经济,508,43276,4772
184501+08,历史,普通批,江苏大学京江学院,江苏大学京江学院01,08,市场营销,508,43276,4773
184501+09,历史,普通批,江苏大学京江学院,江苏大学京江学院01,09,物流管理,508,43276,4774
184502+10,历史,普通批,江苏大学京江学院,江苏大学京江学院02,10,护理学,500,47157,4775
184503+11,物理,普通批,江苏大学京江学院,江苏大学京江学院03,11,会计学,502,158580,4776
184503+12,物理,普通批,江苏大学京江学院,江苏大学京江学院03,12,财务管理,498,163927,4777
184503+13,物理,普通批,江苏大学京江学院,江苏大学京江学院03,13,英语(只招英语考生),497,165226,4778
184503+14,物理,普通批,江苏大学京江学院,江苏大学京江学院03,14,能源经济,498,163927,4779
184503+15,物理,普通批,江苏大学京江学院,江苏大学京江学院03,15,人力资源管理,496,166592,4780
184503+16,物理,普通批,江苏大学京江学院,江苏大学京江学院03,16,物流管理,496,166592,4781
184503+17,物理,普通批,江苏大学京江学院,江苏大学京江学院03,17,工业工程,495,167922,4782
184503+18,物理,普通批,江苏大学京江学院,江苏大学京江学院03,18,信息管理与信息系统,495,167922,4783
184503+19,物理,普通批,江苏大学京江学院,江苏大学京江学院03,19,国际经济与贸易,495,167922,4784
184503+20,物理,普通批,江苏大学京江学院,江苏大学京江学院03,20,公共事业管理,495,167922,4785
184503+21,物理,普通批,江苏大学京江学院,江苏大学京江学院03,21,市场营销,495,167922,4786
184504+22,物理,普通批,江苏大学京江学院,江苏大学京江学院04,22,医学检验技术,493,170583,4787
