"学校","专业组","专业代码","专业名称","专业类","梯队","桶","严格提示类型"
"南京信息工程大学","南京信息工程大学30","82","信息与计算科学","数学类","2","数学/物理","理学基础"
"南京信息工程大学","南京信息工程大学37","A7","大气科学(以下专业可在国内学习四年,也可第四学年赴英国雷丁大学学习,学费按英国标准收取)(中外合作办学)","大气科学类","3","三梯队行业方向","理学基础"
"南京信息工程大学","南京信息工程大学37","A8","地理信息科学(以下专业可在国内学习四年,也可第四学年赴英国雷丁大学学习,学费按英国标准收取)(中外合作办学)","地理科学类","4","低热度远缘方向","理学基础"
"南京信息工程大学","南京信息工程大学37","B0","数学与应用数学(以下专业可在国内学习四年,也可第四学年赴英国雷丁大学学习,学费按英国标准收取)(中外合作办学)","数学类","2","数学/物理","理学基础"
"南京农业大学","南京农业大学06","22","环境科学与工程类(环境工程、环境科学、农业资源与环境、生态学)(高校专项计划)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"南京农业大学","南京农业大学06","23","园艺(报考该专业有色觉要求,具体请查阅院校招生章程)(高校专项计划)","植物生产类","4","低热度远缘方向","低热度远缘"
"南京农业大学","南京农业大学06","24","设施农业科学与工程(高校专项计划)","植物生产类","4","低热度远缘方向","低热度远缘"
"南京农业大学","南京农业大学06","25","茶学(报考该专业有色觉要求,具体请查阅院校招生章程)(高校专项计划)","植物生产类","4","低热度远缘方向","低热度远缘"
"南京农业大学","南京农业大学06","26","动物科学(报考该专业有色觉要求,具体请查阅院校招生章程)(高校专项计划)","动物生产类","4","低热度远缘方向","低热度远缘"
"南京农业大学","南京农业大学06","27","水产养殖学(报考该专业有色觉要求,具体请查阅院校招生章程)(高校专项计划)","水产类","4","低热度远缘方向","低热度远缘"
"南京农业大学","南京农业大学06","28","草业科学(高校专项计划)","草学类","4","低热度远缘方向","低热度远缘"
"南京农业大学","南京农业大学06","29","草坪科学与工程(高校专项计划)","草学类","4","低热度远缘方向","低热度远缘"
"南京农业大学","南京农业大学06","32","农业智能装备工程(高校专项计划)","农业工程类","4","低热度远缘方向","低热度远缘"
"南京农业大学","南京农业大学09","40","信息与计算科学","数学类","2","数学/物理","理学基础"
"南京农业大学","南京农业大学09","41","应用化学(报考该专业有色觉要求,具体请查阅院校招生章程)","化学类","4","低热度远缘方向","理学基础"
"南京农业大学","南京农业大学09","46","农业智能装备工程","农业工程类","4","低热度远缘方向","低热度远缘"
"南京农业大学","南京农业大学09","47","新能源科学与工程","能源动力类","3","三梯队行业方向","能动"
"南京师范大学","南京师范大学16","62","声学(地方专项计划)","物理学类","2","数学/物理","理学基础"
"南京师范大学","南京师范大学16","63","化学(师范)(报考该专业有色觉要求,具体请查阅院校招生章程)(地方专项计划)","化学类","4","低热度远缘方向","理学基础"
"南京师范大学","南京师范大学16","64","材料科学与工程(地方专项计划)","材料类","3","三梯队行业方向","材料"
"南京师范大学","南京师范大学16","65","测绘工程(地方专项计划)","测绘类","4","低热度远缘方向","低热度远缘"
"南京师范大学","南京师范大学16","66","生物科学(师范)(报考该专业有色觉要求,具体请查阅院校招生章程)(地方专项计划)","生物科学类","4","低热度远缘方向","理学基础"
"南京师范大学","南京师范大学16","67","生物科学类(生物科学(国家理科基地班)、生态学、生物技术)(报考该专业有色觉要求,具体请查阅院校招生章程)(地方专项计划)","生物科学类","4","低热度远缘方向","理学基础"
"南京师范大学","南京师范大学16","70","环境科学与工程类(环境工程、环境科学)(地方专项计划)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"南京师范大学","南京师范大学16","71","海洋资源与环境(地方专项计划)","海洋科学类","4","低热度远缘方向","理学基础"
"南京师范大学","南京师范大学16","72","食品科学与工程(报考该专业有色觉要求,具体请查阅院校招生章程)(地方专项计划)","食品科学与工程类","4","低热度远缘方向","低热度远缘"
"南京师范大学","南京师范大学16","73","生物工程(报考该专业有色觉要求,具体请查阅院校招生章程)(地方专项计划)","生物工程类","4","低热度远缘方向","低热度远缘"
"南京师范大学","南京师范大学16","74","合成生物学(地方专项计划)","生物工程类","4","低热度远缘方向","低热度远缘"
"南京师范大学","南京师范大学28","97","能源动力类(能源与动力工程、能源与环境系统工程、能源服务工程)","能源动力类","3","三梯队行业方向","能动"
"南京师范大学","南京师范大学28","99","食品科学与工程(报考该专业有色觉要求,具体请查阅院校招生章程)","食品科学与工程类","4","低热度远缘方向","低热度远缘"
"南京师范大学","南京师范大学28","A0","生物工程(报考该专业有色觉要求,具体请查阅院校招生章程)","生物工程类","4","低热度远缘方向","低热度远缘"
"南京师范大学","南京师范大学28","A1","合成生物学","生物工程类","4","低热度远缘方向","低热度远缘"
"南京师范大学","南京师范大学32","C1","环境科学(与澳大利亚麦考瑞大学合作办学,四年均在南京师范大学学习)(中外合作办学)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"南京工业大学","南京工业大学04","22","测绘工程(地方专项计划)","测绘类","4","低热度远缘方向","低热度远缘"
"南京工业大学","南京工业大学04","24","能源与动力工程(地方专项计划)","能源动力类","3","三梯队行业方向","能动"
"南京工业大学","南京工业大学04","25","化学工程与工艺(地方专项计划)","化工与制药类","3","三梯队行业方向","理学基础"
"南京工业大学","南京工业大学04","27","安全工程(地方专项计划)","安全科学与工程类","4","低热度远缘方向","低热度远缘"
"南京工业大学","南京工业大学04","28","化学(地方专项计划)","化学类","4","低热度远缘方向","理学基础"
"南京工业大学","南京工业大学04","29","生物工程(地方专项计划)","生物工程类","4","低热度远缘方向","低热度远缘"
"南京工业大学","南京工业大学04","30","制药工程(地方专项计划)","化工与制药类","3","三梯队行业方向","三梯队"
"南京工业大学","南京工业大学04","32","药学(地方专项计划)","药学类","4","低热度远缘方向","低热度远缘"
"南京工业大学","南京工业大学04","33","地理空间信息工程(地方专项计划)","测绘类","4","低热度远缘方向","低热度远缘"
"南京工业大学","南京工业大学04","34","交通工程(地方专项计划)","交通运输类","3","三梯队行业方向","三梯队"
"南京工业大学","南京工业大学06","45","化学工程与工艺(拔尖创新人才班)","化工与制药类","3","三梯队行业方向","理学基础"
"南京工业大学","南京工业大学06","48","材料科学与工程(拔尖创新人才班)","材料类","3","三梯队行业方向","材料"
"南京工业大学","南京工业大学06","49","化学(拔尖创新人才班)","化学类","4","低热度远缘方向","理学基础"
"南京工业大学","南京工业大学06","50","生物工程(拔尖创新人才班)","生物工程类","4","低热度远缘方向","低热度远缘"
"南京工业大学","南京工业大学07","55","测绘工程","测绘类","4","低热度远缘方向","低热度远缘"
"南京工业大学","南京工业大学07","58","遥感科学与技术","测绘类","4","低热度远缘方向","低热度远缘"
