"学校","专业组","专业代码","专业名称","专业类","梯队","桶","严格提示类型"
"温州肯恩大学","温州肯恩大学03","14","数学与应用数学(数据分析方向)(该校要求报考以下专业外语成绩不低于105分,全英文教学,以下专业具体出国培养模式、学费等要求,须查阅院校招生章程并详询院校)(中外合作办学)","数学类","2","数学/物理","理学基础"
"温州肯恩大学","温州肯恩大学03","16","环境科学(该校要求报考以下专业外语成绩不低于105分,全英文教学,以下专业具体出国培养模式、学费等要求,须查阅院校招生章程并详询院校)(中外合作办学)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"浙大城市学院","浙大城市学院05","19","土木工程","土木类","4","低热度远缘方向","低热度远缘"
"浙大城市学院","浙大城市学院05","22","智能建造","土木类","4","低热度远缘方向","低热度远缘"
"浙大城市学院","浙大城市学院05","23","能源与环境系统工程","能源动力类","3","三梯队行业方向","能动"
"浙大城市学院","浙大城市学院05","24","药学","药学类","4","低热度远缘方向","低热度远缘"
"浙大宁波理工学院","浙大宁波理工学院03","06","材料科学与工程","材料类","3","三梯队行业方向","材料"
"浙大宁波理工学院","浙大宁波理工学院03","07","高分子材料与工程(报考该专业有色觉要求,具体请查阅院校招生章程)","材料类","3","三梯队行业方向","材料"
"浙大宁波理工学院","浙大宁波理工学院03","10","能源与环境系统工程","能源动力类","3","三梯队行业方向","能动"
"浙大宁波理工学院","浙大宁波理工学院03","15","信息与计算科学","数学类","2","数学/物理","理学基础"
"浙大宁波理工学院","浙大宁波理工学院03","19","土木工程","土木类","4","低热度远缘方向","低热度远缘"
"浙大宁波理工学院","浙大宁波理工学院03","20","智能建造","土木类","4","低热度远缘方向","低热度远缘"
"浙大宁波理工学院","浙大宁波理工学院03","21","化学工程与工艺(报考该专业有色觉要求,具体请查阅院校招生章程)","化工与制药类","3","三梯队行业方向","理学基础"
"浙大宁波理工学院","浙大宁波理工学院03","22","生物工程(报考该专业有色觉要求,具体请查阅院校招生章程)","生物工程类","4","低热度远缘方向","低热度远缘"
"浙江海洋大学","浙江海洋大学03","04","海洋科学(以下专业除注明外第一学年在定海校区学习,第二学年起在新城校区学习)","海洋科学类","4","低热度远缘方向","理学基础"
"浙江海洋大学","浙江海洋大学03","05","智慧海洋技术(以下专业除注明外第一学年在定海校区学习,第二学年起在新城校区学习)","海洋工程类","3","三梯队行业方向","三梯队"
"浙江海洋大学","浙江海洋大学03","06","生物科学(以下专业除注明外第一学年在定海校区学习,第二学年起在新城校区学习)","生物科学类","4","低热度远缘方向","理学基础"
"浙江海洋大学","浙江海洋大学03","07","水产养殖学(以下专业除注明外第一学年在定海校区学习,第二学年起在新城校区学习)","水产类","4","低热度远缘方向","低热度远缘"
"浙江海洋大学","浙江海洋大学03","08","海洋资源与环境(以下专业除注明外第一学年在定海校区学习,第二学年起在新城校区学习)","海洋科学类","4","低热度远缘方向","理学基础"
"浙江海洋大学","浙江海洋大学03","09","海洋渔业科学与技术(以下专业除注明外第一学年在定海校区学习,第二学年起在新城校区学习)","水产类","4","低热度远缘方向","低热度远缘"
"浙江海洋大学","浙江海洋大学03","10","食品科学与工程(新城校区)(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业除注明外第一学年在定海校区学习,第二学年起在新城校区学习)","食品科学与工程类","4","低热度远缘方向","低热度远缘"
"浙江海洋大学","浙江海洋大学03","11","药学(新城校区)(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业除注明外第一学年在定海校区学习,第二学年起在新城校区学习)","药学类","4","低热度远缘方向","低热度远缘"
"浙江海洋大学","浙江海洋大学03","12","船舶与海洋工程(新城校区)(以下专业除注明外第一学年在定海校区学习,第二学年起在新城校区学习)","海洋工程类","3","三梯队行业方向","三梯队"
"浙江海洋大学","浙江海洋大学03","13","轮机工程(船机修造方向)(新城校区)(以下专业除注明外第一学年在定海校区学习,第二学年起在新城校区学习)","交通运输类","3","三梯队行业方向","三梯队"
"浙江海洋大学","浙江海洋大学03","14","能源与动力工程(新城校区)(以下专业除注明外第一学年在定海校区学习,第二学年起在新城校区学习)","能源动力类","3","三梯队行业方向","能动"
"浙江海洋大学","浙江海洋大学03","16","土木工程(以下专业除注明外第一学年在定海校区学习,第二学年起在新城校区学习)","土木类","4","低热度远缘方向","低热度远缘"
"浙江海洋大学","浙江海洋大学03","18","油气储运工程(新城校区)(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业除注明外第一学年在定海校区学习,第二学年起在新城校区学习)","矿业类","3","三梯队行业方向","三梯队"
"浙江海洋大学","浙江海洋大学03","19","化学工程与工艺(新城校区)(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业除注明外第一学年在定海校区学习,第二学年起在新城校区学习)","化工与制药类","3","三梯队行业方向","理学基础"
"浙江海洋大学","浙江海洋大学03","20","环境科学与工程(新城校区)(以下专业除注明外第一学年在定海校区学习,第二学年起在新城校区学习)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"浙江海洋大学","浙江海洋大学03","21","安全工程(新城校区)(以下专业除注明外第一学年在定海校区学习,第二学年起在新城校区学习)","安全科学与工程类","4","低热度远缘方向","低热度远缘"
"浙江海洋大学","浙江海洋大学03","22","数学与应用数学(师范)(新城校区)(以下专业除注明外第一学年在定海校区学习,第二学年起在新城校区学习)","数学类","2","数学/物理","理学基础"
"湖州师范大学","湖州师范大学03","05","数学与应用数学(师范)","数学类","2","数学/物理","理学基础"
"湖州师范大学","湖州师范大学03","07","材料科学与工程(报考该专业有色觉要求,具体请查阅院校招生章程)","材料类","3","三梯队行业方向","材料"
"湖州师范大学","湖州师范大学03","09","水产养殖学(卓越班)(报考该专业有色觉要求,具体请查阅院校招生章程)","水产类","4","低热度远缘方向","低热度远缘"
"湖州师范大学","湖州师范大学03","13","生物科学(报考该专业有色觉要求,具体请查阅院校招生章程)","生物科学类","4","低热度远缘方向","理学基础"
"丽水学院","丽水学院06","11","新能源材料与器件(以下专业在莲都校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","材料类","3","三梯队行业方向","材料"
"丽水学院","丽水学院06","13","环境工程(以下专业在莲都校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"丽水学院","丽水学院06","14","生物制药(以下专业在莲都校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","生物工程类","3","三梯队行业方向","三梯队"
"丽水学院","丽水学院06","15","园艺(以下专业在莲都校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","植物生产类","4","低热度远缘方向","低热度远缘"
"丽水学院","丽水学院06","18","智能建造(以下专业在莲都校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","土木类","4","低热度远缘方向","低热度远缘"
"浙江水利水电学院","浙江水利水电学院02","05","测绘工程(以下专业除注明外第一学年在湖州市南浔校区学习,第二学年起在杭州市钱塘校区学习)","测绘类","4","低热度远缘方向","低热度远缘"
"浙江水利水电学院","浙江水利水电学院02","06","给排水科学与工程(湖州市南浔校区)(以下专业除注明外第一学年在湖州市南浔校区学习,第二学年起在杭州市钱塘校区学习)","土木类","4","低热度远缘方向","低热度远缘"
"浙江水利水电学院","浙江水利水电学院02","07","土木工程(以下专业除注明外第一学年在湖州市南浔校区学习,第二学年起在杭州市钱塘校区学习)","土木类","4","低热度远缘方向","低热度远缘"
"浙江水利水电学院","浙江水利水电学院02","08","建筑环境与能源应用工程(以下专业除注明外第一学年在湖州市南浔校区学习,第二学年起在杭州市钱塘校区学习)","土木类","4","低热度远缘方向","能动"
"湖州学院","湖州学院02","07","新能源材料与器件","材料类","3","三梯队行业方向","材料"
"温州理工学院","温州理工学院01","01","数学与应用数学(以下专业除注明外在滨海校区学习)","数学类","2","数学/物理","理学基础"
"温州理工学院","温州理工学院01","06","土木工程(以下专业除注明外在滨海校区学习)","土木类","4","低热度远缘方向","低热度远缘"
"温州理工学院","温州理工学院01","07","建筑环境与能源应用工程(以下专业除注明外在滨海校区学习)","土木类","4","低热度远缘方向","能动"
"温州理工学院","温州理工学院01","08","智能建造(以下专业除注明外在滨海校区学习)","土木类","4","低热度远缘方向","低热度远缘"
"嘉兴南湖学院","嘉兴南湖学院03","15","纺织工程","纺织类","4","低热度远缘方向","低热度远缘"
"嘉兴南湖学院","嘉兴南湖学院03","16","土木工程","土木类","4","低热度远缘方向","低热度远缘"
"嘉兴南湖学院","嘉兴南湖学院03","17","新能源材料与器件","材料类","3","三梯队行业方向","材料"
"嘉兴南湖学院","嘉兴南湖学院03","18","化学工程与工艺","化工与制药类","3","三梯队行业方向","理学基础"
"嘉兴南湖学院","嘉兴南湖学院03","19","环境工程","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"嘉兴南湖学院","嘉兴南湖学院03","20","生物工程","生物工程类","4","低热度远缘方向","低热度远缘"
"衢州学院","衢州学院02","03","环境工程","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"衢州学院","衢州学院02","04","高分子材料与工程","材料类","3","三梯队行业方向","材料"
"衢州学院","衢州学院02","07","智能建造","土木类","4","低热度远缘方向","低热度远缘"
"绍兴理工学院","绍兴理工学院03","13","纺织工程","纺织类","4","低热度远缘方向","低热度远缘"
"绍兴理工学院","绍兴理工学院03","18","智能建造","土木类","4","低热度远缘方向","低热度远缘"
"绍兴理工学院","绍兴理工学院03","19","土木工程","土木类","4","低热度远缘方向","低热度远缘"
"中国科学技术大学","中国科学技术大学02","04","核工程类(工程物理、核工程与核技术、应用物理学)(教育部基础学科拔尖学生培养基地,中国科学院基础和前沿交叉学科人才培养工程实施基地)","核工程类","2","数学/物理","理学基础"
"中国科学技术大学","中国科学技术大学02","05","化学类(智能化学与先进材料)(化学、材料物理、材料化学、高分子材料与工程)(教育部基础学科拔尖学生培养基地,中国科学院基础和前沿交叉学科人才培养工程实施基地。设卢嘉锡化学科技英才班、师昌绪材料科学实验班)","化学类","2","数学/物理","理学基础"
"中国科学技术大学","中国科学技术大学02","10","力学类(拔尖计划钱学森力学科技英才班)(理论与应用力学)","力学类","3","三梯队行业方向","理学基础"
"中国科学技术大学","中国科学技术大学02","12","数学类(数学与应用数学、信息与计算科学)(教育部基础学科拔尖学生培养基地,中国科学院基础和前沿交叉学科人才培养工程实施基地。设华罗庚数学科技英才班、中法数学英才班(中法双语教学))","数学类","2","数学/物理","理学基础"
"中国科学技术大学","中国科学技术大学02","17","理科试验班类(拔尖计划科技英才班)数学类(华罗庚数学科技英才班)、物理学类(严济慈物理科技英才班))","理科试验班类","2","数学/物理","理学基础"
"中国科学技术大学","中国科学技术大学02","18","理科试验班类(拔尖计划科技英才班)(化学类(卢嘉锡化学科技英才班)、生物科学类(贝时璋生命科技英才班)、空间科学与技术(赵九章现代地球和空间科技英才班))","理科试验班类","4","低热度远缘方向","理学基础"
"合肥工业大学","合肥工业大学04","12","信息管理与信息系统(智能系统及管理)(以下专业在合肥校区学习)","管理科学与工程类","3","三梯队行业方向","三梯队"
"合肥工业大学","合肥工业大学04","15","建筑学(建筑学+工商管理双学士学位)(以下专业在合肥校区学习)","建筑类","4","低热度远缘方向","低热度远缘"
"合肥工业大学","合肥工业大学06","17","材料科学与工程(以下专业在合肥校区学习)","材料类","3","三梯队行业方向","材料"
"合肥工业大学","合肥工业大学06","18","交通运输(以下专业在合肥校区学习)","交通运输类","3","三梯队行业方向","三梯队"
"合肥工业大学","合肥工业大学06","25","化学工程与工艺(报考该专业有色觉等要求,具体请查阅院校招生章程)(以下专业在合肥校区学习)","化工与制药类","3","三梯队行业方向","理学基础"
"合肥工业大学","合肥工业大学06","29","信息与计算科学(以下专业在合肥校区学习)","数学类","2","数学/物理","理学基础"
"合肥工业大学","合肥工业大学06","35","应用物理学(报考该专业有色觉等要求,具体请查阅院校招生章程)(以下专业在合肥校区学习)","物理学类","2","数学/物理","理学基础"
"合肥工业大学","合肥工业大学06","36","食品质量与安全(食品质量与安全+工商管理双学士学位)(报考该专业有色觉等要求,具体请查阅院校招生章程)(以下专业在合肥校区学习)","食品科学与工程类","4","低热度远缘方向","低热度远缘"
"安徽大学","安徽大学03","17","应用物理学(该校要求报考该专业外语成绩不低于115分)(非英语语种考生慎重报考)(以下专业在龙河校区学习,部分课程全英文授课,具体请查阅院校招生章程)(中外合作办学)","物理学类","2","数学/物理","理学基础"
"安徽大学","安徽大学04","20","应用物理学(磬苑校区)(以下专业除注明外在龙河校区学习)","物理学类","2","数学/物理","理学基础"
"安徽大学","安徽大学04","22","新能源材料与器件(金寨路校区)(以下专业除注明外在龙河校区学习)","材料类","3","三梯队行业方向","材料"
"安徽大学","安徽大学04","30","测绘工程(金寨路校区)(以下专业除注明外在龙河校区学习)","测绘类","4","低热度远缘方向","低热度远缘"
"安徽建筑大学","安徽建筑大学03","25","土木工程(以下专业在紫云路校区学习)","土木类","4","低热度远缘方向","低热度远缘"
"安徽建筑大学","安徽建筑大学03","26","道路桥梁与渡河工程(以下专业在紫云路校区学习)","土木类","4","低热度远缘方向","低热度远缘"
"安徽建筑大学","安徽建筑大学03","27","智能建造(以下专业在紫云路校区学习)","土木类","4","低热度远缘方向","低热度远缘"
"安徽建筑大学","安徽建筑大学03","29","遥感科学与技术(以下专业在紫云路校区学习)","测绘类","4","低热度远缘方向","低热度远缘"
"安徽建筑大学","安徽建筑大学03","30","地质工程(以下专业在紫云路校区学习)","地质类","4","低热度远缘方向","低热度远缘"
"安徽建筑大学","安徽建筑大学03","31","交通工程(以下专业在紫云路校区学习)","交通运输类","3","三梯队行业方向","三梯队"
"安徽建筑大学","安徽建筑大学03","32","能源与动力工程(以下专业在紫云路校区学习)","能源动力类","3","三梯队行业方向","能动"
"安徽建筑大学","安徽建筑大学03","33","新能源科学与工程(以下专业在紫云路校区学习)","能源动力类","3","三梯队行业方向","能动"
"安徽建筑大学","安徽建筑大学03","34","建筑环境与能源应用工程(以下专业在紫云路校区学习)","土木类","4","低热度远缘方向","能动"
"安徽建筑大学","安徽建筑大学03","35","给排水科学与工程(以下专业在紫云路校区学习)","土木类","4","低热度远缘方向","低热度远缘"
"安徽建筑大学","安徽建筑大学03","36","环境工程(以下专业在紫云路校区学习)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"安徽建筑大学","安徽建筑大学03","43","应用化学(以下专业在紫云路校区学习)","化学类","4","低热度远缘方向","理学基础"
"安徽建筑大学","安徽建筑大学03","44","无机非金属材料工程(以下专业在紫云路校区学习)","材料类","3","三梯队行业方向","材料"
"安徽建筑大学","安徽建筑大学03","45","高分子材料与工程(以下专业在紫云路校区学习)","材料类","3","三梯队行业方向","材料"
"安徽建筑大学","安徽建筑大学03","46","新能源材料与器件(以下专业在紫云路校区学习)","材料类","3","三梯队行业方向","材料"
"安徽建筑大学","安徽建筑大学03","48","化学工程与工艺(以下专业在紫云路校区学习)","化工与制药类","3","三梯队行业方向","理学基础"
"安徽建筑大学","安徽建筑大学03","49","数据计算及应用(以下专业在紫云路校区学习)","数学类","2","数学/物理","理学基础"
"安徽建筑大学","安徽建筑大学03","50","声学(以下专业在紫云路校区学习)","物理学类","2","数学/物理","理学基础"
"安徽建筑大学","安徽建筑大学03","58","安全工程(以下专业在紫云路校区学习)","安全科学与工程类","4","低热度远缘方向","低热度远缘"
"安徽建筑大学","安徽建筑大学03","59","消防工程(以下专业在紫云路校区学习)","公安技术类","4","低热度远缘方向","低热度远缘"
"安徽农业大学","安徽农业大学02","05","农学","植物生产类","4","低热度远缘方向","低热度远缘"
"安徽农业大学","安徽农业大学02","06","生物育种科学","植物生产类","4","低热度远缘方向","低热度远缘"
"安徽农业大学","安徽农业大学02","07","植物保护","植物生产类","4","低热度远缘方向","低热度远缘"
"安徽农业大学","安徽农业大学02","08","智慧农业","植物生产类","4","低热度远缘方向","低热度远缘"
"安徽农业大学","安徽农业大学02","09","园艺","植物生产类","4","低热度远缘方向","低热度远缘"
"安徽农业大学","安徽农业大学02","10","林学","林学类","4","低热度远缘方向","低热度远缘"
"安徽农业大学","安徽农业大学02","11","动物科学","动物生产类","4","低热度远缘方向","低热度远缘"
"安徽农业大学","安徽农业大学02","12","水产养殖学","水产类","4","低热度远缘方向","低热度远缘"
"安徽农业大学","安徽农业大学02","13","动物医学","动物医学类","4","低热度远缘方向","低热度远缘"
"安徽农业大学","安徽农业大学02","14","茶学","植物生产类","4","低热度远缘方向","低热度远缘"
"安徽农业大学","安徽农业大学02","15","食品科学与工程","食品科学与工程类","4","低热度远缘方向","低热度远缘"
"安徽农业大学","安徽农业大学02","16","食品营养与健康","食品科学与工程类","4","低热度远缘方向","低热度远缘"
"安徽农业大学","安徽农业大学02","17","生物科学","生物科学类","4","低热度远缘方向","理学基础"
"安徽农业大学","安徽农业大学02","18","生物技术","生物科学类","4","低热度远缘方向","理学基础"
"安徽农业大学","安徽农业大学02","19","生物制药","生物工程类","3","三梯队行业方向","三梯队"
"安徽农业大学","安徽农业大学02","20","合成生物学","生物工程类","4","低热度远缘方向","低热度远缘"
"安徽农业大学","安徽农业大学02","21","地理空间信息工程","测绘类","4","低热度远缘方向","低热度远缘"
"安徽农业大学","安徽农业大学02","22","生态学","生物科学类","4","低热度远缘方向","理学基础"
"安徽农业大学","安徽农业大学02","23","环境科学","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"安徽农业大学","安徽农业大学02","24","环境工程","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"安徽农业大学","安徽农业大学02","25","农业资源与环境","自然保护与环境生态类","4","低热度远缘方向","低热度远缘"
"安徽农业大学","安徽农业大学02","27","纺织工程","纺织类","4","低热度远缘方向","低热度远缘"
"安徽农业大学","安徽农业大学02","28","服装设计与工程","纺织类","4","低热度远缘方向","低热度远缘"
"安徽农业大学","安徽农业大学02","29","材料科学与工程","材料类","3","三梯队行业方向","材料"
"安徽工程大学","安徽工程大学01","02","高分子材料与工程(报考该专业有色觉要求,具体请查阅院校招生章程)","材料类","3","三梯队行业方向","材料"
"安徽工程大学","安徽工程大学01","03","材料科学与工程","材料类","3","三梯队行业方向","材料"
"安徽工程大学","安徽工程大学01","05","生物工程(报考该专业有色觉要求,具体请查阅院校招生章程)","生物工程类","4","低热度远缘方向","低热度远缘"
"安徽工程大学","安徽工程大学01","06","应用化学(报考该专业有色觉要求,具体请查阅院校招生章程)","化学类","4","低热度远缘方向","理学基础"
"安徽工程大学","安徽工程大学01","07","生物制药","生物工程类","3","三梯队行业方向","三梯队"
"安徽工程大学","安徽工程大学01","08","食品科学与工程(报考该专业有色觉要求,具体请查阅院校招生章程)","食品科学与工程类","4","低热度远缘方向","低热度远缘"
"安徽工程大学","安徽工程大学01","09","土木工程","土木类","4","低热度远缘方向","低热度远缘"
"安徽工程大学","安徽工程大学01","10","化学工程与工艺(报考该专业有色觉要求,具体请查阅院校招生章程)","化工与制药类","3","三梯队行业方向","理学基础"
"安徽工程大学","安徽工程大学01","11","给排水科学与工程","土木类","4","低热度远缘方向","低热度远缘"
"安徽师范大学","安徽师范大学04","26","心理学(师范)(以下专业除注明外在赭山校区学习)","心理学类","0","其他","理学基础"
"安徽师范大学","安徽师范大学05","28","数学与应用数学(师范)(以下专业在花津校区学习)","数学类","2","数学/物理","理学基础"
"安徽师范大学","安徽师范大学05","34","高分子材料与工程(以下专业在花津校区学习)","材料类","3","三梯队行业方向","材料"
"安徽师范大学","安徽师范大学05","35","新能源材料与器件(以下专业在花津校区学习)","材料类","3","三梯队行业方向","材料"
"安徽师范大学","安徽师范大学05","36","能源化学工程(以下专业在花津校区学习)","化工与制药类","3","三梯队行业方向","理学基础"
"安徽师范大学","安徽师范大学05","37","地理信息科学(以下专业在花津校区学习)","地理科学类","4","低热度远缘方向","理学基础"
"安徽师范大学","安徽师范大学05","38","生物科学(师范)(以下专业在花津校区学习)","生物科学类","4","低热度远缘方向","理学基础"
"安徽师范大学","安徽师范大学05","39","生物技术(以下专业在花津校区学习)","生物科学类","4","低热度远缘方向","理学基础"
"安徽师范大学","安徽师范大学05","40","食品科学与工程(以下专业在花津校区学习)","食品科学与工程类","4","低热度远缘方向","低热度远缘"
"安徽师范大学","安徽师范大学05","41","生物制药(以下专业在花津校区学习)","生物工程类","3","三梯队行业方向","三梯队"
"安徽师范大学","安徽师范大学05","42","合成生物学(以下专业在花津校区学习)","生物工程类","4","低热度远缘方向","低热度远缘"
"安徽师范大学","安徽师范大学05","43","生态学(以下专业在花津校区学习)","生物科学类","4","低热度远缘方向","理学基础"
"安徽师范大学","安徽师范大学05","44","环境工程(以下专业在花津校区学习)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"安徽师范大学","安徽师范大学05","45","环境科学(以下专业在花津校区学习)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"安徽财经大学","安徽财经大学04","17","数学与应用数学(以下专业除注明外在龙湖西校区学习)","数学类","2","数学/物理","理学基础"
"合肥大学","合肥大学05","15","数学与应用数学(师范)","数学类","2","数学/物理","理学基础"
"合肥大学","合肥大学05","17","环境工程","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"合肥大学","合肥大学05","18","食品科学与工程(报考该专业有色觉要求,具体请查阅院校招生章程)","食品科学与工程类","4","低热度远缘方向","低热度远缘"
"合肥大学","合肥大学05","19","生物工程(报考该专业有色觉要求,具体请查阅院校招生章程)","生物工程类","4","低热度远缘方向","低热度远缘"
"阜阳师范大学","阜阳师范大学03","09","数学与应用数学(师范)(西湖校区)","数学类","2","数学/物理","理学基础"
"皖西学院","皖西学院01","02","食品卫生与营养学","公共卫生与预防医学类","4","低热度远缘方向","低热度远缘"
"安徽理工大学","安徽理工大学04","07","数学与应用数学(以下专业除注明外在校本部学习)","数学类","2","数学/物理","理学基础"
"安徽理工大学","安徽理工大学04","08","应用物理学(以下专业除注明外在校本部学习)","物理学类","2","数学/物理","理学基础"
"安徽理工大学","安徽理工大学04","10","工程力学(以下专业除注明外在校本部学习)","力学类","3","三梯队行业方向","理学基础"
"安徽理工大学","安徽理工大学04","12","无机非金属材料工程(以下专业除注明外在校本部学习)","材料类","3","三梯队行业方向","材料"
"安徽理工大学","安徽理工大学04","13","高分子材料与工程(以下专业除注明外在校本部学习)","材料类","3","三梯队行业方向","材料"
"安徽理工大学","安徽理工大学04","14","智能材料与结构(以下专业除注明外在校本部学习)","材料类","3","三梯队行业方向","材料"
"安徽理工大学","安徽理工大学04","15","新能源科学与工程(合肥校区)(以下专业除注明外在校本部学习)","能源动力类","3","三梯队行业方向","能动"
"安徽理工大学","安徽理工大学04","20","土木工程(以下专业除注明外在校本部学习)","土木类","4","低热度远缘方向","低热度远缘"
"安徽理工大学","安徽理工大学04","21","智能建造(以下专业除注明外在校本部学习)","土木类","4","低热度远缘方向","低热度远缘"
"安徽理工大学","安徽理工大学04","23","遥感科学与技术(以下专业除注明外在校本部学习)","测绘类","4","低热度远缘方向","低热度远缘"
"安徽理工大学","安徽理工大学04","24","地理空间信息工程(以下专业除注明外在校本部学习)","测绘类","4","低热度远缘方向","低热度远缘"
"安徽理工大学","安徽理工大学04","25","化学工程与工艺(以下专业除注明外在校本部学习)","化工与制药类","3","三梯队行业方向","理学基础"
"安徽理工大学","安徽理工大学04","26","制药工程(以下专业除注明外在校本部学习)","化工与制药类","3","三梯队行业方向","三梯队"
"安徽理工大学","安徽理工大学04","27","地质工程(以下专业除注明外在校本部学习)","地质类","4","低热度远缘方向","低热度远缘"
"安徽理工大学","安徽理工大学04","28","采矿工程(以下专业除注明外在校本部学习)","矿业类","4","低热度远缘方向","低热度远缘"
"安徽理工大学","安徽理工大学04","29","矿物加工工程(以下专业除注明外在校本部学习)","矿业类","4","低热度远缘方向","低热度远缘"
"安徽理工大学","安徽理工大学04","30","交通工程(以下专业除注明外在校本部学习)","交通运输类","3","三梯队行业方向","三梯队"
"安徽理工大学","安徽理工大学04","31","弹药工程与爆炸技术(以下专业除注明外在校本部学习)","兵器类","3","三梯队行业方向","三梯队"
"安徽理工大学","安徽理工大学04","32","环境工程(以下专业除注明外在校本部学习)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"安徽理工大学","安徽理工大学04","33","安全工程(以下专业除注明外在校本部学习)","安全科学与工程类","4","低热度远缘方向","低热度远缘"
"安徽理工大学","安徽理工大学04","35","消防工程(以下专业除注明外在校本部学习)","公安技术类","4","低热度远缘方向","低热度远缘"
"宿州学院","宿州学院03","03","化学工程与工艺(以下专业在教育园区校区学习)","化工与制药类","3","三梯队行业方向","理学基础"
"宿州学院","宿州学院03","05","测绘工程(以下专业在教育园区校区学习)","测绘类","4","低热度远缘方向","低热度远缘"
"宿州学院","宿州学院03","06","生物技术(以下专业在教育园区校区学习)","生物科学类","4","低热度远缘方向","理学基础"
"宿州学院","宿州学院03","07","食品科学与工程(以下专业在教育园区校区学习)","食品科学与工程类","4","低热度远缘方向","低热度远缘"
"宿州学院","宿州学院03","09","地质工程(以下专业在教育园区校区学习)","地质类","4","低热度远缘方向","低热度远缘"
"淮北师范大学","淮北师范大学07","30","物理学(师范)(以下专业除注明外在相山校区学习)","物理学类","2","数学/物理","理学基础"
"淮北师范大学","淮北师范大学07","31","材料科学与工程(以下专业除注明外在相山校区学习)","材料类","3","三梯队行业方向","材料"
"淮北师范大学","淮北师范大学07","32","材料物理(以下专业除注明外在相山校区学习)","材料类","2","数学/物理","理学基础"
"淮北师范大学","淮北师范大学07","36","化学(师范)(以下专业除注明外在相山校区学习)","化学类","4","低热度远缘方向","理学基础"
"淮北师范大学","淮北师范大学07","37","应用化学(以下专业除注明外在相山校区学习)","化学类","4","低热度远缘方向","理学基础"
"淮北师范大学","淮北师范大学07","38","化学工程与工艺(以下专业除注明外在相山校区学习)","化工与制药类","3","三梯队行业方向","理学基础"
"淮北师范大学","淮北师范大学07","39","生物科学(师范)(以下专业除注明外在相山校区学习)","生物科学类","4","低热度远缘方向","理学基础"
"淮北师范大学","淮北师范大学07","40","生物工程(以下专业除注明外在相山校区学习)","生物工程类","4","低热度远缘方向","低热度远缘"
"淮北师范大学","淮北师范大学07","41","环境生态工程(以下专业除注明外在相山校区学习)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"淮北师范大学","淮北师范大学07","42","园艺(以下专业除注明外在相山校区学习)","植物生产类","4","低热度远缘方向","低热度远缘"
"淮北师范大学","淮北师范大学07","43","应用心理学(师范)(滨湖校区)(以下专业除注明外在相山校区学习)","心理学类","0","其他","理学基础"
"安徽工业大学","安徽工业大学03","07","冶金工程(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程,以下专业除注明外在佳山校区学习)","材料类","3","三梯队行业方向","材料"
"安徽工业大学","安徽工业大学03","08","材料科学与工程(秀山校区)(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程,以下专业除注明外在佳山校区学习)","材料类","3","三梯队行业方向","材料"
"安徽工业大学","安徽工业大学03","13","给排水科学与工程(秀山校区)(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程,以下专业除注明外在佳山校区学习)","土木类","4","低热度远缘方向","低热度远缘"
"安徽工业大学","安徽工业大学03","15","焊接技术与工程(秀山校区)(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程,以下专业除注明外在佳山校区学习)","材料类","3","三梯队行业方向","材料"
"安徽工业大学","安徽工业大学03","16","化学工程与工艺(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程,以下专业除注明外在佳山校区学习)","化工与制药类","3","三梯队行业方向","理学基础"
"安徽工业大学","安徽工业大学03","17","环境工程(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程,以下专业除注明外在佳山校区学习)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"安徽工业大学","安徽工业大学03","22","建筑环境与能源应用工程(秀山校区)(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程,以下专业除注明外在佳山校区学习)","土木类","4","低热度远缘方向","能动"
