key,M列专业板块,C列简化专业组名,风险等级,亲缘判断,院校专业组代码,完整专业类覆盖
历史|本科批|普洱学院|普洱学院01,文法教育,马理论组,低,同族,641901,马克思主义理论类
历史|本科批|文山学院|文山学院01,文法教育,中文组,低,同族,642001,中国语言文学类
物理|本科批|文山学院|文山学院02,理学基础,地理科学组,低,同族,642002,地理科学类
历史|提前本科批|云南警官学院|云南警官学院01,军警安全,公安学组,低,同族,642101,公安学类
物理|提前本科批|云南警官学院|云南警官学院02,军警安全,公安学组,低,同族,642102,公安学类
历史|本科批|西藏大学|西藏大学01,文法教育,法学组,低,同族,650101,法学类
历史|本科批|西藏大学|西藏大学02,文法教育,历史组,低,同族,650102,历史学类
物理|本科批|西藏大学|西藏大学03,经管商贸,工商管理组,低,同族,650103,工商管理类
物理|本科批|西藏大学|西藏大学04,机械能源,能源动力组,低,同族,650104,能源动力类
物理|本科批|西藏大学|西藏大学05,医药护理,临床组,低,同族,650105,临床医学类
历史|本科批|西藏民族大学|西藏民族大学01,文法教育,中文组,低,同族,650201,中国语言文学类
物理|本科批|西藏民族大学|西藏民族大学02,医药护理,临床组,低,同族,650202,临床医学类
历史|提前本科批|西北大学|西北大学01,文法教育、经管商贸,经管+文法组,低,相近混合,710101,外国语言文学类、图书情报与档案管理类
历史|本科批|西北大学|西北大学02,经管商贸、文法教育,经管+文法组,中,相近混合,710102,经济学类、历史学类、经济与贸易类、法学类、中国语言文学类、公共管理类
历史|本科批|西北大学|西北大学03,文法教育,历史组,低,同族,710103,历史学类
物理|提前本科批|西北大学|西北大学04,带电工科、生环食品,带电工科组（夹食品工程）,中,跨界混合,710104,计算机类、食品科学与工程类
物理|本科批|西北大学|西北大学05,经管商贸,金融组,低,同族,710105,金融学类
物理|本科批|西北大学|西北大学06,理学基础、化材药、地矿安全、生环食品、带电工科,大理工组（夹化学/地质学/化工制药）,高,大杂烩,710106,数学类、化学类、物理学类、地质学类、生物科学类、电子信息类、化工与制药类、生物工程类、食品科学与工程类
物理|本科批|西北大学|西北大学07,理学基础、带电工科,带电+理学组,低,相近混合,710107,物理学类、计算机类
物理|本科批|西北大学|西北大学08,文法教育,历史组,低,同族,710108,历史学类
物理|本科批|西北大学|西北大学09,医药护理,临床组,低,同族,710109,临床医学类
物理|本科批|西北大学|西北大学10,带电工科,计算机组,低,同族,710110,计算机类
物理|本科批|西北大学|西北大学11,理学基础,地理科学组,低,同族,710111,地理科学类
历史|本科批|西北工业大学|西北工业大学01,经管商贸、文法教育,经管+文法组,低,相近混合,710201,工商管理类、经济与贸易类、外国语言文学类
历史|本科批|西北工业大学|西北工业大学02,文法教育,马理论组,低,同族,710202,马克思主义理论类
物理|提前本科批|西北工业大学|西北工业大学03,理学基础、化材药、经管商贸,经管商贸组（含化学）,中,跨界混合,710203,数学类、化学类、管理科学与工程类
物理|本科批|西北工业大学|西北工业大学04,化材药,材料组,低,同族,710204,材料类
物理|本科批|西北工业大学|西北工业大学05,交通航空、带电工科,带电+交通组,低,相近混合,710205,航空航天类、海洋工程类、电子信息类、自动化类、计算机类
物理|本科批|西北工业大学|西北工业大学06,交通航空、军警安全、带电工科,带电+交通+军警组,中,跨界混合,710206,航空航天类、兵器类、电子信息类
物理|本科批|西北工业大学|西北工业大学07,带电工科、机械能源,带电+机械组,低,相近混合,710207,电子信息类、机械类
历史|提前本科批|陕西师范大学|陕西师范大学01,文法教育,历史组,低,同族,710301,历史学类
历史|本科批|陕西师范大学|陕西师范大学02,文法教育、经管商贸,文法教育组（夹公管）,中,相近混合,710302,中国语言文学类、外国语言文学类、新闻传播学类、历史学类、公共管理类
历史|本科批|陕西师范大学|陕西师范大学03,文法教育,马理论组,低,同族,710303,马克思主义理论类
物理|提前本科批|陕西师范大学|陕西师范大学04,理学基础、生环食品,理学基础组（含生物科学）,低,相近混合,710304,物理学类、生物科学类
物理|本科批|陕西师范大学|陕西师范大学05,经管商贸,经济组,低,同族,710305,经济学类
物理|本科批|陕西师范大学|陕西师范大学06,理学基础、化材药、生环食品、带电工科,大理工组（夹化学/生物科学/材料）,中,大杂烩,710306,数学类、物理学类、化学类、生物科学类、材料类、计算机类
物理|本科批|陕西师范大学|陕西师范大学07,带电工科、理学基础,带电+理学组,低,相近混合,710307,电子信息类、物理学类
物理|本科批|陕西师范大学|陕西师范大学08,文法教育,心理组,低,同族,710308,心理学类
物理|本科批|陕西师范大学|陕西师范大学09,理学基础,地理科学组,低,同族,710309,地理科学类
历史|提前本科批|西安交通大学|西安交通大学01,文法教育,外语组,低,同族,710401,外国语言文学类
历史|本科批|西安交通大学|西安交通大学02,试验班、文法教育、经管商贸,文法教育组（夹公管）,中,相近混合,710402,文科试验班类、新闻传播学类、公共管理类、法学类
历史|本科批|西安交通大学|西安交通大学03,文法教育,外语组,低,同族,710403,外国语言文学类
物理|提前本科批|西安交通大学|西安交通大学04,经管商贸,经济组,低,同族,710404,经济学类
物理|提前本科批|西安交通大学|西安交通大学05,试验班、化材药,化材药组,低,同族,710405,工科试验班类、化学类、理科试验班类
物理|提前本科批|西安交通大学|西安交通大学06,医药护理,医学试验班组,低,同族,710406,医学试验班类
物理|本科批|西安交通大学|西安交通大学07,经管商贸,经济组,低,同族,710407,经济学类
物理|本科批|西安交通大学|西安交通大学08,带电工科、机械能源、试验班,带电+机械组,低,相近混合,710408,电气类、能源动力类、自动化类、工科试验班类
物理|本科批|西安交通大学|西安交通大学09,机械能源、化材药,机械能源组（含材料）,低,跨界混合,710409,机械类、材料类
物理|本科批|西安交通大学|西安交通大学10,带电工科,电气组,低,同族,710410,电气类
物理|本科批|西安交通大学|西安交通大学11,医药护理,临床组,低,同族,710411,临床医学类
物理|本科批|西安交通大学|西安交通大学12,试验班,交叉学科组,低,同族,710412,交叉学科类
物理|本科批|西安交通大学|西安交通大学13,机械能源、土建测绘,机械能源组（含建筑）,中,相近混合,710413,机械类、建筑类
物理|本科批|西安交通大学|西安交通大学14,理学基础、带电工科、机械能源、试验班、经管商贸,大理工组（夹工商管理）,中,大杂烩,710414,物理学类、计算机类、电子信息类、能源动力类、工科试验班类、电气类、自动化类、理科试验班类、工商管理类
物理|本科批|西安交通大学|西安交通大学15,机械能源,核工程组,低,同族,710415,核工程类
物理|提前本科批|西安电子科技大学|西安电子科技大学01,带电工科、理学基础、医药护理、化材药,大理工组（夹材料）,中,大杂烩,710501,计算机类、自动化类、数学类、生物医学工程类、材料类
物理|本科批|西安电子科技大学|西安电子科技大学02,经管商贸,管工组,低,同族,710502,管理科学与工程类
物理|本科批|西安电子科技大学|西安电子科技大学03,带电工科,带电工科组,低,同族,710503,电子信息类、计算机类、自动化类
物理|本科批|西安电子科技大学|西安电子科技大学04,带电工科,计算机电子组,低,同族,710504,电子信息类、计算机类
物理|本科批|西安电子科技大学|西安电子科技大学05,带电工科,计算机电子组,低,同族,710505,计算机类、电子信息类
物理|本科批|西安电子科技大学|西安电子科技大学06,带电工科,电子信息组,低,同族,710506,电子信息类
历史|本科批|长安大学|长安大学01,艺术传媒,戏剧影视组,低,同族,710701,戏剧与影视学类
历史|本科批|长安大学|长安大学02,经管商贸、文法教育,文法教育组（夹工商管理/公管）,中,相近混合,710702,工商管理类、法学类、公共管理类、新闻传播学类、外国语言文学类
物理|提前本科批|长安大学|长安大学03,机械能源、土建测绘、地矿安全、带电工科,大理工组（夹土木）,高,大杂烩,710703,机械类、土木类、地质类、地球物理学类、地质学类、电气类
物理|本科批|长安大学|长安大学04,经管商贸、土建测绘,经管商贸组（含建筑）,中,跨界混合,710704,管理科学与工程类、经济学类、工商管理类、建筑类
物理|本科批|长安大学|长安大学05,试验班、带电工科、土建测绘、理学基础,带电工科组（夹测绘）,高,冷热混放,710705,工科试验班类、自动化类、计算机类、电子信息类、测绘类、数学类
物理|本科批|长安大学|长安大学06,交通航空、地矿安全、土建测绘、化材药、生环食品、试验班、机械能源、带电工科,大理工组（夹地质学/水利/环境）,高,大杂烩,710706,交通运输类、地质学类、水利类、化工与制药类、环境科学与工程类、工科试验班类、材料类、能源动力类、电气类
物理|本科批|长安大学|长安大学07,带电工科,电子信息组,低,同族,710707,电子信息类
物理|本科批|长安大学|长安大学08,试验班、机械能源、地矿安全、理学基础,理学基础组（含安全工程）,中,跨界混合,710708,工科试验班类、机械类、交叉学科类、安全科学与工程类、力学类、物理学类
物理|本科批|长安大学|长安大学09,土建测绘、机械能源、交通航空,机械能源组（含土木）,中,相近混合,710709,土木类、机械类、交通运输类
物理|本科批|长安大学|长安大学10,试验班、土建测绘、交通航空,土建测绘+交通组,中,相近混合,710710,工科试验班类、土木类、交通运输类
物理|本科批|西安建筑科技大学|西安建筑科技大学01,经管商贸,管工组,低,同族,710801,管理科学与工程类
物理|本科批|西安建筑科技大学|西安建筑科技大学02,土建测绘,建筑组,中,同族,710802,建筑类
物理|本科批|西安建筑科技大学|西安建筑科技大学03,生环食品,环境组,中,同族,710803,环境科学与工程类
物理|本科批|西安建筑科技大学|西安建筑科技大学04,带电工科、土建测绘,带电工科组（夹土木）,高,冷热混放,710804,电子信息类、土木类、计算机类
物理|本科批|西安建筑科技大学|西安建筑科技大学05,带电工科、机械能源、交通航空、土建测绘、化材药,大理工组（夹土木/材料/化工制药）,高,大杂烩,710805,电子信息类、自动化类、电气类、机械类、能源动力类、交通运输类、土木类、材料类、化工与制药类
历史|本科批|西北政法大学|西北政法大学01,文法教育,法学组,低,同族,710901,法学类
历史|本科批|西北政法大学|西北政法大学02,文法教育,法学组,低,同族,710902,法学类
物理|本科批|西北政法大学|西北政法大学03,文法教育,法学组,低,同族,710903,法学类
物理|本科批|西北政法大学|西北政法大学04,文法教育,法学组,低,同族,710904,法学类
历史|本科批|西安工程大学|西安工程大学01,艺术传媒,戏剧影视组,低,同族,711001,戏剧与影视学类
历史|本科批|西安工程大学|西安工程大学02,经管商贸,工商管理组,低,同族,711002,工商管理类
历史|本科批|西安工程大学|西安工程大学03,文法教育,外语组,低,同族,711003,外国语言文学类
物理|本科批|西安工程大学|西安工程大学04,生环食品,纺织组,中,同族,711004,纺织类
物理|本科批|西安工程大学|西安工程大学05,经管商贸,工商管理组,低,同族,711005,工商管理类
物理|本科批|西安工程大学|西安工程大学06,带电工科,电气组,低,同族,711006,电气类
物理|本科批|西安工程大学|西安工程大学07,化材药、生环食品,化材药组（含轻工）,中,相近混合,711007,化工与制药类、轻工类
物理|本科批|西安工程大学|西安工程大学08,带电工科,计算机电子组,低,同族,711008,计算机类、电子信息类
物理|本科批|西安工程大学|西安工程大学09,生环食品,纺织组,中,同族,711009,纺织类
物理|本科批|西安工程大学|西安工程大学10,生环食品,纺织组,中,同族,711010,纺织类
物理|本科批|西安工程大学|西安工程大学11,带电工科,电子信息组,低,同族,711011,电子信息类
物理|本科批|西安工程大学|西安工程大学12,土建测绘、生环食品,生环食品组（含土木）,中,跨界混合,711012,土木类、环境科学与工程类
物理|本科批|西安工程大学|西安工程大学13,带电工科,电气组,低,同族,711013,电气类
物理|本科批|西安工程大学|西安工程大学14,机械能源、带电工科,带电+机械组,低,相近混合,711014,机械类、自动化类
物理|本科批|西安工程大学|西安工程大学15,带电工科,计算机组,低,同族,711015,计算机类
物理|本科批|西安工程大学|西安工程大学16,化材药,材料组,低,同族,711016,材料类
物理|本科批|西安工程大学|西安工程大学17,理学基础,数学组,低,同族,711017,数学类
历史|本科批|西安财经大学|西安财经大学01,经管商贸、文法教育,经管+文法组,低,相近混合,711101,经济学类、工商管理类、外国语言文学类
物理|本科批|西安财经大学|西安财经大学02,经管商贸,金融组,低,同族,711102,金融学类
物理|本科批|西安财经大学|西安财经大学03,经管商贸,工商管理组,低,同族,711103,工商管理类
物理|本科批|西安财经大学|西安财经大学04,理学基础、带电工科,带电+理学组,低,相近混合,711104,统计学类、计算机类
物理|本科批|西安理工大学|西安理工大学01,经管商贸、机械能源,经管+机械混合组,低,跨界混合,711201,管理科学与工程类、工业工程类
物理|本科批|西安理工大学|西安理工大学02,带电工科、机械能源、化材药、理学基础、土建测绘、生环食品,大理工组（夹材料/水利/土木/化学等）,高,大杂烩,711202,自动化类、机械类、电气类、电子信息类、材料类、计算机类、数学类、仪器类、能源动力类、水利类、力学类、土木类、化学类、轻工类、环境科学与工程类
历史|本科批|西安石油大学|西安石油大学01,经管商贸、文法教育,经管+文法组,低,相近混合,711301,经济与贸易类、工商管理类、中国语言文学类、外国语言文学类
物理|本科批|西安石油大学|西安石油大学02,地矿安全、化材药,地矿安全组（含化学/化工制药）,中,跨界混合,711302,矿业类、地质学类、地质类、化学类、化工与制药类
物理|本科批|西安石油大学|西安石油大学03,地矿安全、化材药、机械能源,机械能源组（含矿业/化工制药/材料）,中,跨界混合,711303,矿业类、化工与制药类、仪器类、机械类、材料类
物理|本科批|西安石油大学|西安石油大学04,地矿安全、化材药、机械能源、带电工科,大理工组（夹矿业/地质工程/化工制药）,高,大杂烩,711304,矿业类、地质类、化工与制药类、仪器类、机械类、计算机类
物理|本科批|西安石油大学|西安石油大学05,带电工科、机械能源、化材药、地矿安全,大理工组（夹材料/安全工程）,高,大杂烩,711305,电气类、自动化类、机械类、材料类、电子信息类、计算机类、安全科学与工程类
历史|本科批|西安医学院|西安医学院01,经管商贸,公管组,低,同族,711401,公共管理类
历史|本科批|西安医学院|西安医学院02,医药护理,护理组,中,同族,711402,护理学类
物理|本科批|西安医学院|西安医学院03,医药护理,医学技术组,低,同族,711403,医学技术类
物理|本科批|西安医学院|西安医学院04,医药护理,护理组,中,同族,711404,护理学类
物理|本科批|西安医学院|西安医学院05,医药护理,护理组,中,同族,711405,护理学类
历史|本科批|西安工业大学|西安工业大学01,经管商贸,工商管理组,低,同族,711501,工商管理类
物理|本科批|西安工业大学|西安工业大学02,机械能源,工业工程组,低,同族,711502,工业工程类
物理|本科批|西安工业大学|西安工业大学03,理学基础、机械能源、化材药、带电工科、土建测绘、军警安全,大理工组（夹材料/土木）,高,大杂烩,711503,数学类、机械类、材料类、电子信息类、土木类、兵器类、仪器类、计算机类
物理|本科批|西安工业大学|西安工业大学04,机械能源、化材药,机械能源组（含材料）,低,跨界混合,711504,机械类、材料类
历史|本科批|西安邮电大学|西安邮电大学01,试验班,预科组,低,同族,711601,预科班类
物理|本科批|西安邮电大学|西安邮电大学02,试验班,预科组,低,同族,711602,预科班类
物理|本科批|西安邮电大学|西安邮电大学03,经管商贸,经管商贸组,低,同族,711603,经济学类、管理科学与工程类
物理|本科批|西安邮电大学|西安邮电大学04,带电工科,计算机组,低,同族,711604,计算机类
物理|本科批|西安邮电大学|西安邮电大学05,带电工科、军警安全、理学基础、化材药、机械能源,大理工组（夹材料）,中,大杂烩,711605,电子信息类、计算机类、兵器类、数学类、材料类、仪器类、自动化类
历史|提前本科批|西安外国语大学|西安外国语大学01,文法教育,外语组,低,同族,711701,外国语言文学类
历史|本科批|西安外国语大学|西安外国语大学02,经管商贸、文法教育,经管+文法组,中,相近混合,711702,经济学类、金融学类、经济与贸易类、中国语言文学类、外国语言文学类、新闻传播学类、工商管理类
物理|提前本科批|西安外国语大学|西安外国语大学03,文法教育,外语组,低,同族,711703,外国语言文学类
物理|本科批|西安外国语大学|西安外国语大学04,经管商贸、文法教育,经管+文法组,中,相近混合,711704,经济学类、金融学类、经济与贸易类、中国语言文学类、外国语言文学类、新闻传播学类
物理|本科批|西安外国语大学|西安外国语大学05,带电工科,电子信息组,低,同族,711705,电子信息类
历史|本科批|西安科技大学|西安科技大学01,经管商贸,工商管理组,低,同族,711801,工商管理类
物理|本科批|西安科技大学|西安科技大学02,经管商贸,物流组,低,同族,711802,物流管理与工程类
物理|本科批|西安科技大学|西安科技大学03,机械能源、带电工科、生环食品、土建测绘、化材药,大理工组（夹环境/测绘/材料/土木等）,高,大杂烩,711803,仪器类、电子信息类、计算机类、环境科学与工程类、测绘类、材料类、土木类、化工与制药类
物理|本科批|西安科技大学|西安科技大学04,理学基础,地理科学组,低,同族,711804,地理科学类
历史|本科批|西安音乐学院|西安音乐学院01,艺术传媒,艺术理论组,低,同族,712001,艺术学理论类
历史|本科批|西安文理学院|西安文理学院01,文法教育,外语组,低,同族,712201,外国语言文学类
历史|本科批|西安文理学院|西安文理学院02,文法教育,中文组,低,同族,712202,中国语言文学类
历史|本科批|西安文理学院|西安文理学院03,经管商贸、文法教育,经管+文法组,低,相近混合,712203,公共管理类、社会学类
物理|本科批|西安文理学院|西安文理学院04,土建测绘,测绘组,中,同族,712204,测绘类
物理|本科批|西安文理学院|西安文理学院05,化材药、生环食品,化材药组（含食品工程）,低,相近混合,712205,化学类、食品科学与工程类
物理|本科批|西安文理学院|西安文理学院06,生环食品,生物工程组,低,同族,712206,生物工程类
物理|本科批|西安文理学院|西安文理学院07,带电工科,计算机电子组,低,同族,712207,电子信息类、计算机类
物理|本科批|西安文理学院|西安文理学院08,带电工科,自动化组,低,同族,712208,自动化类
物理|本科批|西安航空学院|西安航空学院01,机械能源,机械组,低,同族,713101,机械类
物理|本科批|西安航空学院|西安航空学院02,带电工科,带电工科组,低,同族,713102,电气类、电子信息类
物理|本科批|西安航空学院|西安航空学院03,机械能源、带电工科、理学基础,带电+机械+理学组,中,相近混合,713103,机械类、自动化类、数学类
物理|本科批|西安航空学院|西安航空学院04,交通航空、机械能源,交通+机械组,低,相近混合,713104,航空航天类、机械类、交通运输类
物理|本科批|西安航空学院|西安航空学院05,带电工科,计算机组,低,同族,713105,计算机类
物理|本科批|陕西中医药大学|陕西中医药大学01,医药护理,中医组,低,同族,713801,中医学类
物理|本科批|陕西中医药大学|陕西中医药大学02,医药护理、化材药、试验班,医药+化材药组,中,相近混合,713802,临床医学类、中西医结合类、中药学类、药学类、交叉学科类、护理学类
历史|本科批|渭南师范学院|渭南师范学院01,文法教育,教育组,低,同族,714001,教育学类
历史|本科批|渭南师范学院|渭南师范学院02,文法教育,中文组,低,同族,714002,中国语言文学类
物理|本科批|渭南师范学院|渭南师范学院03,文法教育,文法教育组,低,同族,714003,教育学类、外国语言文学类
物理|本科批|渭南师范学院|渭南师范学院04,带电工科、理学基础,带电+理学组,低,相近混合,714004,电气类、电子信息类、数学类、物理学类
历史|本科批|西北农林科技大学|西北农林科技大学01,文法教育、经管商贸,文法教育组（夹公管）,中,相近混合,714101,法学类、公共管理类、外国语言文学类
物理|提前本科批|西北农林科技大学|西北农林科技大学02,农林动物,植物生产组,低,同族,714102,植物生产类
物理|本科批|西北农林科技大学|西北农林科技大学03,土建测绘,建筑组,中,同族,714103,建筑类
物理|本科批|西北农林科技大学|西北农林科技大学04,经管商贸,经管商贸组,低,同族,714104,经济学类、农业经济管理类、工商管理类、金融学类
物理|本科批|西北农林科技大学|西北农林科技大学05,经管商贸,农经管组,低,同族,714105,农业经济管理类
物理|本科批|西北农林科技大学|西北农林科技大学06,农林动物、生环食品、土建测绘,农林动物组（含环境/水利）,中,跨界混合,714106,林学类、林业工程类、环境科学与工程类、自然保护与环境生态类、水利类
物理|本科批|西北农林科技大学|西北农林科技大学07,农林动物,植物生产组,低,同族,714107,植物生产类
物理|本科批|西北农林科技大学|西北农林科技大学08,机械能源、农林动物、生环食品,农林动物组（含环境）,中,跨界混合,714108,机械类、农业工程类、植物生产类、环境科学与工程类
物理|本科批|西北农林科技大学|西北农林科技大学09,农林动物,农林动物组,低,同族,714109,动物生产类、水产类、草学类、动物医学类
物理|本科批|西北农林科技大学|西北农林科技大学10,带电工科,带电工科组,低,同族,714110,电气类、计算机类、电子信息类
物理|本科批|西北农林科技大学|西北农林科技大学11,化材药,化学组,低,同族,714111,化学类
物理|本科批|西北农林科技大学|西北农林科技大学12,生环食品,食品工程组,低,同族,714112,食品科学与工程类
物理|本科批|西北农林科技大学|西北农林科技大学13,生环食品,生物科学组,低,同族,714113,生物科学类
物理|本科批|西北农林科技大学|西北农林科技大学14,理学基础,地理科学组,低,同族,714114,地理科学类
历史|本科批|延安大学|延安大学01,文法教育,文法教育组,低,同族,714201,新闻传播学类、社会学类、外国语言文学类、心理学类
历史|本科批|延安大学|延安大学02,文法教育,马理论组,低,同族,714202,马克思主义理论类
物理|本科批|延安大学|延安大学03,经管商贸、文法教育,经管+文法组,低,相近混合,714203,工商管理类、经济学类、体育学类
物理|本科批|延安大学|延安大学04,带电工科、机械能源、生环食品、农林动物、土建测绘,大理工组（夹植物生产/土木）,高,大杂烩,714204,自动化类、机械类、生物科学类、植物生产类、环境科学与工程类、土木类
物理|本科批|延安大学|延安大学05,医药护理,医药护理组,低,同族,714205,临床医学类、医学技术类
历史|本科批|陕西学前师范学院|陕西学前师范学院01,文法教育,文法教育组,低,同族,715001,教育学类、心理学类
历史|本科批|陕西学前师范学院|陕西学前师范学院02,经管商贸、文法教育,经管+文法组,低,相近混合,715002,工商管理类、外国语言文学类
历史|本科批|陕西学前师范学院|陕西学前师范学院03,理学基础,地理科学组,低,同族,715003,地理科学类
物理|本科批|陕西学前师范学院|陕西学前师范学院04,文法教育,教育组,低,同族,715004,教育学类
物理|本科批|陕西学前师范学院|陕西学前师范学院05,带电工科、理学基础,带电+理学组,低,相近混合,715005,计算机类、数学类
物理|本科批|陕西学前师范学院|陕西学前师范学院06,理学基础,地理科学组,低,同族,715006,地理科学类
历史|本科批|陕西科技大学|陕西科技大学01,经管商贸,经管商贸组,低,同族,715101,经济与贸易类、工商管理类
物理|本科批|陕西科技大学|陕西科技大学02,经管商贸,经济组,低,同族,715102,经济学类
物理|本科批|陕西科技大学|陕西科技大学03,带电工科,电气组,低,同族,715103,电气类
物理|本科批|陕西科技大学|陕西科技大学04,机械能源,机械组,低,同族,715104,机械类
物理|本科批|陕西科技大学|陕西科技大学05,化材药,材料组,低,同族,715105,材料类
物理|本科批|陕西科技大学|陕西科技大学06,机械能源、带电工科,带电+机械组,低,相近混合,715106,机械类、计算机类
物理|本科批|陕西科技大学|陕西科技大学07,生环食品,轻工组,中,同族,715107,轻工类
物理|本科批|陕西科技大学|陕西科技大学08,化材药,化材药组,低,同族,715108,化学类、材料类
物理|本科批|陕西科技大学|陕西科技大学09,带电工科、理学基础,带电+理学组,低,相近混合,715109,计算机类、数学类
物理|本科批|陕西科技大学|陕西科技大学10,带电工科,自动化组,低,同族,715110,自动化类
物理|本科批|陕西科技大学|陕西科技大学11,化材药、生环食品,生环食品组（含化工制药）,低,相近混合,715111,化工与制药类、食品科学与工程类、生物工程类
历史|本科批|宝鸡文理学院|宝鸡文理学院01,文法教育、艺术传媒、经管商贸,文法教育组（含工商管理）,中,跨界混合,716201,哲学类、教育学类、新闻传播学类、历史学类、戏剧与影视学类、工商管理类
物理|本科批|宝鸡文理学院|宝鸡文理学院02,理学基础、机械能源、化材药、带电工科、土建测绘,大理工组（夹材料/化工制药/土木）,高,大杂烩,716202,数学类、物理学类、机械类、仪器类、材料类、电气类、电子信息类、自动化类、计算机类、化工与制药类、土木类
物理|本科批|宝鸡文理学院|宝鸡文理学院03,理学基础,地理科学组,低,同族,716203,地理科学类
历史|本科批|咸阳师范学院|咸阳师范学院01,文法教育,教育组,低,同族,716501,教育学类
物理|本科批|咸阳师范学院|咸阳师范学院02,经管商贸,经济组,低,同族,716502,经济学类
历史|本科批|商洛学院|商洛学院01,文法教育,马理论组,低,同族,716601,马克思主义理论类
物理|本科批|商洛学院|商洛学院02,带电工科、化材药,带电工科组（夹化工制药）,中,跨界混合,716602,电子信息类、电气类、化工与制药类
历史|本科批|陕西理工大学|陕西理工大学01,文法教育,文新外语组,低,同族,716701,中国语言文学类、外国语言文学类
历史|本科批|陕西理工大学|陕西理工大学02,文法教育、经管商贸,文法教育组（夹工商管理）,中,相近混合,716702,新闻传播学类、法学类、工商管理类
历史|本科批|陕西理工大学|陕西理工大学03,文法教育,文法教育组,低,同族,716703,教育学类、心理学类
历史|本科批|陕西理工大学|陕西理工大学04,土建测绘,建筑组,中,同族,716704,建筑类
历史|本科批|陕西理工大学|陕西理工大学05,文法教育,马理论组,低,同族,716705,马克思主义理论类
历史|本科批|陕西理工大学|陕西理工大学06,理学基础,地理科学组,低,同族,716706,地理科学类
物理|本科批|陕西理工大学|陕西理工大学07,文法教育,文法教育组,低,同族,716707,教育学类、心理学类
物理|本科批|陕西理工大学|陕西理工大学08,文法教育、经管商贸,经管+文法组,低,相近混合,716708,新闻传播学类、经济学类、工商管理类
物理|本科批|陕西理工大学|陕西理工大学09,土建测绘,土木组,中,同族,716709,土木类
物理|本科批|陕西理工大学|陕西理工大学10,化材药、生环食品,化材药组（含环境）,中,相近混合,716710,化学类、化工与制药类、环境科学与工程类
物理|本科批|陕西理工大学|陕西理工大学11,理学基础、带电工科,带电+理学组,低,相近混合,716711,数学类、统计学类、电子信息类、计算机类
物理|本科批|陕西理工大学|陕西理工大学12,带电工科,电气自动化组,低,同族,716712,电气类、自动化类
物理|本科批|陕西理工大学|陕西理工大学13,生环食品,生环食品组,低,同族,716713,生物科学类、食品科学与工程类
物理|本科批|陕西理工大学|陕西理工大学14,机械能源、化材药,机械能源组（含材料）,低,跨界混合,716714,机械类、材料类
物理|本科批|陕西理工大学|陕西理工大学15,理学基础、带电工科,带电+理学组,低,相近混合,716715,物理学类、电子信息类
物理|本科批|陕西理工大学|陕西理工大学16,机械能源,机械能源组,低,同族,716716,机械类、仪器类、能源动力类
物理|本科批|陕西理工大学|陕西理工大学17,文法教育,马理论组,低,同族,716717,马克思主义理论类
物理|本科批|陕西理工大学|陕西理工大学18,理学基础,地理科学组,低,同族,716718,地理科学类
历史|提前本科批|兰州大学|兰州大学01,文法教育,文法教育组,低,同族,720101,外国语言文学类、哲学类
历史|本科批|兰州大学|兰州大学02,文法教育,历史组,低,同族,720102,历史学类
历史|本科批|兰州大学|兰州大学03,文法教育,历史组,低,同族,720103,历史学类
历史|本科批|兰州大学|兰州大学04,经管商贸,经济组,低,同族,720104,经济学类
历史|本科批|兰州大学|兰州大学05,文法教育,文法教育组,低,同族,720105,中国语言文学类、历史学类、外国语言文学类
历史|本科批|兰州大学|兰州大学06,经管商贸、文法教育,经管+文法组,低,相近混合,720106,经济学类、工商管理类、法学类、新闻传播学类
历史|本科批|兰州大学|兰州大学07,文法教育,法政组,低,同族,720107,政治学类、马克思主义理论类
物理|提前本科批|兰州大学|兰州大学08,医药护理,公卫组,低,同族,720108,公共卫生与预防医学类
物理|本科批|兰州大学|兰州大学09,经管商贸,经管商贸组,低,同族,720109,经济学类、金融学类、工商管理类
物理|本科批|兰州大学|兰州大学10,理学基础,数理基础组,低,同族,720110,数学类、物理学类
物理|本科批|兰州大学|兰州大学11,化材药、生环食品,化材药组（含生物科学）,低,相近混合,720111,化学类、生物科学类
物理|本科批|兰州大学|兰州大学12,理学基础、带电工科,理学+带电组,中,相近混合,720112,数学类、物理学类、计算机类、电子信息类、大气科学类、力学类
物理|本科批|兰州大学|兰州大学13,化材药、生环食品、农林动物,化材药组（含生物科学/草学）,中,跨界混合,720113,化学类、生物科学类、草学类
物理|本科批|兰州大学|兰州大学14,带电工科、理学基础,带电+理学组,低,相近混合,720114,计算机类、电子信息类、数学类
物理|本科批|兰州大学|兰州大学15,理学基础、带电工科、化材药,理学基础组（夹材料）,中,跨界混合,720115,物理学类、电子信息类、材料类、统计学类、大气科学类
物理|本科批|兰州大学|兰州大学16,机械能源、化材药,机械能源组（含材料）,低,跨界混合,720116,核工程类、材料类
物理|本科批|兰州大学|兰州大学17,生环食品、化材药,化材药组（含生物科学）,低,相近混合,720117,生物科学类、化工与制药类、化学类
物理|本科批|兰州大学|兰州大学18,理学基础、生环食品、土建测绘、地矿安全,大理工组（夹环境/水利/地质学/地质工程）,高,大杂烩,720118,地理科学类、环境科学与工程类、水利类、大气科学类、地质学类、地质类
物理|本科批|兰州大学|兰州大学19,医药护理、化材药,医药+化材药组,低,相近混合,720119,临床医学类、口腔医学类、药学类
