院校,科类,批次,专业组,专业代码,专业名称,专业类,26计划,25分,25位次,风险类型
"广东海洋大学","物理","本科批","广东海洋大学02","11","船舶与海洋工程(海滨校区)(以下专业除注明外在湖光校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","海洋工程类","2","530","119386","刺客专业"
"广东海洋大学","物理","本科批","广东海洋大学02","13","动物科学(以下专业除注明外在湖光校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","动物生产类","1","537","109485","刺客专业"
"广东海洋大学","物理","本科批","广东海洋大学02","17","生物科学(与广东医科大学联合学士学位培养)(以下专业除注明外在湖光校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","生物科学类","1","","","刺客专业"
"广东海洋大学","物理","本科批","广东海洋大学03","21","船舶与海洋工程(中外合作办学)","海洋工程类","2","522","130716","刺客专业"
"深圳大学","历史","本科批","深圳大学01","05","历史学(粤海校区)(学费拟按5510-6061元/年收费,以广东省物价部门批复为准)(以下专业除注明外在丽湖校区学习)","历史学类","1","601","5301","刺客专业"
"北师香港浸会大学","历史","本科批","北师香港浸会大学01","03","英语(只招英语考生)(该校要求报考该专业英语成绩不低于100分)(以下专业在广东省珠海市学习,报考以下专业须查阅院校招生章程,英文授课,非英语语种考生慎重报考)(中外合作办学)","外国语言文学类","2","560","18814","刺客专业"
"北师香港浸会大学","物理","本科批","北师香港浸会大学02","08","食品科学与工程(以下专业在广东省珠海市学习,报考以下专业须查阅院校招生章程,英文授课,非英语语种考生慎重报考)(中外合作办学)","食品科学与工程类","3","577","57592","刺客专业"
"北师香港浸会大学","物理","本科批","北师香港浸会大学02","09","环境科学(以下专业在广东省珠海市学习,报考以下专业须查阅院校招生章程,英文授课,非英语语种考生慎重报考)(中外合作办学)","环境科学与工程类","1","","","刺客专业"
"深圳北理莫斯科大学","物理","提前本科批","深圳北理莫斯科大学03","08","化学(报考该专业有色觉要求,详询院校)(以下专业只招收该校测试合格的考生,具体培养模式等要求,须查阅院校招生章程并详询院校)(中外合作办学)","化学类","2","","","刺客专业"
"深圳北理莫斯科大学","物理","提前本科批","深圳北理莫斯科大学03","09","自然地理与资源环境(以下专业只招收该校测试合格的考生,具体培养模式等要求,须查阅院校招生章程并详询院校)(中外合作办学)","地理科学类","2","","","刺客专业"
"深圳北理莫斯科大学","物理","提前本科批","深圳北理莫斯科大学03","10","生物科学(俄语教学)(报考该专业有色觉要求,详询院校)(以下专业只招收该校测试合格的考生,具体培养模式等要求,须查阅院校招生章程并详询院校)(中外合作办学)","生物科学类","2","","","刺客专业"
"深圳北理莫斯科大学","物理","提前本科批","深圳北理莫斯科大学03","15","生物科学(英语教学)(报考该专业有色觉要求,详询院校)(以下专业只招收该校测试合格的考生,具体培养模式等要求,须查阅院校招生章程并详询院校)(中外合作办学)","生物科学类","2","","","刺客专业"
"北部湾大学","物理","提前本科批","北部湾大学01","01","航海技术(报考该专业组有视力、色觉等要求,具体请查阅院校招生章程)","交通运输类","2","554","86193","刺客专业"
"北部湾大学","物理","提前本科批","北部湾大学01","02","轮机工程(报考该专业组有视力、色觉等要求,具体请查阅院校招生章程)","交通运输类","2","556","83618","刺客专业"
"广西师范大学","历史","本科批","广西师范大学02","03","历史学(师范)(三城校区)(以下专业除注明外在雁山校区学习)","历史学类","2","552","22328","刺客专业"
"广西师范大学","历史","本科批","广西师范大学02","05","劳动与社会保障(以下专业除注明外在雁山校区学习)","公共管理类","2","549","23720","刺客专业"
"广西师范大学","历史","本科批","广西师范大学02","08","英语(只招英语考生)(师范)(口)(以下专业除注明外在雁山校区学习)","外国语言文学类","2","551","22802","刺客专业"
"广西师范大学","物理","本科批","广西师范大学03","11","行政管理(以下专业在雁山校区学习)","公共管理类","2","","","刺客专业"
"广西师范大学","物理","本科批","广西师范大学05","16","化学(师范)(育才校区)(以下专业除注明外在雁山校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","化学类","2","530","119386","刺客专业"
"广西民族师范学院","物理","本科批","广西民族师范学院02","06","化学(师范)(报考该专业组部分专业有色觉要求,详询院校)","化学类","3","503","157260","刺客专业"
"广西民族师范学院","物理","本科批","广西民族师范学院02","08","生物科学(师范)(报考该专业组部分专业有色觉要求,详询院校)","生物科学类","3","497","165226","刺客专业"
"广西民族师范学院","物理","本科批","广西民族师范学院02","09","食品科学与工程(报考该专业组部分专业有色觉要求,详询院校)","食品科学与工程类","3","497","165226","刺客专业"
"贺州学院","物理","本科批","贺州学院03","09","食品质量与安全","食品科学与工程类","3","499","162613","刺客专业"
"广西科技大学","物理","本科批","广西科技大学03","14","纺织工程(柳石校区)","纺织类","2","","","刺客专业"
"广西科技大学","物理","本科批","广西科技大学03","16","交通运输(应用本科)(柳东校区)","交通运输类","2","","","刺客专业"
"广西民族大学","历史","本科批","广西民族大学01","01","行政管理(第一学年在武鸣校区学习,第二学年起在相思湖校区学习)(以下专业除注明外在武鸣校区学习)","公共管理类","1","","","刺客专业"
"广西民族大学","历史","本科批","广西民族大学01","04","英语(只招英语考生)(口)(第一学年在武鸣校区学习,第二学年起在相思湖校区学习)(以下专业除注明外在武鸣校区学习)","外国语言文学类","1","557","20076","刺客专业"
"广西民族大学","历史","本科批","广西民族大学01","05","翻译(只招英语考生)(口)(第一学年在武鸣校区学习,第二学年起在相思湖校区学习)(以下专业除注明外在武鸣校区学习)","外国语言文学类","2","556","20494","刺客专业"
"广西民族大学","历史","本科批","广西民族大学01","06","越南语(思源湖校区)(报考该专业须查阅院校招生章程)(以下专业除注明外在武鸣校区学习)","外国语言文学类","1","541","27431","刺客专业"
"广西民族大学","历史","本科批","广西民族大学01","07","印度尼西亚语(思源湖校区)(报考该专业须查阅院校招生章程)(以下专业除注明外在武鸣校区学习)","外国语言文学类","2","542","26983","刺客专业"
"广西民族大学","历史","本科批","广西民族大学01","10","档案学(以下专业除注明外在武鸣校区学习)","图书情报与档案管理类","1","","","刺客专业"
"广西民族大学","物理","本科批","广西民族大学03","18","英语(只招英语考生)(口)(第一学年在武鸣校区学习,第二学年起在相思湖校区学习)(以下专业除注明外在思源湖校区学习)","外国语言文学类","2","","","刺客专业"
"广西民族大学","物理","本科批","广西民族大学03","19","翻译(只招英语考生)(口)(第一学年在武鸣校区学习,第二学年起在相思湖校区学习)(以下专业除注明外在思源湖校区学习)","外国语言文学类","1","","","刺客专业"
"广西民族大学","物理","本科批","广西民族大学03","22","建筑学(武鸣校区)(以下专业除注明外在思源湖校区学习)","建筑类","1","","","刺客专业"
"河池学院","物理","本科批","河池学院01","01","应用化学(以下专业在龙江校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","化学类","5","493","170583","刺客专业"
"梧州学院","物理","本科批","梧州学院03","15","茶学(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","植物生产类","1","499","162613","刺客专业"
"海南大学","历史","本科批","海南大学02","09","英语(只招英语考生)(海甸校区)(以下专业除注明外在观澜湖校区学习)","外国语言文学类","2","590","8107","刺客专业"
"海南大学","历史","本科批","海南大学02","11","农林经济管理(儋州校区)(以下专业除注明外在观澜湖校区学习)","农业经济管理类","6","591","7819","刺客专业"
"海南大学","历史","本科批","海南大学02","12","乡村治理(儋州校区)(以下专业除注明外在观澜湖校区学习)","农业经济管理类","2","","","刺客专业"
"海南大学","物理","本科批","海南大学09","23","化学(以下专业除注明外在海甸校区学习)","化学类","2","598","35804","刺客专业"
"海南大学","物理","本科批","海南大学09","36","海洋工程与技术(第一、二学年在海甸校区学习,第三学年起在三亚崖州校区学习)(以下专业除注明外在海甸校区学习)","海洋工程类","2","597","36725","刺客专业"
"海南大学","物理","本科批","海南大学09","37","环境科学(以下专业除注明外在海甸校区学习)","环境科学与工程类","2","599","34889","刺客专业"
"海南大学","物理","本科批","海南大学09","38","生物医学工程(第一、二学年在海甸校区学习,第三学年起在三亚崖州校区学习)(以下专业除注明外在海甸校区学习)","生物医学工程类","2","597","36725","刺客专业"
"海南师范大学","历史","本科批","海南师范大学05","06","日语(以下专业在桂林洋校区学习)","外国语言文学类","2","548","24176","刺客专业"
"海南师范大学","历史","本科批","海南师范大学05","07","历史学(师范)(以下专业在桂林洋校区学习)","历史学类","3","558","19647","刺客专业"
"海南医科大学","物理","本科批","海南医科大学06","18","生物统计学","统计学类","2","535","112294","刺客专业"
"海南热带海洋学院","物理","本科批","海南热带海洋学院07","21","化学(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","化学类","2","496","166592","刺客专业"
"海南热带海洋学院","物理","本科批","海南热带海洋学院07","22","海洋科学(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","海洋科学类","2","501","159920","刺客专业"
"海南热带海洋学院","物理","本科批","海南热带海洋学院07","23","海洋技术(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","海洋科学类","2","499","162613","刺客专业"
"海南热带海洋学院","物理","本科批","海南热带海洋学院07","24","海洋资源与环境(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","海洋科学类","2","498","163927","刺客专业"
"海南热带海洋学院","物理","本科批","海南热带海洋学院07","25","生物科学(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","生物科学类","2","498","163927","刺客专业"
"海南热带海洋学院","物理","本科批","海南热带海洋学院07","26","生态学(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","生物科学类","2","495","167922","刺客专业"
"海南热带海洋学院","物理","本科批","海南热带海洋学院07","33","轮机工程(陆上方向)(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","交通运输类","2","503","157260","刺客专业"
"海南热带海洋学院","物理","本科批","海南热带海洋学院07","34","智慧海洋技术(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","海洋工程类","2","","","刺客专业"
"海南热带海洋学院","物理","本科批","海南热带海洋学院07","36","食品科学与工程(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","食品科学与工程类","1","495","167922","刺客专业"
"海南热带海洋学院","物理","本科批","海南热带海洋学院07","37","食品质量与安全(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","食品科学与工程类","2","495","167922","刺客专业"
"海南热带海洋学院","物理","本科批","海南热带海洋学院07","38","食品营养与健康(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","食品科学与工程类","1","","","刺客专业"
"琼台师范学院","物理","本科批","琼台师范学院04","06","生物科学(桂林洋校区)(报考该专业组有色觉要求,具体请查阅院校招生章程)","生物科学类","2","503","157260","刺客专业"
"四川大学","历史","本科批","四川大学02","02","哲学(拔尖计划)(以下专业在江安校区学习)","哲学类","3","623","1796","刺客专业"
"四川大学","历史","本科批","四川大学02","07","外国语言文学类(旦语、西班牙语、法语、俄语、英语、英语(英语+法学双学士学位)、波兰语)(以下专业在江安校区学习)","外国语言文学类","6","623","1796","刺客专业"
"四川大学","历史","本科批","四川大学02","08","公共管理类(行政管理、劳动与社会保障、土地资源管理、信息资源管理、社会工作)(以下专业在江安校区学习)","公共管理类","6","628","1338","刺客专业"
"四川大学","物理","本科批","四川大学14","28","化学类(化学、应用化学)(以下专业在江安校区学习)","化学类","8","638","8363","刺客专业"
"四川大学","物理","本科批","四川大学14","29","生物科学类(生物科学、生态学、生物科学(计算生物学双学士学位))(以下专业在江安校区学习)","生物科学类","8","641","7122","刺客专业"
"西南交通大学","历史","本科批","西南交通大学02","08","公共事业管理(以下专业除注明外在九里校区学习)","公共管理类","2","596","6527","刺客专业"
"西南交通大学","物理","本科批","西南交通大学10","32","化学(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在犀浦校区学习)","化学类","2","605","29639","刺客专业"
"西南交通大学","物理","本科批","西南交通大学10","33","生物信息学(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在犀浦校区学习)","生物科学类","2","620","18320","刺客专业"
"西南交通大学","物理","本科批","西南交通大学14","54","建筑学(建筑学+数据科学与大数据技术双学士学位)(以下专业在犀浦校区学习)","建筑类","3","619","19005","刺客专业"
"西南民族大学","历史","本科批","西南民族大学01","02","历史学类(历史学、文物与博物馆学)(武侯校区)(以下专业除注明外在航空港校区学习)","历史学类","3","577","12245","刺客专业"
"成都理工大学","物理","本科批","成都理工大学08","16","环境科学与工程(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在宜宾校区学习)","环境科学与工程类","2","591","42526","刺客专业"
"成都理工大学","物理","本科批","成都理工大学09","22","行星科学(以下专业在校本部学习)","地球物理学类","1","","","刺客专业"
"成都理工大学","物理","本科批","成都理工大学09","23","空间科学与技术(以下专业在校本部学习)","地球物理学类","2","594","39621","刺客专业"
"成都信息工程大学","物理","本科批","成都信息工程大学02","11","遥感科学与技术(以下专业除注明外在航空港校区学习)","测绘类","2","586","47687","刺客专业"
"西华大学","物理","本科批","西华大学03","07","化学","化学类","3","540","105342","刺客专业"
"四川农业大学","物理","本科批","四川农业大学02","04","环境科学(以下专业除注明外在成都校区学习)","环境科学与工程类","2","591","42526","刺客专业"
"四川农业大学","物理","本科批","四川农业大学02","05","食品科学与工程(以下专业除注明外在成都校区学习)","食品科学与工程类","3","592","41600","刺客专业"
"成都大学","物理","本科批","成都大学05","08","食品质量与安全","食品科学与工程类","2","562","75838","刺客专业"
"西南科技大学","物理","本科批","西南科技大学07","15","应用化学(青义校区)","化学类","3","542","102527","刺客专业"
"四川师范大学","物理","本科批","四川师范大学05","09","化学(师范)(师子山校区)(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业除注明外在成龙校区学习)","化学类","2","551","90194","刺客专业"
"四川师范大学","物理","本科批","四川师范大学05","13","安全工程(智慧安全)(以下专业除注明外在成龙校区学习)","安全科学与工程类","2","","","刺客专业"
"四川师范大学","物理","本科批","四川师范大学05","14","安全工程(能源安全)(以下专业除注明外在成龙校区学习)","安全科学与工程类","2","","","刺客专业"
"西南石油大学","物理","本科批","西南石油大学02","02","石油工程","矿业类","4","601","33070","刺客专业"
"西南石油大学","物理","本科批","西南石油大学02","03","油气储运工程(报考该专业有色觉要求,具体请查阅院校招生章程)","矿业类","2","601","33070","刺客专业"
"西南石油大学","物理","本科批","西南石油大学02","04","资源勘查工程(报考该专业有色觉要求,具体请查阅院校招生章程)","地质类","2","598","35804","刺客专业"
"西南石油大学","物理","本科批","西南石油大学02","05","勘查技术与工程","地质类","2","597","36725","刺客专业"
"西南石油大学","物理","本科批","西南石油大学02","07","应用化学(报考该专业有色觉要求,具体请查阅院校招生章程)","化学类","2","596","37721","刺客专业"
"成都轻工职业技术大学","物理","本科批","成都轻工职业技术大学01","02","服装工程技术(犀浦校区)","纺织服装类","2","","","刺客专业"
"西南大学","历史","本科批","西南大学02","02","历史学","历史学类","1","","","刺客专业"
"西南大学","历史","本科批","西南大学02","05","公共管理类(行政管理、文化产业管理、社会工作)","公共管理类","1","601","5301","刺客专业"
"西南大学","物理","本科批","西南大学10","25","公共管理类(行政管理、文化产业管理、社会工作)","公共管理类","1","600","33986","刺客专业"
"西南大学","物理","本科批","西南大学14","40","环境科学与工程(报考该专业有色觉要求,具体请查阅院校招生章程)","环境科学与工程类","2","609","26331","刺客专业"
"西南大学","物理","本科批","西南大学14","43","食品科学与工程类(食品科学与工程、食品质量与安全)","食品科学与工程类","2","609","26331","刺客专业"
"西南政法大学","历史","提前本科批","西南政法大学02","03","英语(只招英语考生)(两江校区)(高校专项计划)","外国语言文学类","1","620","2131","刺客专业"
"西南政法大学","历史","本科批","西南政法大学05","15","德语(法律德语实验班)(以下专业在两江校区学习)","外国语言文学类","2","610","3606","刺客专业"
"重庆工商大学","历史","本科批","重庆工商大学02","08","土地资源管理(以下专业在南岸校区学习)","公共管理类","2","","","刺客专业"
"重庆工商大学","历史","本科批","重庆工商大学02","09","商务英语(只招英语考生)(该校要求报考该专业英语成绩不低于110分)(以下专业在南岸校区学习)","外国语言文学类","2","558","19647","刺客专业"
"重庆工商大学","历史","本科批","重庆工商大学02","10","法语(该校要求报考该专业外语成绩不低于110分)(以下专业在南岸校区学习)","外国语言文学类","2","557","20076","刺客专业"
"重庆工商大学","物理","本科批","重庆工商大学03","17","劳动与社会保障(以下专业除注明外在南岸校区学习)","公共管理类","2","","","刺客专业"
"重庆工商大学","物理","本科批","重庆工商大学03","18","商务英语(只招英语考生)(该校要求报考该专业英语成绩不低于110分)(以下专业除注明外在南岸校区学习)","外国语言文学类","2","548","94330","刺客专业"
"重庆工商大学","物理","本科批","重庆工商大学05","24","食品科学与工程(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业除注明外在茶园校区学习)","食品科学与工程类","4","549","92972","刺客专业"
"重庆交通大学","物理","本科批","重庆交通大学05","18","交通运输(以下专业除注明外第一、二学年在科学城校区学习,第三学年起在南岸校区学习)","交通运输类","3","","","刺客专业"
"重庆交通大学","物理","本科批","重庆交通大学05","19","交通工程(以下专业除注明外第一、二学年在科学城校区学习,第三学年起在南岸校区学习)","交通运输类","3","","","刺客专业"
"重庆交通大学","物理","本科批","重庆交通大学05","20","智慧交通(以下专业除注明外第一、二学年在科学城校区学习,第三学年起在南岸校区学习)","交通运输类","3","549","92972","刺客专业"
"重庆交通大学","物理","本科批","重庆交通大学05","24","船舶与海洋工程(科学城校区)(以下专业除注明外第一、二学年在科学城校区学习,第三学年起在南岸校区学习)","海洋工程类","3","548","94330","刺客专业"
"重庆交通大学","物理","本科批","重庆交通大学05","32","测绘工程(科学城校区)(以下专业除注明外第一、二学年在科学城校区学习,第三学年起在南岸校区学习)","测绘类","3","548","94330","刺客专业"
"重庆三峡科技大学","物理","本科批","重庆三峡科技大学04","14","食品科学与工程(以下专业在百安校区学习)","食品科学与工程类","2","514","142069","刺客专业"
"重庆三峡科技大学","物理","本科批","重庆三峡科技大学04","18","智慧农业(以下专业在百安校区学习)","植物生产类","3","512","144773","刺客专业"
"重庆三峡科技大学","物理","本科批","重庆三峡科技大学04","25","环保设备工程(以下专业在百安校区学习)","环境科学与工程类","3","512","144773","刺客专业"
"重庆三峡科技大学","物理","本科批","重庆三峡科技大学04","26","安全工程(以下专业在百安校区学习)","安全科学与工程类","2","512","144773","刺客专业"
"重庆文理学院","物理","本科批","重庆文理学院02","08","生物技术(星湖校区)(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业除注明外在红河校区学习)","生物科学类","2","519","134946","刺客专业"
"重庆科技大学","物理","本科批","重庆科技大学05","11","石油工程(以下专业在智慧创新中心校区学习)","矿业类","5","548","94330","刺客专业"
"贵阳学院","物理","本科批","贵阳学院01","07","环境生态工程","环境科学与工程类","2","501","159920","刺客专业"
"云南师范大学","物理","本科批","云南师范大学04","07","化学(师范)(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在呈贡主校区学习)","化学类","3","526","125022","刺客专业"
"云南师范大学","物理","本科批","云南师范大学04","08","生物科学(师范)(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在呈贡主校区学习)","生物科学类","2","","","刺客专业"
"昆明理工大学","物理","本科批","昆明理工大学05","15","交通运输(报考该专业须详询院校)(以下专业除注明外在呈贡校区学习)","交通运输类","3","546","96974","刺客专业"
"昆明理工大学","物理","本科批","昆明理工大学05","16","交通工程(报考该专业须详询院校)(以下专业除注明外在呈贡校区学习)","交通运输类","3","545","98332","刺客专业"
"云南农业大学","物理","本科批","云南农业大学04","04","环境科学与工程(以下专业在校本部学习)","环境科学与工程类","2","","","刺客专业"
"云南农业大学","物理","本科批","云南农业大学04","05","食品科学与工程(以下专业在校本部学习)","食品科学与工程类","2","532","116555","刺客专业"
"云南农业大学","物理","本科批","云南农业大学04","06","香料香精技术与工程(以下专业在校本部学习)","轻工类","2","","","刺客专业"
"云南农业大学","物理","本科批","云南农业大学04","09","应用化学(以下专业在校本部学习)","化学类","2","","","刺客专业"
"云南农业大学","物理","本科批","云南农业大学04","12","咖啡科学与工程(以下专业在校本部学习)","食品科学与工程类","2","541","103950","刺客专业"
"昆明学院","物理","本科批","昆明学院03","11","动物医学(报考该专业有色觉要求,具体请查阅院校招生章程)","动物医学类","2","526","125022","刺客专业"
"昆明学院","物理","本科批","昆明学院03","13","生物科学(师范)(报考该专业有色觉要求,具体请查阅院校招生章程)","生物科学类","2","509","148937","刺客专业"
"昆明学院","物理","本科批","昆明学院03","14","智慧农业","植物生产类","2","507","151738","刺客专业"
"大理大学","物理","本科批","大理大学05","16","食品质量与安全(以下专业在校本部学习)","食品科学与工程类","2","527","123540","刺客专业"
"大理大学","物理","本科批","大理大学05","17","环境科学(以下专业在校本部学习)","环境科学与工程类","2","","","刺客专业"
"红河学院","物理","本科批","红河学院03","19","生物科学","生物科学类","2","498","163927","刺客专业"
"红河学院","物理","本科批","红河学院03","20","食品质量与安全","食品科学与工程类","2","499","162613","刺客专业"
"红河学院","物理","本科批","红河学院03","21","化学","化学类","2","498","163927","刺客专业"
"西北大学","历史","本科批","西北大学02","04","历史学(基地班)(以下专业在太白校区学习)","历史学类","2","603","4890","刺客专业"
"西北大学","历史","本科批","西北大学02","08","公共管理类(行政管理、人力资源管理、劳动与社会保障)(以下专业在太白校区学习)","公共管理类","2","597","6277","刺客专业"
"西北大学","物理","提前本科批","西北大学04","11","食品科学与工程(太白校区)(高校专项计划)","食品科学与工程类","1","","","刺客专业"
"西北大学","物理","本科批","西北大学06","14","化学(国家拔尖学生培养基地)(以下专业除注明外在长安校区学习)","化学类","2","607","27966","刺客专业"
"西北大学","物理","本科批","西北大学06","17","地质学(基地班)(以下专业除注明外在长安校区学习)","地质学类","2","607","27966","刺客专业"
"西北大学","物理","本科批","西北大学06","18","生物科学(太白校区)(基地班)(以下专业除注明外在长安校区学习)","生物科学类","2","608","27151","刺客专业"
"西北大学","物理","本科批","西北大学06","22","食品科学与工程(太白校区)(以下专业除注明外在长安校区学习)","食品科学与工程类","3","606","28842","刺客专业"
"西北工业大学","物理","本科批","西北工业大学05","20","海洋工程类(黄震中海洋班)(船舶与海洋工程、水声工程、信息工程)(专业分流时,100%类内专业任选)(以下专业在长安校区学习)","海洋工程类","5","653","3282","刺客专业"
"西北工业大学","物理","本科批","西北工业大学05","21","海洋工程类(水下智能系统)(船舶与海洋工程、水声工程、信息工程、海洋工程与技术)(专业分流时,100%类内专业任选)(以下专业在长安校区学习)","海洋工程类","4","650","4083","刺客专业"
"陕西师范大学","物理","本科批","陕西师范大学06","13","化学类(化学(师范)、化学(笃学班)、化学(创新实验班)、应用化学)(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程,以下专业在雁塔校区学习)","化学类","3","602","32191","刺客专业"
"陕西师范大学","物理","本科批","陕西师范大学06","14","生物科学类(生物科学(师范)、生物科学(理科基地班)、生物技术(哲民班))(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程,以下专业在雁塔校区学习)","生物科学类","5","599","34889","刺客专业"
"西安交通大学","历史","本科批","西安交通大学02","04","公共管理类(行政管理、劳动与社会保障)(以下专业在兴庆校区学习)","公共管理类","2","630","1172","刺客专业"
"西安电子科技大学","物理","提前本科批","西安电子科技大学01","04","生物医学工程类(电子信息交叉融合培养)(生物医学工程、智能医学工程)(以下专业在长安校区学习)(高校专项计划)","生物医学工程类","2","","","刺客专业"
"长安大学","历史","本科批","长安大学02","04","行政管理(含应急管理方向)(以下专业除注明外在南校区学习)","公共管理类","1","591","7819","刺客专业"
"长安大学","历史","本科批","长安大学02","06","英语(北校区)(以下专业除注明外在南校区学习)","外国语言文学类","2","596","6527","刺客专业"
"长安大学","物理","提前本科批","长安大学03","09","地质工程(以下专业除注明外在北校区学习)(高校专项计划)","地质类","1","","","刺客专业"
"长安大学","物理","提前本科批","长安大学03","10","地球物理学类(地球物理与智能探测)(地球物理学、勘查技术与工程)(本专业类内分流任选)(以下专业除注明外在北校区学习)(高校专项计划)","地球物理学类","2","","","刺客专业"
"长安大学","物理","提前本科批","长安大学03","11","地质学类(地质学、资源勘查工程、矿物加工工程、碳储科学与工程)(本专业类内分流任选)(以下专业除注明外在北校区学习)(高校专项计划)","地质学类","2","","","刺客专业"
"长安大学","物理","本科批","长安大学05","25","测绘类(测绘与空天信息)(测绘工程、遥感科学与技术、地理空间信息工程)(本专业类内分流任选)(以下专业除注明外在北校区学习)","测绘类","6","609","26331","刺客专业"
"长安大学","物理","本科批","长安大学06","27","交通能源融合工程(以下专业在北校区学习)","交通运输类","1","","","刺客专业"
"长安大学","物理","本科批","长安大学06","28","地质学类(地质学、资源勘查工程、矿物加工工程、碳储科学与工程)(本专业类内分流任选)(以下专业在北校区学习)","地质学类","3","605","29639","刺客专业"
"西安建筑科技大学","物理","本科批","西安建筑科技大学05","16","智慧交通(以下专业在草堂校区学习)","交通运输类","3","","","刺客专业"
"西安建筑科技大学","物理","本科批","西安建筑科技大学05","17","交通运输(卓越班)(以下专业在草堂校区学习)","交通运输类","4","","","刺客专业"
"西安建筑科技大学","物理","本科批","西安建筑科技大学05","18","交通工程(以下专业在草堂校区学习)","交通运输类","4","","","刺客专业"
"西安建筑科技大学","物理","本科批","西安建筑科技大学05","22","智慧交通(拔尖班)(以下专业在草堂校区学习)","交通运输类","5","","","刺客专业"
"西安理工大学","物理","本科批","西安理工大学02","33","应用化学(以下专业在曲江校区学习)","化学类","3","577","57592","刺客专业"
"西安理工大学","物理","本科批","西安理工大学02","34","印刷工程(卓越工程师教育培养计划)(以下专业在曲江校区学习)","轻工类","9","580","54120","刺客专业"
"西安理工大学","物理","本科批","西安理工大学02","35","水文与水资源工程(以下专业在曲江校区学习)","水利类","2","","","刺客专业"
"西安理工大学","物理","本科批","西安理工大学02","38","包装工程(以下专业在曲江校区学习)","轻工类","2","577","57592","刺客专业"
"西安石油大学","物理","本科批","西安石油大学03","15","石油工程(卓越工程师)(以下专业在鄠邑校区学习)","矿业类","1","","","刺客专业"
"西安石油大学","物理","本科批","西安石油大学04","20","石油工程(拔尖人才培养)(以下专业在鄠邑校区学习)","矿业类","1","","","刺客专业"
"西安石油大学","物理","本科批","西安石油大学04","21","资源勘查工程(拔尖人才培养)(以下专业在鄠邑校区学习)","地质类","1","559","79712","刺客专业"
"西安石油大学","物理","本科批","西安石油大学05","39","安全工程(以下专业在鄠邑校区学习)","安全科学与工程类","1","","","刺客专业"
"西安外国语大学","历史","本科批","西安外国语大学02","09","英语(以下专业在长安校区学习)","外国语言文学类","7","562","18006","刺客专业"
"西安外国语大学","历史","本科批","西安外国语大学02","10","德语(以下专业在长安校区学习)","外国语言文学类","1","571","14484","刺客专业"
"西安外国语大学","历史","本科批","西安外国语大学02","11","法语(以下专业在长安校区学习)","外国语言文学类","1","576","12629","刺客专业"
"西安外国语大学","历史","本科批","西安外国语大学02","12","西班牙语(以下专业在长安校区学习)","外国语言文学类","1","574","13340","刺客专业"
"西安外国语大学","历史","本科批","西安外国语大学02","13","翻译(以下专业在长安校区学习)","外国语言文学类","4","563","17575","刺客专业"
"西安外国语大学","历史","本科批","西安外国语大学02","14","商务英语(以下专业在长安校区学习)","外国语言文学类","1","568","15614","刺客专业"
"西安外国语大学","历史","本科批","西安外国语大学02","15","语言学(以下专业在长安校区学习)","外国语言文学类","1","563","17575","刺客专业"
"西安外国语大学","历史","本科批","西安外国语大学02","19","英语(师范)(以下专业在长安校区学习)","外国语言文学类","3","565","16742","刺客专业"
"西安科技大学","物理","本科批","西安科技大学03","08","遥感科学与技术(以下专业在临潼校区学习)","测绘类","3","561","77094","刺客专业"
"西北农林科技大学","历史","本科批","西北农林科技大学01","02","公共管理类(公共事业管理、劳动与社会保障)","公共管理类","2","605","4463","刺客专业"
