code,name,discipline,categoryCode,category,contentStatus,summaryExact,majorTextExact,classTextExact,courseSheet,careerSheet,universitySource,sources
120901K,旅游管理,管理学,1209,旅游管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120902,酒店管理,管理学,1209,旅游管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120903,会展经济与管理,管理学,1209,旅游管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120904T,旅游管理与服务教育,管理学,1209,旅游管理类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
120905TK,国际邮轮管理,管理学,1209,旅游管理类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
120906TK,数字文旅,管理学,1209,旅游管理类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
130101,艺术史论,艺术学,1301,艺术学理论类,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
130102T,艺术管理,艺术学,1301,艺术学理论类,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
130103T,非物质文化遗产保护,艺术学,1301,艺术学理论类,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
130201,音乐表演,艺术学,1302,音乐与舞蹈学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130202,音乐学,艺术学,1302,音乐与舞蹈学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130203,作曲与作曲技术理论,艺术学,1302,音乐与舞蹈学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130204,舞蹈表演,艺术学,1302,音乐与舞蹈学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130205,舞蹈学,艺术学,1302,音乐与舞蹈学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130206,舞蹈编导,艺术学,1302,音乐与舞蹈学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130207T,舞蹈教育,艺术学,1302,音乐与舞蹈学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130208TK,航空服务艺术与管理,艺术学,1302,音乐与舞蹈学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130209T,流行音乐,艺术学,1302,音乐与舞蹈学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130210T,音乐治疗,艺术学,1302,音乐与舞蹈学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130211T,流行舞蹈,艺术学,1302,音乐与舞蹈学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130212T,音乐教育,艺术学,1302,音乐与舞蹈学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130213TK,冰雪舞蹈表演,艺术学,1302,音乐与舞蹈学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130214TK,舞蹈治疗,艺术学,1302,音乐与舞蹈学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130215T,音乐科技,艺术学,1302,音乐与舞蹈学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130216T,乐器智造,艺术学,1302,音乐与舞蹈学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130301,表演,艺术学,1303,戏剧与影视学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130302,戏剧学,艺术学,1303,戏剧与影视学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130303,电影学,艺术学,1303,戏剧与影视学类,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
130304,戏剧影视文学,艺术学,1303,戏剧与影视学类,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
130305,广播电视编导,艺术学,1303,戏剧与影视学类,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
130306,戏剧影视导演,艺术学,1303,戏剧与影视学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130307,戏剧影视美术设计,艺术学,1303,戏剧与影视学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130308,录音艺术,艺术学,1303,戏剧与影视学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130309,播音与主持艺术,艺术学,1303,戏剧与影视学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130310,动画,艺术学,1303,戏剧与影视学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130311T,影视摄影与制作,艺术学,1303,戏剧与影视学类,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
130312T,影视技术,艺术学,1303,戏剧与影视学类,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
130313T,戏剧教育,艺术学,1303,戏剧与影视学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130314TK,曲艺,艺术学,1303,戏剧与影视学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130315TK,音乐剧,艺术学,1303,戏剧与影视学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130316T,数字戏剧,艺术学,1303,戏剧与影视学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130317T,数字演艺设计,艺术学,1303,戏剧与影视学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130318T,智能影像艺术,艺术学,1303,戏剧与影视学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130401,美术学,艺术学,1304,美术学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130402,绘画,艺术学,1304,美术学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130403,雕塑,艺术学,1304,美术学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130404,摄影,艺术学,1304,美术学类,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
130405T,书法学,艺术学,1304,美术学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130406T,中国画,艺术学,1304,美术学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130407TK,实验艺术,艺术学,1304,美术学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130408TK,跨媒体艺术,艺术学,1304,美术学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130409T,文物保护与修复,艺术学,1304,美术学类,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
130410T,漫画,艺术学,1304,美术学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130411T,纤维艺术,艺术学,1304,美术学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130412TK,科技艺术,艺术学,1304,美术学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130413TK,美术教育,艺术学,1304,美术学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130414T,虚拟空间艺术,艺术学,1304,美术学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130415T,艺术治疗,艺术学,1304,美术学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130501,艺术设计学,艺术学,1305,设计学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130502,视觉传达设计,艺术学,1305,设计学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130503,环境设计,艺术学,1305,设计学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130504,产品设计,艺术学,1305,设计学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130505,服装与服饰设计,艺术学,1305,设计学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130506,公共艺术,艺术学,1305,设计学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130507,工艺美术,艺术学,1305,设计学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130508,数字媒体艺术,艺术学,1305,设计学类,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
130509T,艺术与科技,艺术学,1305,设计学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130510TK,陶瓷艺术设计,艺术学,1305,设计学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130511T,新媒体艺术,艺术学,1305,设计学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130512T,包装设计,艺术学,1305,设计学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130513TK,珠宝首饰设计与工艺,艺术学,1305,设计学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130514T,人居设计,艺术学,1305,设计学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
130515TK,游戏艺术设计,艺术学,1305,设计学类,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
140001TK,未来机器人,交叉学科,,目录直列专业,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
140002TK,交叉工程,交叉学科,,目录直列专业,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
140003TK,低空技术与工程,交叉学科,,目录直列专业,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
140004TK,集成电路科学与工程,交叉学科,,目录直列专业,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
140005T,碳中和科学与工程,交叉学科,,目录直列专业,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
140006T,智慧城市与空间规划,交叉学科,,目录直列专业,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
140007T,智能医学工程,交叉学科,,目录直列专业,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
140008T,生物医药数据科学,交叉学科,,目录直列专业,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
140009T,智能影像工程,交叉学科,,目录直列专业,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
140010TK,医工学,交叉学科,,目录直列专业,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
140011TK,医疗器械与装备工程,交叉学科,,目录直列专业,major,True,False,False,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx
140012TK,具身智能,交叉学科,,目录直列专业,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
140013TK,脑机科学与技术,交叉学科,,目录直列专业,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
140014T,工程互联网,交叉学科,,目录直列专业,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
140015T,深地科学与工程,交叉学科,,目录直列专业,catalog,False,False,False,,,,普通高等学校本科专业目录（2026年）
