code,name,discipline,categoryCode,category,contentStatus,summaryExact,majorTextExact,classTextExact,courseSheet,careerSheet,universitySource,sources
070601,大气科学,理学,0706,大气科学类,major,True,True,True,,气,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
070602,应用气象学,理学,0706,大气科学类,major,True,True,True,,气,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
070603T,气象技术与工程,理学,0706,大气科学类,major,True,True,True,,气,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
070604T,地球系统科学,理学,0706,大气科学类,major,False,True,True,,气,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
070701,海洋科学,理学,0707,海洋科学类,major,True,True,True,,,理学工学:海洋科学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业院校宝典.xlsx
070702,海洋技术,理学,0707,海洋科学类,major,True,True,True,,,理学工学:海洋科学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业院校宝典.xlsx
070703T,海洋资源与环境,理学,0707,海洋科学类,major,True,True,True,,,理学工学:海洋科学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业院校宝典.xlsx
070704T,军事海洋学,理学,0707,海洋科学类,major,False,True,True,,,理学工学:海洋科学,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业院校宝典.xlsx
070705T,海洋科学与技术,理学,0707,海洋科学类,major,False,True,True,,,理学工学:海洋科学,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业院校宝典.xlsx
070801,地球物理学,理学,0708,地球物理学类,major,True,True,True,,,理学工学:地球物理学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业院校宝典.xlsx
070802,空间科学与技术,理学,0708,地球物理学类,major,True,True,True,,,理学工学:地球物理学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业院校宝典.xlsx
070803T,防灾减灾科学与工程,理学,0708,地球物理学类,major,True,True,True,,,理学工学:地球物理学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业院校宝典.xlsx
070804TK,行星科学,理学,0708,地球物理学类,major,False,True,True,,,理学工学:地球物理学,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业院校宝典.xlsx
070901,地质学,理学,0709,地质学类,major,True,True,True,,地,理学工学:地质学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
070902,地球化学,理学,0709,地质学类,major,True,True,True,,地,理学工学:地质学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
070903T,地球信息科学与技术,理学,0709,地质学类,major,True,True,True,,地,理学工学:地质学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
070904T,古生物学,理学,0709,地质学类,major,True,True,True,,地,理学工学:地质学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
071001,生物科学,理学,0710,生物科学类,major,True,True,True,,生,理学工学:生物学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
071002,生物技术,理学,0710,生物科学类,major,True,True,True,,生,理学工学:生物学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
071003,生物信息学,理学,0710,生物科学类,major,True,True,True,,生,理学工学:生物学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
071004,生态学,理学,0710,生物科学类,major,True,True,True,,生,理学工学:生物学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
071005T,整合科学,理学,0710,生物科学类,major,False,True,True,,生,理学工学:生物学,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
071006T,神经科学,理学,0710,生物科学类,major,False,True,True,,生,理学工学:生物学,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
071101,心理学,理学,0711,心理学类,major,True,True,True,,,理学工学:系统科学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业院校宝典.xlsx
071102,应用心理学,理学,0711,心理学类,major,True,True,True,,,理学工学:系统科学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业院校宝典.xlsx
071103TK,心理、脑与认知科学,理学,0711,心理学类,major,False,True,True,,,理学工学:系统科学,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业院校宝典.xlsx
071201,统计学,理学,0712,统计学类,major,True,True,True,统计学类,数统,统计学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
071202,应用统计学,理学,0712,统计学类,major,True,True,True,统计学类,数统,统计学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
071203T,数据科学,理学,0712,统计学类,major,True,True,True,统计学类,数统,统计学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
071204T,生物统计学,理学,0712,统计学类,major,True,True,True,统计学类,数统,统计学,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080101,理论与应用力学,工学,0801,力学类,major,True,True,True,,力,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
080102,工程力学,工学,0801,力学类,major,True,True,True,,力,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
080201,机械工程,工学,0802,机械类,major,True,True,True,机械类,械,机械,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080202,机械设计制造及其自动化,工学,0802,机械类,major,True,True,True,机械类,械,机械,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080203,材料成型及控制工程,工学,0802,机械类,major,True,True,True,机械类,械,机械,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080204,机械电子工程,工学,0802,机械类,major,True,True,True,机械类,械,机械,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080205,工业设计,工学,0802,机械类,major,True,True,True,机械类,械,机械,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080206,过程装备与控制工程,工学,0802,机械类,major,True,True,True,机械类,械,机械,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080207,车辆工程,工学,0802,机械类,major,True,True,True,机械类,械,机械,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080208,汽车服务工程,工学,0802,机械类,major,True,True,True,机械类,械,机械,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080209T,机械工艺技术,工学,0802,机械类,major,False,True,True,机械类,械,机械,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080210T,微机电系统工程,工学,0802,机械类,major,False,True,True,机械类,械,机械,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080211T,机电技术教育,工学,0802,机械类,major,True,False,True,机械类,械,机械,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080212T,汽车维修工程教育,工学,0802,机械类,class,False,False,True,机械类,械,机械,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080213T,智能制造工程,工学,0802,机械类,major,True,True,True,机械类,械,机械,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080214T,智能车辆工程,工学,0802,机械类,major,True,True,True,机械类,械,机械,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080215T,仿生科学与工程,工学,0802,机械类,major,True,True,True,机械类,械,机械,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080216T,新能源汽车工程,工学,0802,机械类,major,True,True,True,机械类,械,机械,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080217T,增材制造工程,工学,0802,机械类,major,True,True,True,机械类,械,机械,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080218T,智能交互设计,工学,0802,机械类,major,True,True,True,机械类,械,机械,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080219T,应急装备技术与工程,工学,0802,机械类,major,True,True,True,机械类,械,机械,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080220T,农林智能装备工程,工学,0802,机械类,major,False,True,True,机械类,械,机械,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080221T,真空工程与技术,工学,0802,机械类,major,False,True,True,机械类,械,机械,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080301,测控技术与仪器,工学,0803,仪器类,major,True,True,True,仪器类,仪,仪器,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080302T,精密仪器,工学,0803,仪器类,major,False,True,True,仪器类,仪,仪器,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080303T,智能感知工程,工学,0803,仪器类,major,True,True,True,仪器类,仪,仪器,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080401,材料科学与工程,工学,0804,材料类,major,True,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080402,材料物理,工学,0804,材料类,major,True,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080403,材料化学,工学,0804,材料类,major,True,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080404,冶金工程,工学,0804,材料类,major,True,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080405,金属材料工程,工学,0804,材料类,major,True,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080406,无机非金属材料工程,工学,0804,材料类,major,True,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080407,高分子材料与工程,工学,0804,材料类,major,True,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080408,复合材料与工程,工学,0804,材料类,major,True,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080409T,粉体材料科学与工程,工学,0804,材料类,major,True,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080410T,宝石及材料工艺学,工学,0804,材料类,major,True,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080411T,焊接技术与工程,工学,0804,材料类,major,True,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080412T,功能材料,工学,0804,材料类,major,True,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080413T,纳米材料与技术,工学,0804,材料类,major,True,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080414T,新能源材料与器件,工学,0804,材料类,major,True,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080415T,材料设计科学与工程,工学,0804,材料类,major,False,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080416T,复合材料成型工程,工学,0804,材料类,major,True,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080417T,智能材料与结构,工学,0804,材料类,major,True,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080418T,光电信息材料与器件,工学,0804,材料类,major,True,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080419T,生物材料,工学,0804,材料类,major,True,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080420T,材料智能技术,工学,0804,材料类,major,True,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080421T,电子信息材料,工学,0804,材料类,major,True,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080422T,软物质科学与工程,工学,0804,材料类,major,False,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080423T,稀土材料科学与工程,工学,0804,材料类,major,False,True,True,材料类,材,材料,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080501,能源与动力工程,工学,0805,能源动力类,major,True,True,True,能动类,能动,能源动力,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080502T,能源与环境系统工程,工学,0805,能源动力类,major,True,True,True,能动类,能动,能源动力,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080503T,新能源科学与工程,工学,0805,能源动力类,major,True,True,True,能动类,新,能源动力,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080504T,储能科学与工程,工学,0805,能源动力类,major,True,True,True,能动类,能动,能源动力,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080505T,能源服务工程,工学,0805,能源动力类,major,True,True,True,能动类,能动,能源动力,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080506TK,氢能科学与工程,工学,0805,能源动力类,major,True,True,True,能动类,能动,能源动力,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080507TK,可持续能源,工学,0805,能源动力类,major,True,True,True,能动类,能动,能源动力,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080508T,能源科学与工程,工学,0805,能源动力类,major,False,True,True,能动类,能动,能源动力,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080601,电气工程及其自动化,工学,0806,电气类,major,True,True,True,电气类,电气,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
080602T,智能电网信息工程,工学,0806,电气类,major,True,True,True,电气类,电气,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
080603T,光源与照明,工学,0806,电气类,major,True,True,True,电气类,电气,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
080604T,电气工程与智能控制,工学,0806,电气类,major,True,True,True,电气类,电气,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
080605T,电机电器智能化,工学,0806,电气类,major,False,True,True,电气类,电气,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
080606T,电缆工程,工学,0806,电气类,major,True,True,True,电气类,电气,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
080607T,能源互联网工程,工学,0806,电气类,major,True,True,True,电气类,电气,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
080608TK,智慧能源工程,工学,0806,电气类,major,True,True,True,电气类,电气,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
080609T,电动载运工程,工学,0806,电气类,major,False,True,True,电气类,电气,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
080610TK,大功率半导体科学与工程,工学,0806,电气类,major,True,True,True,电气类,电气,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
080701,电子信息工程,工学,0807,电子信息类,major,True,True,True,电子类,电子,电子信息类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080702,电子科学与技术,工学,0807,电子信息类,major,True,True,True,电子类,电子,电子信息类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080703,通信工程,工学,0807,电子信息类,major,True,True,True,通信类,通,电子信息类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080704,微电子科学与工程,工学,0807,电子信息类,major,True,True,True,电子类,电子,电子信息类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080705,光电信息科学与工程,工学,0807,电子信息类,major,True,True,True,电子类,光,电子信息类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080706,信息工程,工学,0807,电子信息类,major,True,True,True,电子类,电子,电子信息类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080707T,广播电视工程,工学,0807,电子信息类,major,True,True,True,电子类,电子,电子信息类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080708T,水声工程,工学,0807,电子信息类,major,True,True,True,电子类,电子,电子信息类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080709T,电子封装技术,工学,0807,电子信息类,major,True,True,True,电子类,电子,电子信息类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080710T,集成电路设计与集成系统,工学,0807,电子信息类,major,True,True,True,电子类,电子,电子信息类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080711T,医学信息工程,工学,0807,电子信息类,major,True,True,True,电子类,电子,电子信息类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080712T,电磁场与无线技术,工学,0807,电子信息类,major,True,True,True,电子类,电子,电子信息类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080713T,电波传播与天线,工学,0807,电子信息类,major,False,True,True,电子类,电子,电子信息类,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080714T,电子信息科学与技术,工学,0807,电子信息类,major,True,True,True,电子类,电子,电子信息类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080715T,电信工程及管理,工学,0807,电子信息类,major,True,True,True,通信类,通,电子信息类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080716T,应用电子技术教育,工学,0807,电子信息类,major,False,True,True,电子类,电子,电子信息类,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080717T,人工智能,工学,0807,电子信息类,major,True,True,True,电子类,电子,电子信息类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080718T,海洋信息工程,工学,0807,电子信息类,major,True,True,True,电子类,电子,电子信息类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080719T,柔性电子学,工学,0807,电子信息类,major,True,True,True,电子类,电子,电子信息类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080720T,智能测控工程,工学,0807,电子信息类,major,True,True,True,电子类,电子,电子信息类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080721T,智能视觉工程,工学,0807,电子信息类,major,False,True,True,电子类,电子,电子信息类,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080722T,智能视听工程,工学,0807,电子信息类,major,True,True,True,电子类,电子,电子信息类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080723TK,半导体工艺与装备,工学,0807,电子信息类,major,False,True,True,电子类,电子,电子信息类,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080801,自动化,工学,0808,自动化类,major,True,True,True,控制类,自,自动化,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080802T,轨道交通信号与控制,工学,0808,自动化类,major,True,True,True,控制类,自,自动化,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080803T,机器人工程,工学,0808,自动化类,major,True,True,True,控制类,自,自动化,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080804T,邮政工程,工学,0808,自动化类,major,True,True,True,控制类,自,自动化,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080805T,核电技术与控制工程,工学,0808,自动化类,major,True,True,True,控制类,自,自动化,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
